Solution,RMSE
"[0.7101     0.00295247 0.43946943 0.5449     0.39427079 0.88676537
 0.77809368 0.89001287 0.1892     0.0064     0.9788     0.2365
 0.2427     0.37301607 0.6508     0.45230173 0.73680754 0.0942
 0.68992713 0.18268356 0.8444     0.92684149 0.89908824 0.4903382
 0.35404811 0.23441663]",0.0633706559071289
"[0.68825943 0.16924758 0.31945072 0.67596799 0.14748971 0.6985
 0.4579246  0.93280601 0.19047055 0.0064     0.81160351 0.2365
 0.2427     0.4167     0.6508     0.54257212 0.74925421 0.03069365
 0.98288136 0.04527955 0.9040489  0.88647464 0.7042616  0.4684236
 0.3895     0.16258719]",0.05132904717348493
"[0.73259184 0.09186549 0.23450009 0.41403456 0.3347     0.65428859
 0.54533567 0.84908645 0.17000373 0.0064     0.86800466 0.34684515
 0.35672109 0.4167     0.64745446 0.71136439 0.82771707 0.0942
 0.65321565 0.3635263  0.88497153 0.96215262 0.76601438 0.14397591
 0.24733335 0.1498    ]",0.05122312023082306
"[0.7101     0.01306512 0.50342242 0.34675588 0.49059716 0.79586226
 0.6294     0.89755584 0.37092312 0.0064     0.9788     0.27148094
 0.2427     0.4167     0.63690049 0.3399097  0.6422     0.0942
 0.7961     0.11602897 0.67324898 0.76876528 0.70492766 0.12637341
 0.20593127 0.25231141]",0.07529029074145005
"[0.7101     0.2119836  0.34209959 0.7441821  0.52813946 0.6985
 0.71689125 0.8065078  0.1892     0.01698322 0.82459906 0.22613225
 0.39380919 0.4167     0.6508     0.34761497 0.71143771 0.0942
 0.7961     0.1788     0.89876173 0.72944275 0.93099291 0.37902893
 0.31275909 0.19257085]",0.09019932968551794
"[7.01521664e-01 2.22095020e-01 2.03123758e-01 5.44900000e-01
 3.34700000e-01 7.45689569e-01 5.40413997e-01 8.13540401e-01
 1.06816229e-02 6.83327892e-04 9.99974303e-01 3.34973573e-01
 3.39876266e-01 5.81332177e-01 6.50800000e-01 4.35222129e-01
 5.53464861e-01 1.35274520e-01 9.01604775e-01 9.48423219e-02
 8.44400000e-01 9.65947118e-01 7.78925905e-01 3.23900000e-01
 2.60064592e-01 2.18320970e-01]",0.08404698359465577
"[0.7101     0.0251     0.35186175 0.54937336 0.3347     0.79563955
 0.6294     0.97983972 0.10899392 0.0064     0.9788     0.2365
 0.2427     0.4167     0.59023805 0.5221     0.56612449 0.13631231
 0.87584091 0.16311894 0.94130031 0.89618559 0.80226455 0.29609158
 0.34326202 0.08929138]",0.058897681359565454
"[0.77798709 0.07331291 0.30205389 0.48370461 0.43187131 0.70327118
 0.68007474 0.99013743 0.09125118 0.0064     0.97191299 0.32863316
 0.2427     0.38882021 0.69602908 0.55357459 0.74161888 0.1134653
 0.89304706 0.1174241  0.92291472 0.78419531 0.85798618 0.27582819
 0.39343667 0.20560854]",0.0902242694230964
"[0.61922354 0.02120872 0.30578863 0.45671851 0.41459835 0.6985
 0.57891637 0.90387196 0.11359412 0.0064     0.90342229 0.28434689
 0.25735476 0.43440188 0.6508     0.5221     0.62136952 0.12375334
 0.85492455 0.1788     0.89069781 0.8283     0.8611     0.35914383
 0.37295147 0.17639659]",0.040895648917410016
"[0.63539714 0.06533383 0.37261604 0.45365496 0.34752929 0.6323023
 0.6294     0.9367     0.11733183 0.02170942 0.94415728 0.18123871
 0.30156235 0.46187881 0.67706611 0.49656083 0.72880855 0.09001929
 0.7961     0.10851147 0.88307139 0.8283     0.78459891 0.41830733
 0.42903574 0.07220216]",0.09240033785695041
"[0.69972911 0.05812168 0.3674     0.48953674 0.31789186 0.78115375
 0.6723767  0.9367     0.15330135 0.01586925 0.91854974 0.26930303
 0.26859706 0.35017252 0.6508     0.5221     0.54493292 0.0942
 0.75663638 0.1213476  0.75378468 0.80419716 0.87671568 0.24937432
 0.3895     0.14185274]",0.09020042465987547
