param_values
180.0
181.02564102564102
182.05128205128204
183.07692307692307
184.1025641025641
185.12820512820514
186.15384615384616
187.17948717948718
188.2051282051282
189.23076923076923
190.25641025641025
191.28205128205127
192.30769230769232
193.33333333333334
194.35897435897436
195.3846153846154
196.4102564102564
197.43589743589743
198.46153846153845
199.48717948717947
200.5128205128205
201.53846153846155
202.56410256410257
203.5897435897436
204.6153846153846
205.64102564102564
206.66666666666666
207.69230769230768
208.71794871794873
209.74358974358975
210.76923076923077
211.7948717948718
212.82051282051282
213.84615384615384
214.87179487179486
215.8974358974359
216.9230769230769
217.94871794871796
218.97435897435898
220.0
