Solution,RMSE,C1,C2
"[0.85622002 0.26516901 0.90831649 0.97861962 0.42881424 0.3470419
 0.05122852 0.60680359 0.48714787 0.56656406 0.64375002 0.67017944
 0.49143793 0.51012029 0.07357249 0.49431407 0.42477273]",0.043537026290321135,-0.0014008796328247551,0.0059328116672352355
"[0.60944949 0.78612591 0.7165682  0.52554102 0.278936   0.3264247
 0.24721286 0.45089848 0.10275835 0.73291034 0.77647521 0.51142151
 0.33142684 0.95416044 0.29411359 0.61075192 0.70231966]",0.044459549142748196,0.007291419562418539,-0.00277885755015609
"[0.66176819 0.73608102 0.62995521 0.53399306 0.31243098 0.26958153
 0.29786362 0.4729316  0.21891874 0.7519667  0.71361455 0.44897079
 0.24152269 0.8538968  0.26605476 0.55498473 0.62805114]",0.04465623928251325,0.00383312067900388,-3.342929747349871e-05
"[0.69373313 0.73509684 0.67087796 0.50352357 0.2902132  0.2678483
 0.30582672 0.44945387 0.13558098 0.67639565 0.78904004 0.47102604
 0.2915006  0.91423177 0.34089157 0.59001981 0.69153818]",0.044754300072587974,1.48,-0.002612710782569038
"[0.61737868 0.91828788 0.48879616 0.39138386 0.44747535 0.00162783
 0.52154128 0.46501096 0.36700317 0.72111144 0.43053189 0.85023387
 0.15784756 0.82565208 0.2483245  0.85858845 0.63276175]",0.04488863608060715,-0.008272389141916046,0.010057906731064613
"[0.93675417 0.33159083 0.43548466 0.71831302 0.47367375 0.53547025
 0.46103847 0.70198085 0.5006329  0.99419842 0.59910582 0.50311273
 0.65046638 0.9999957  0.22015437 0.12791904 0.62472544]",0.04541680683205948,-0.006030158501347397,0.0014171743863412786
"[0.65478772 0.74240405 0.74533868 0.51571696 0.26827257 0.24478394
 0.24799795 0.41295984 0.09703343 0.66957767 0.71610061 0.49428282
 0.34486201 0.85302524 0.35294074 0.59060404 0.71716161]",0.04563207270157295,-0.0025456534207230867,5.988059786278532e-06
"[0.62906771 0.74434854 0.7017816  0.56882731 0.21398724 0.27767046
 0.27719143 0.38781122 0.14847761 0.71640431 0.72167454 0.47544088
 0.33732004 0.85429667 0.35185535 0.59268252 0.68273915]",0.04570284795597176,0.004404643571144288,0.00031423578355209425
"[0.73758471 0.69845303 0.75507771 0.37493756 0.48704049 0.35537637
 0.43853489 0.22109419 0.37927679 0.6239244  0.67134275 0.53483222
 0.20770524 0.74814748 0.20522689 0.74267484 0.60016523]",0.04642784126286815,-0.007830228083201237,0.0022697444333823792
"[0.60717723 0.66498307 0.76204162 0.48415352 0.3037499  0.30576251
 0.40728572 0.34454562 0.15383413 0.74106128 0.71012895 0.55976718
 0.41207203 0.7333347  0.22188188 0.61707863 0.63731493]",0.046542076656330096,0.000510402552027233,0.0014475277552499083
"[0.67334077 0.72411056 0.70060231 0.50016521 0.3403893  0.27621348
 0.2846708  0.48765136 0.1338611  0.67931182 0.79964384 0.51767376
 0.29503957 0.89551189 0.35725832 0.59661031 0.68437559]",0.04669105822423792,0.016679719124731377,-0.003381338700988168
"[0.64023188 0.65756254 0.7470608  0.49154321 0.4019443  0.26175512
 0.36717654 0.33469574 0.17800009 0.60549942 0.84025413 0.41781263
 0.29043965 0.77203106 0.30941607 0.7145966  0.70965043]",0.04709151347281722,0.0178746119822473,-0.0036146868213642533
"[0.69058893 0.72192764 0.69913714 0.51246002 0.29881727 0.3055005
 0.29793836 0.46644628 0.13298183 0.66740746 0.75823542 0.50160651
 0.29712221 0.92645817 0.34028892 0.58251078 0.64360813]",0.047185553731966715,0.0007598126928324185,-0.0017818363209893967
"[0.6945433  0.7178566  0.70301505 0.51162222 0.30016687 0.30817818
 0.29731508 0.463654   0.1378174  0.67156925 0.75918156 0.50324702
 0.30296981 0.9276962  0.3422015  0.58464378 0.64664128]",0.04731314733581207,0.0007791416338930428,-0.001813269071378746
"[0.69064436 0.71942559 0.70317052 0.51651034 0.3008975  0.31379801
 0.29221731 0.46479866 0.13580465 0.67650409 0.7704249  0.49444969
 0.30063928 0.92736412 0.33840898 0.58721561 0.64819174]",0.04733469329023193,0.0021464255372484198,-0.0021591985367746085
"[0.52538244 0.8113982  0.49507984 0.67712141 0.38990156 0.28685837
 0.06333041 0.53664619 0.48723836 0.4867571  0.45870449 0.43289025
 0.13996333 0.81398671 0.42575905 0.76292463 0.84895809]",0.04735034233691274,0.007510783393667203,0.004429228118650402
"[0.69045096 0.7203912  0.70481904 0.51088875 0.29571734 0.30357116
 0.29955079 0.4648028  0.13782234 0.66904453 0.76205715 0.5014317
 0.30010176 0.92836704 0.34428321 0.58428783 0.64695115]",0.04749761129105844,0.000768655628930446,-0.0018368171755036335
"[0.69431681 0.72258168 0.70184831 0.51094797 0.29644425 0.30858591
 0.29694771 0.46709796 0.13532369 0.66995788 0.76077854 0.49775165
 0.30231839 0.92968849 0.34397395 0.58212454 0.64532627]",0.047516661991644955,1.48,-0.0018291161989285355
"[0.69133487 0.72231054 0.70102421 0.5125966  0.2967133  0.30469093
 0.29813322 0.46435624 0.13492785 0.66915033 0.76071567 0.4991135
 0.29759913 0.92866346 0.34036427 0.58376003 0.64454196]",0.04754976835551602,0.0005543089921955513,-0.0018118447840321586
