Solution,RMSE,C1,C2
"[0.24038244 0.62940423 0.68195705 0.33804792 0.53004862 0.93799527
 0.40269806 0.86506672 0.31726393 0.1674322  0.86645536 0.66791657
 0.36268822 0.53202714 0.51903337 0.06069858 0.62903427 0.372734
 0.48639615 0.48820713 0.97995358 0.81066006]",0.03511951874141098,0.03091723895048067,-0.0022738556308910737
"[0.34557095 0.6374445  0.70828732 0.32107563 0.51383438 0.85300797
 0.43176444 0.91690944 0.32098266 0.0862899  0.83658492 0.73253601
 0.37015007 0.6858198  0.64184576 0.03063309 0.53366272 0.37657631
 0.46632036 0.49416391 0.9374579  0.71575463]",0.03562857562208534,0.031029210419438232,0.00084676715939409
"[0.35169365 0.6055847  0.87582379 0.22823629 0.49042779 0.94395273
 0.5002358  0.9506869  0.35304324 0.12931598 0.78948562 0.64813889
 0.30917496 0.58226404 0.54060669 0.01369007 0.5656688  0.44467316
 0.47834447 0.57964174 0.97486576 0.70048926]",0.03579119106437721,0.026508478914510806,-0.004211831905165001
"[0.2388269  0.64380675 0.73956627 0.32324509 0.50612983 0.94865023
 0.41726994 0.86104667 0.35930438 0.13906731 0.87448813 0.70378739
 0.35490535 0.51712445 0.50615164 0.08924576 0.58868212 0.34249296
 0.45691987 0.47017314 0.96527785 0.76162646]",0.03580804443966549,0.03234359855054972,-0.0032678944511974964
"[0.24286893 0.65128125 0.67307015 0.34132833 0.57477286 0.93635433
 0.42679567 0.90426578 0.29180473 0.15207187 0.83533027 0.68073989
 0.31728733 0.52688345 0.49865053 0.05655067 0.58005545 0.36544903
 0.48639615 0.53383661 0.96629829 0.76750407]",0.03600686267777203,0.03271194868329334,-0.003826550920769365
"[0.31776921 0.69712565 0.72184327 0.31338398 0.43227304 0.92765352
 0.44254936 0.93785134 0.22119465 0.10955092 0.82020461 0.57062353
 0.35074561 0.53988869 0.61059541 0.1361274  0.4307077  0.38768982
 0.50598705 0.5763411  0.93862958 0.67081534]",0.036223443877906325,0.03302844945358001,-0.0034999347229567462
"[0.35376192 0.6374445  0.73799573 0.30688591 0.56780142 0.8389971
 0.46455261 0.92090842 0.33488069 0.22058695 0.79946623 0.62893576
 0.35426108 0.60634523 0.68765777 0.06069858 0.55167316 0.51289126
 0.47144629 0.40289618 0.92081171 0.67388144]",0.03661620745965518,0.03344354309481333,-0.0019124376295940153
"[0.30946143 0.55453201 0.88557465 0.30570455 0.55027259 0.85689701
 0.41611038 0.90810391 0.24014466 0.19035199 0.81767302 0.63165763
 0.31346031 0.57528006 0.56451945 0.06069858 0.46358765 0.36987583
 0.43795664 0.40621205 0.96220686 0.70358009]",0.03710611388617694,0.03446321835269424,-0.0036628655874774707
"[0.68047083 0.69559856 0.96829862 0.27446893 0.7482246  0.35436952
 0.03608843 0.68426152 0.49835575 0.71427067 0.719804   0.90356708
 0.22029951 0.56273405 0.47892882 0.69473355 0.49412599 0.72650119
 0.23420009 0.02829708 0.22143495 0.67340125]",0.03737790175345453,0.03506632655941254,-0.004774950964531576
"[0.23486051 0.69794568 0.72677522 0.33915986 0.54548632 0.93295122
 0.37194831 0.94969474 0.29421208 0.18608903 0.83011386 0.67636869
 0.29864195 0.54711527 0.53811812 0.07392943 0.60319493 0.3181648
 0.49226609 0.44923723 0.93821974 0.77521965]",0.037697988939299265,1.48,-0.0042177207924417905
"[0.24493162 0.66592722 0.69608221 0.33568155 0.5406424  0.95144562
 0.44064577 0.88639607 0.31726393 0.14160137 0.91067182 0.63461598
 0.32398783 0.50516856 0.47821917 0.09735384 0.61800502 0.38617653
 0.5347627  0.50316041 0.95032198 0.72650639]",0.03772139079181364,0.03569424020759282,-0.004157282498789803
"[0.24973737 0.65754386 0.6947816  0.38238049 0.55503174 0.9247754
 0.36938579 0.86623366 0.29881885 0.15215493 0.86188286 0.66885547
 0.3864401  0.50793608 0.48950177 0.0327202  0.59154447 0.31703244
 0.43877159 0.45611794 0.93640449 0.72586115]",0.03812136113485067,0.03626361172575357,-0.002665270706642936
"[0.55156787 0.4429828  0.78900342 0.12186607 0.57800949 0.91785686
 0.57762252 0.91241597 0.30998436 0.13220537 0.87457436 0.66419369
 0.2246391  0.69033778 0.40473018 0.10339102 0.56905894 0.24038433
 0.41518121 0.4817664  0.79861816 0.83998532]",0.03857102946523054,0.03658685311146069,-0.003552385187775089
"[0.35807229 0.49800102 0.60548091 0.63843845 0.6765065  0.91785686
 0.42730638 0.85674364 0.10066308 0.16399555 0.4806035  0.25852621
 0.0129032  0.49178354 0.87075359 0.32269215 0.66729889 0.38099582
 0.36419994 0.77184946 0.97700525 0.51695874]",0.0386111308273481,0.019160239354034363,-0.006209622135080405
"[0.26451013 0.65074122 0.72060669 0.36184034 0.53023963 0.9914266
 0.38937432 0.89582355 0.31596068 0.16175583 0.87998845 0.6898894
 0.36607812 0.54854691 0.51957933 0.06294468 0.57261033 0.34672554
 0.49421026 0.50050201 0.99507025 0.75931506]",0.038801281169121675,0.017925155951804186,-0.0031192477672701453
"[0.30542199 0.5928016  0.70667628 0.29805401 0.47214695 0.82501407
 0.3992941  0.96655012 0.22403043 0.22780938 0.87641046 0.57188304
 0.32641982 0.58012081 0.50415456 0.15425552 0.46225693 0.52997817
 0.50194457 0.54948572 0.9374579  0.82197756]",0.039226675280775086,0.037805740693518566,-0.0016643294307478705
"[0.33619344 0.55963264 0.72357203 0.3788921  0.57378834 0.82207834
 0.47793678 0.95516825 0.40443771 0.23757883 0.84705642 0.69288896
 0.23940597 0.53806853 0.60611363 0.06005597 0.59881872 0.37203082
 0.44389627 0.42066731 0.93671122 0.68649355]",0.03954793050285862,0.016969581149255484,-0.004585032931356486
"[0.23337436 0.77745151 0.7555843  0.31075698 0.49813155 0.92627809
 0.36576787 0.78524975 0.23944783 0.07916448 0.98323184 0.78305489
 0.29281743 0.44713601 0.46894218 0.00407683 0.52770753 0.53225925
 0.31685327 0.40483223 0.95207025 0.69310153]",0.039557864085400074,0.038390461478803276,-0.005117771556953397
"[0.16020478 0.54699986 0.78900342 0.3516736  0.13336103 0.82750516
 0.80779351 0.79362955 0.55959331 0.31036665 0.87543282 0.52573493
 0.06551093 0.47256888 0.36074893 0.38372913 0.54460893 0.16528735
 0.47324821 0.77752764 0.9374579  0.49538474]",0.0407605115421621,0.0401129082219851,-0.004871634906342346
"[0.23509528 0.64054144 0.68127571 0.39627872 0.51801723 0.90993404
 0.37506058 0.94580064 0.270822   0.13579587 0.9058427  0.65915232
 0.36673347 0.56823971 0.46952196 0.09501686 0.57853552 0.3416973
 0.46689302 0.50361358 0.99473438 0.79654901]",0.040992259422016196,0.012865848134697513,-0.0012829974366418868
"[0.27111494 0.65097386 0.72484633 0.37283541 0.57172739 0.95071321
 0.39473122 0.89233464 0.29267463 0.17030868 0.87796909 0.66832552
 0.36863883 0.55533648 0.50684886 0.05662941 0.61626779 0.35048385
 0.48103598 0.50284903 0.98437806 0.74745818]",0.041106933117479934,0.012352465931339877,-0.0028435879377680905
"[0.25583227 0.57766235 0.85702407 0.43206614 0.60483313 0.77669821
 0.26039652 0.78235932 0.2109845  0.35466639 0.95084248 0.57761173
 0.31346031 0.7088074  0.57618296 0.23318631 0.4887541  0.2514274
 0.59991671 0.45403141 0.98462279 0.76146216]",0.041108572433689004,0.012807611514475088,-0.0009928822625469153
"[0.28431357 0.62481588 0.67564818 0.3754959  0.53678    0.96994039
 0.45201243 0.90562097 0.27959996 0.15215493 0.83587771 0.6771626
 0.37174556 0.55744319 0.53743206 0.02453438 0.55653091 0.35170152
 0.50025069 0.48401518 0.97061564 0.74412219]",0.041190440796451636,0.01225588393662511,-0.002302391585472123
"[0.3058465  0.64000526 0.72319181 0.34553798 0.50797775 0.94560138
 0.40276525 0.85440644 0.29613729 0.12591262 0.82519113 0.63621044
 0.33929905 0.49253788 0.53470706 0.1001922  0.56453843 0.34824121
 0.47178274 0.49900745 0.94133285 0.76395734]",0.0415009161530159,1.48,-0.004180591497345464
