real_time,real_voltage,simu_time,simu_voltage
0,3.311722,0,3.2186945451110427
10,3.246109,10,3.2108192427026503
20,3.22967,20,3.202943940294258
30,3.223407,30,3.1950686378858655
40,3.220923,40,3.187193335477473
50,3.219805,50,3.1793180330690807
60,3.219181,60,3.1717474302361484
70,3.218835,70,3.173013115091565
80,3.218621,80,3.1742787999469813
90,3.218511,90,3.175544484802398
100,3.218415,100,3.1768101696578146
110,3.218351,110,3.178075854513231
120,3.218324,120,3.1793066903209355
130,3.218311,130,3.1800496394606714
140,3.218256,140,3.180792588600407
150,3.218214,150,3.181535537740143
160,3.218209,160,3.182278486879879
170,3.218173,170,3.1830214360196147
180,3.218129,180,3.1837428354085437
190,3.218092,190,3.1842702870402118
200,3.218029,200,3.18479773867188
210,3.217974,210,3.185325190303548
220,3.217918,220,3.1858526419352167
230,3.217865,230,3.186380093566885
240,3.2178,240,3.186890168964266
250,3.21773,250,3.18728729883878
260,3.217634,260,3.187684428713294
270,3.217556,270,3.1880815585878084
280,3.21746,280,3.1884786884623226
290,3.217392,290,3.188875818336837
300,3.21728,300,3.1892584768203647
310,3.217182,310,3.1895687783489626
320,3.217079,320,3.1898790798775605
330,3.216958,330,3.1901893814061584
340,3.216866,340,3.1904996829347563
350,3.216735,350,3.1908099844633546
360,3.216624,360,3.1911081347659387
370,3.216497,370,3.191357680164468
380,3.216368,380,3.1916072255629966
390,3.216211,390,3.1918567709615258
400,3.216099,400,3.192106316360055
410,3.215952,410,3.192355861758584
420,3.215823,420,3.192594849702093
430,3.215657,430,3.1927991488648204
440,3.215513,440,3.1930034480275484
450,3.215352,450,3.193207747190276
460,3.215205,460,3.193412046353004
470,3.21504,470,3.1936163455157316
480,3.214891,480,3.1938112897387354
490,3.214713,490,3.193980507877498
500,3.214552,500,3.194149726016261
510,3.21438,510,3.1943189441550235
520,3.214236,520,3.194488162293786
530,3.214019,530,3.194657380432549
540,3.213862,540,3.1948178200566884
550,3.213682,550,3.1949577764800394
560,3.213508,560,3.1950977329033905
570,3.213317,570,3.1952376893267416
580,3.213137,580,3.1953776457500926
590,3.212952,590,3.1955176021734437
600,3.212734,600,3.1956482680970724
610,3.212568,610,3.1957603530212557
620,3.212356,620,3.195872437945439
630,3.212151,630,3.195984522869622
640,3.211938,640,3.1960966077938053
650,3.211768,650,3.1962086927179887
660,3.211514,660,3.1963087199606464
670,3.21135,670,3.1963879202988505
680,3.211141,680,3.1964671206370547
690,3.210911,690,3.1965463209752585
700,3.210695,700,3.1966255213134627
710,3.210479,710,3.196704721651667
720,3.210275,720,3.1967637894259004
730,3.210035,730,3.1967926583541786
740,3.209823,740,3.1968215272824567
750,3.209602,750,3.196850396210735
760,3.209348,760,3.196879265139013
770,3.209136,770,3.196908134067291
780,3.208905,780,3.196897244118672
790,3.208688,790,3.1968343617925714
800,3.208451,800,3.1967714794664706
810,3.208221,810,3.1967085971403697
820,3.207988,820,3.196645714814269
830,3.207755,830,3.196582832488168
840,3.207489,840,3.1964385825443085
850,3.207256,850,3.196201341037295
860,3.207031,860,3.195964099530282
870,3.206783,870,3.1957268580232685
880,3.206571,880,3.195489616516255
890,3.206304,890,3.195252375009242
900,3.206066,900,3.1948617896106395
910,3.205812,910,3.194317860320448
920,3.20554,920,3.1937739310302566
930,3.2053,930,3.1932300017400648
940,3.20508,940,3.1926860724498733
950,3.204835,950,3.192142143159682
960,3.204568,960,3.1913677279400154
970,3.204314,970,3.1903916375320587
980,3.204066,980,3.189415547124102
990,3.203821,990,3.188439456716145
1000,3.20358,1000,3.187463366308188
1010,3.203336,1010,3.186487275900231
1020,3.203071,1020,3.1853120897744827
1030,3.20281,1030,3.183984653982187
1040,3.20258,1040,3.1826572181898922
1050,3.20232,1050,3.181329782397597
1060,3.202059,1060,3.1800023466053013
1070,3.201813,1070,3.1786749108130063
