param_values
25000.0
25179.48717948718
25358.97435897436
25538.46153846154
25717.94871794872
25897.4358974359
26076.923076923078
26256.410256410258
26435.897435897437
26615.384615384617
26794.871794871793
26974.358974358973
27153.846153846152
27333.333333333332
27512.82051282051
27692.30769230769
27871.79487179487
28051.28205128205
28230.76923076923
28410.25641025641
28589.74358974359
28769.23076923077
28948.71794871795
29128.20512820513
29307.69230769231
29487.17948717949
29666.666666666664
29846.153846153844
30025.641025641024
30205.128205128203
30384.615384615383
30564.102564102563
30743.589743589742
30923.076923076922
31102.5641025641
31282.05128205128
31461.53846153846
31641.02564102564
31820.51282051282
32000.0
