param_values
8e-05
8.102564102564103e-05
8.205128205128206e-05
8.307692307692309e-05
8.410256410256411e-05
8.512820512820513e-05
8.615384615384615e-05
8.717948717948718e-05
8.820512820512821e-05
8.923076923076924e-05
9.025641025641026e-05
9.128205128205129e-05
9.230769230769232e-05
9.333333333333334e-05
9.435897435897437e-05
9.538461538461538e-05
9.641025641025641e-05
9.743589743589744e-05
9.846153846153846e-05
9.948717948717949e-05
0.00010051282051282052
0.00010153846153846155
0.00010256410256410256
0.00010358974358974359
0.00010461538461538461
0.00010564102564102564
0.00010666666666666667
0.0001076923076923077
0.00010871794871794872
0.00010974358974358975
0.00011076923076923077
0.0001117948717948718
0.00011282051282051283
0.00011384615384615385
0.00011487179487179488
0.0001158974358974359
0.00011692307692307692
0.00011794871794871795
0.00011897435897435898
0.00012
