Ah,SOC,V,A,Wh,time,tp,tn,tb,ta
0.000389,100.00%,3.307761,-140.0858,-0.001286,0,9.67,9.599999,9.65,9.3
0.389091,99.84%,3.249334,-140.0727,-1.269989,10,9.78,9.639999,9.599999,9.349999
0.77818,99.69%,3.234553,-140.0743,-2.531099,20,9.82,9.63,9.62,9.29
1.167274,99.53%,3.226129,-140.0711,-3.787856,30,9.92,9.7,9.599999,9.25
1.556367,99.38%,3.221099,-140.0732,-5.042058,40,9.969999,9.74,9.62,9.27
1.945464,99.22%,3.218077,-140.0764,-6.294743,50,10.05,9.849999,9.65,9.3
2.334561,99.07%,3.21626,-140.0727,-7.546501,60,10.12,9.92,9.67,9.28
2.72366,98.91%,3.215082,-140.0791,-8.797691,70,10.16,10,9.719999,9.37
3.112761,98.75%,3.214311,-140.077,-10.04852,80,10.25,10.13,9.639999,9.42
3.501863,98.60%,3.213824,-140.078,-11.29912,90,10.39,10.14,9.74,9.349999
3.890966,98.44%,3.213496,-140.0759,-12.54956,100,10.45,10.18,9.79,9.429999
4.280068,98.29%,3.213274,-140.0784,-13.79989,110,10.45,10.23,9.71,9.46
4.669171,98.13%,3.213162,-140.0789,-15.05016,120,10.57,10.26,9.77,9.42
5.058273,97.98%,3.213067,-140.0794,-16.30039,130,10.46,10.32,9.83,9.389999
5.447376,97.82%,3.213012,-140.0757,-17.55059,140,10.58,10.33,9.79,9.41
5.836479,97.66%,3.212984,-140.078,-18.80078,150,10.6,10.39,9.82,9.4
6.225585,97.51%,3.21299,-140.0782,-20.05097,160,10.56,10.39,9.8,9.469999
6.614689,97.35%,3.212993,-140.0741,-21.30116,170,10.7,10.47,9.86,9.36
7.003796,97.20%,3.213035,-140.0775,-22.55136,180,10.71,10.51,9.84,9.32
7.392903,97.04%,3.213051,-140.0745,-23.80157,190,10.71,10.53,9.92,9.429999
7.782009,96.89%,3.213076,-140.0803,-25.05179,200,10.76,10.54,9.809999,9.34
8.171117,96.73%,3.213095,-140.077,-26.30204,210,10.8,10.54,9.95,9.29
8.560224,96.57%,3.213156,-140.0782,-27.55229,220,10.84,10.56,9.92,9.44
8.949331,96.42%,3.213191,-140.0777,-28.80256,230,10.81,10.61,9.969999,9.469999
9.338439,96.26%,3.213242,-140.081,-30.05284,240,10.92,10.66,9.95,9.36
9.727547,96.11%,3.21327,-140.0784,-31.30314,250,10.95,10.64,10.05,9.34
10.11665,95.95%,3.213309,-140.0787,-32.55346,260,10.97,10.82,10.01,9.41
10.50576,95.80%,3.213334,-140.0736,-33.8038,270,10.95,10.77,10.07,9.44
10.89487,95.64%,3.213391,-140.0796,-35.05415,280,10.97,10.76,10.02,9.5
11.28398,95.48%,3.213436,-140.0777,-36.30452,290,11.04,10.79,10.02,9.5
11.67309,95.33%,3.213464,-140.0819,-37.55491,300,11,10.78,10.09,9.559999
12.0622,95.17%,3.213528,-140.0777,-38.80531,310,11.09,10.89,10.11,9.559999
12.45131,95.02%,3.213557,-140.0766,-40.05572,320,11.13,10.97,10.14,9.52
12.84042,94.86%,3.21357,-140.083,-41.30615,330,11.18,10.96,10.23,9.41
13.22953,94.71%,3.213649,-140.0819,-42.55659,340,11.2,10.93,10.22,9.389999
13.61863,94.55%,3.213652,-140.0812,-43.80704,350,11.27,10.98,10.23,9.42
14.00774,94.39%,3.213684,-140.0805,-45.05751,360,11.26,11.06,10.21,9.5
14.39685,94.24%,3.213681,-140.0807,-46.30798,370,11.35,11,10.25,9.42
14.78596,94.08%,3.213713,-140.0821,-47.55847,380,11.26,11.06,10.31,9.37
15.17507,93.93%,3.213738,-140.0796,-48.80897,390,11.32,11.04,10.21,9.42
15.56418,93.77%,3.213789,-140.0748,-50.05947,400,11.35,11.04,10.32,9.44
15.95329,93.62%,3.213757,-140.0773,-51.30999,410,11.3,11.1,10.25,9.429999
16.34241,93.46%,3.213789,-140.0816,-52.5605,420,11.32,11.12,10.36,9.429999
16.73152,93.30%,3.213783,-140.0819,-53.81103,430,11.39,11.15,10.39,9.5
17.12063,93.15%,3.213837,-140.0791,-55.06156,440,11.36,11.09,10.36,9.4
17.50974,92.99%,3.213834,-140.0812,-56.31209,450,11.48,11.1,10.33,9.46
17.89885,92.84%,3.213843,-140.0761,-57.56263,460,11.52,11.17,10.43,9.52
18.28796,92.68%,3.213843,-140.0789,-58.81318,470,11.43,11.21,10.44,9.389999
18.67707,92.53%,3.213872,-140.0805,-60.06372,480,11.47,11.26,10.46,9.45
19.06618,92.37%,3.213866,-140.0764,-61.31426,490,11.43,11.3,10.41,9.46
19.45529,92.22%,3.213869,-140.0796,-62.56481,500,11.61,11.34,10.51,9.429999
19.84439,92.06%,3.213866,-140.0816,-63.81536,510,11.51,11.35,10.52,9.45
20.2335,91.90%,3.213881,-140.0784,-65.0659,520,11.56,11.32,10.45,9.53
20.62261,91.75%,3.213869,-140.0803,-66.31644,530,11.6,11.3,10.55,9.46
21.01172,91.59%,3.213866,-140.0791,-67.56699,540,11.59,11.35,10.53,9.4
21.40083,91.44%,3.213862,-140.0761,-68.81753,550,11.64,11.34,10.48,9.469999
21.78993,91.28%,3.213862,-140.0766,-70.06807,560,11.54,11.36,10.53,9.51
22.17904,91.13%,3.213834,-140.0757,-71.31861,570,11.63,11.36,10.58,9.48
22.56815,90.97%,3.213859,-140.0787,-72.56915,580,11.69,11.4,10.59,9.45
22.95726,90.81%,3.213875,-140.078,-73.81969,590,11.65,11.47,10.63,9.52
23.34637,90.66%,3.213827,-140.0798,-75.07022,600,11.76,11.5,10.64,9.49
23.73548,90.50%,3.213824,-140.0782,-76.32074,610,11.8,11.59,10.7,9.36
24.12459,90.35%,3.213805,-140.0833,-77.57126,620,11.85,11.46,10.71,9.42
24.51369,90.19%,3.213777,-140.0791,-78.82178,630,11.8,11.51,10.7,9.46
24.90281,90.04%,3.213786,-140.0789,-80.07229,640,11.8,11.57,10.7,9.48
25.29192,89.88%,3.213751,-140.0784,-81.32279,650,11.84,11.57,10.73,9.45
25.68102,89.72%,3.213706,-140.0768,-82.57328,660,11.89,11.58,10.79,9.52
26.07013,89.57%,3.213694,-140.0782,-83.82376,670,11.82,11.53,10.85,9.5
26.45924,89.41%,3.213678,-140.08,-85.07423,680,11.92,11.65,10.79,9.48
26.84835,89.26%,3.213636,-140.084,-86.32469,690,11.91,11.56,10.74,9.429999
27.23746,89.10%,3.213643,-140.075,-87.57514,700,11.89,11.55,10.86,9.469999
27.62657,88.95%,3.213576,-140.0821,-88.82558,710,11.89,11.66,10.82,9.53
28.01568,88.79%,3.213538,-140.0826,-90.07601,720,11.92,11.61,10.9,9.51
28.40479,88.63%,3.213516,-140.0814,-91.32644,730,11.82,11.59,10.86,9.48
28.7939,88.48%,3.21349,-140.0796,-92.57685,740,11.95,11.69,10.85,9.49
29.18301,88.32%,3.213455,-140.0796,-93.82725,750,12.03,11.72,10.98,9.5
29.57212,88.17%,3.21341,-140.0835,-95.07762,760,11.93,11.77,10.94,9.44
29.96123,88.01%,3.213395,-140.0766,-96.328,770,12,11.77,10.9,9.44
30.35034,87.86%,3.213321,-140.0796,-97.57835,780,11.97,11.7,10.9,9.49
30.73945,87.70%,3.213318,-140.0807,-98.82869,790,12.02,11.65,10.95,9.5
31.12856,87.54%,3.21327,-140.08,-100.079,800,12.02,11.78,10.97,9.469999
31.51767,87.39%,3.213238,-140.0807,-101.3293,810,12.1,11.74,10.96,9.5
31.90678,87.23%,3.2132,-140.0759,-102.5796,820,12.01,11.79,11,9.46
32.29589,87.08%,3.213159,-140.0807,-103.8299,830,12.08,11.83,11.03,9.469999
32.685,86.92%,3.213082,-140.0764,-105.0801,840,12.13,11.81,11.02,9.52
33.0741,86.77%,3.21307,-140.0787,-106.3304,850,12.1,11.82,11.04,9.45
33.46321,86.61%,3.213044,-140.0821,-107.5806,860,12.11,11.78,11.02,9.429999
33.85232,86.45%,3.212945,-140.0768,-108.8308,870,12.04,11.9,11.06,9.469999
34.24143,86.30%,3.212911,-140.075,-110.081,880,12.11,11.8,11.09,9.49
34.63054,86.14%,3.212857,-140.0791,-111.3311,890,12.2,11.86,11.05,9.57
35.01965,85.99%,3.212821,-140.0784,-112.5813,900,12.18,11.87,11.15,9.49
35.40875,85.83%,3.212767,-140.0801,-113.8314,910,12.25,11.86,11.1,9.49
35.79786,85.68%,3.212707,-140.0805,-115.0815,920,12.25,11.9,11.11,9.51
36.18697,85.52%,3.212618,-140.0817,-116.3316,930,12.26,11.88,11.14,9.54
36.57608,85.36%,3.212567,-140.0814,-117.5816,940,12.21,12.06,11.11,9.469999
36.96518,85.21%,3.212528,-140.0835,-118.8316,950,12.23,11.95,11.2,9.46
37.35429,85.05%,3.212462,-140.0796,-120.0816,960,12.26,11.92,11.2,9.48
37.7434,84.90%,3.212395,-140.0809,-121.3316,970,12.23,11.96,11.21,9.53
38.13251,84.74%,3.212341,-140.0823,-122.5816,980,12.25,11.93,11.2,9.49
38.52161,84.59%,3.212264,-140.0816,-123.8315,990,12.27,11.99,11.19,9.5
38.91072,84.43%,3.212204,-140.0782,-125.0814,1000,12.25,12.11,11.2,9.51
39.29983,84.27%,3.212143,-140.0791,-126.3313,1010,12.3,12.06,11.25,9.55
39.68894,84.12%,3.212054,-140.0812,-127.5811,1020,12.29,12.04,11.25,9.42
40.07804,83.96%,3.212003,-140.0764,-128.831,1030,12.33,12.08,11.25,9.5
40.46715,83.81%,3.211914,-140.0777,-130.0808,1040,12.45,12.06,11.25,9.52
40.85626,83.65%,3.21186,-140.0752,-131.3305,1050,12.44,12.1,11.32,9.5
41.24537,83.50%,3.211777,-140.0771,-132.5803,1060,12.3,12.08,11.31,9.599999
41.63447,83.34%,3.211723,-140.0773,-133.83,1070,12.41,12.26,11.42,9.57
42.02358,83.18%,3.211643,-140.0777,-135.0797,1080,12.45,12.14,11.37,9.51
42.41269,83.03%,3.211592,-140.0791,-136.3293,1090,12.38,12.16,11.41,9.51
42.80179,82.87%,3.211478,-140.0805,-137.579,1100,12.41,12.06,11.4,9.59
43.1909,82.72%,3.211433,-140.0798,-138.8286,1110,12.31,12.09,11.37,9.58
