Ah,SOC,V,A,Wh,time
12.75755,95.49%,3.297907,56.01034,42.11054,820
12.91313,95.44%,3.29792,56.00978,42.62363,830
13.06871,95.38%,3.297932,56.01017,43.13673,840
13.22429,95.33%,3.297966,56.00913,43.64983,850
13.37987,95.27%,3.297932,56.01064,44.16292,860
13.53546,95.22%,3.297911,56.011,44.67602,870
13.69104,95.16%,3.297919,56.00888,45.18911,880
13.84662,95.11%,3.29793,56.00889,45.70221,890
14.0022,95.05%,3.2979,56.0103,46.21531,900
14.15778,95.00%,3.29792,56.00901,46.7284,910
14.31337,94.94%,3.297904,56.00897,47.2415,920
14.46895,94.89%,3.297939,56.00901,47.7546,930
14.62453,94.83%,3.297911,56.011,48.26769,940
14.78011,94.78%,3.297894,56.00871,48.78078,950
14.9357,94.72%,3.297907,56.00812,49.29388,960
15.09128,94.67%,3.297858,56.00936,49.80697,970
15.24686,94.61%,3.297888,56.0103,50.32006,980
15.40244,94.56%,3.297884,56.00819,50.83315,990
15.55803,94.50%,3.297862,56.00941,51.34624,1000
15.71361,94.45%,3.297843,56.00843,51.85933,1010
15.86919,94.39%,3.297862,56.0093,52.37242,1020
16.02477,94.34%,3.297871,56.00895,52.88551,1030
16.18035,94.28%,3.297843,56.00995,53.39859,1040
16.33594,94.23%,3.297843,56.00976,53.91167,1050
16.49152,94.17%,3.297835,56.01052,54.42476,1060
16.6471,94.12%,3.29782,56.00953,54.93784,1070
16.80268,94.06%,3.297822,56.00925,55.45092,1080
16.95826,94.01%,3.297792,56.00988,55.964,1090
17.11385,93.95%,3.297786,56.00789,56.47708,1100
17.26943,93.90%,3.297784,56.0117,56.99016,1110
17.42501,93.84%,3.297767,56.01077,57.50323,1120
17.58059,93.79%,3.297784,56.00895,58.01631,1130
17.73617,93.73%,3.297769,56.00905,58.52938,1140
17.89176,93.68%,3.297775,56.01084,59.04246,1150
18.04734,93.62%,3.297769,56.00847,59.55553,1160
18.20292,93.57%,3.297769,56.00788,60.0686,1170
18.3585,93.51%,3.297735,56.00953,60.58167,1180
18.51408,93.46%,3.297727,56.01141,61.09474,1190
18.66966,93.40%,3.297739,56.00907,61.60781,1200
18.82525,93.35%,3.297708,56.0107,62.12087,1210
18.98083,93.29%,3.29771,56.00859,62.63394,1220
19.13641,93.24%,3.297701,56.009,63.147,1230
19.29199,93.19%,3.297708,56.00919,63.66006,1240
19.44757,93.13%,3.29769,56.00989,64.17313,1250
19.60316,93.08%,3.297682,56.00919,64.68619,1260
19.75874,93.02%,3.297657,56.0087,65.19924,1270
19.91432,92.97%,3.297659,56.00982,65.7123,1280
20.0699,92.91%,3.297654,56.00988,66.22536,1290
20.22549,92.86%,3.297629,56.00901,66.73842,1300
20.38107,92.80%,3.29761,56.01123,67.25147,1310
20.53665,92.75%,3.297623,56.00877,67.76453,1320
20.69223,92.69%,3.297618,56.00935,68.27757,1330
20.84781,92.64%,3.297601,56.00994,68.79063,1340
21.0034,92.58%,3.297584,56.00895,69.30367,1350
21.15898,92.53%,3.29757,56.0093,69.81671,1360
21.31456,92.47%,3.297563,56.01129,70.32976,1370
21.47015,92.42%,3.297563,56.0097,70.8428,1380
21.62573,92.36%,3.297527,56.01006,71.35584,1390
21.78131,92.31%,3.297544,56.00925,71.86888,1400
21.93689,92.25%,3.297502,56.01054,72.38192,1410
22.09248,92.20%,3.297499,56.01035,72.89495,1420
22.24806,92.14%,3.297506,56.00917,73.40799,1430
22.40364,92.09%,3.297482,56.01006,73.92102,1440
22.55923,92.03%,3.297482,56.00765,74.43405,1450
22.71481,91.98%,3.29744,56.01052,74.94708,1460
22.87039,91.92%,3.297468,56.00947,75.46011,1470
23.02597,91.87%,3.297427,56.00972,75.97314,1480
23.18156,91.81%,3.297436,56.00977,76.48616,1490
23.33714,91.76%,3.297427,56.01016,76.99918,1500
23.49272,91.70%,3.297402,56.00953,77.51221,1510
23.64831,91.65%,3.297387,56.0093,78.02522,1520
23.80389,91.59%,3.297383,56.00982,78.53824,1530
23.95947,91.54%,3.297366,56.00988,79.05125,1540
24.11506,91.48%,3.297351,56.01001,79.56427,1550
24.27064,91.43%,3.297347,56.00889,80.07728,1560
24.42622,91.37%,3.297328,56.01006,80.59029,1570
24.5818,91.32%,3.297342,56.00929,81.10329,1580
24.73739,91.26%,3.297298,56.00907,81.6163,1590
24.89297,91.21%,3.297325,56.00885,82.1293,1600
25.04855,91.15%,3.297268,56.01088,82.6423,1610
25.20413,91.10%,3.29726,56.00988,83.1553,1620
25.35972,91.04%,3.297236,56.00908,83.6683,1630
25.5153,90.99%,3.297224,56.00989,84.18129,1640
25.67088,90.93%,3.297211,56.00819,84.69428,1650
25.82647,90.88%,3.297202,56.00896,85.20727,1660
25.98205,90.82%,3.297183,56.01146,85.72025,1670
26.13763,90.77%,3.297173,56.00996,86.23324,1680
26.29321,90.71%,3.297181,56.01059,86.74622,1690
26.4488,90.66%,3.297149,56.01022,87.25919,1700
26.60438,90.60%,3.297145,56.00908,87.77217,1710
26.75996,90.55%,3.297124,56.00907,88.28514,1720
26.91554,90.49%,3.29713,56.00726,88.79811,1730
27.07112,90.44%,3.297086,56.00825,89.31108,1740
27.2267,90.38%,3.297079,56.0099,89.82405,1750
27.38228,90.33%,3.297079,56.0093,90.33701,1760
27.53786,90.27%,3.297037,56.01012,90.84998,1770
27.69345,90.22%,3.29702,56.01024,91.36294,1780
27.84903,90.16%,3.297037,56.00668,91.87589,1790
28.00461,90.11%,3.297007,56.00955,92.38884,1800
28.16019,90.05%,3.297003,56.00994,92.90179,1810
28.31577,90.00%,3.296992,56.01036,93.41475,1820
28.47135,89.94%,3.296965,56.00924,93.9277,1830
28.62693,89.89%,3.296931,56.00762,94.44064,1840
28.78251,89.83%,3.296941,56.00872,94.95358,1850
28.9381,89.78%,3.29691,56.00972,95.46651,1860
29.09368,89.72%,3.29688,56.00772,95.97945,1870
29.24926,89.67%,3.296905,56.00888,96.49239,1880
29.40484,89.61%,3.29688,56.00795,97.00532,1890
29.56042,89.56%,3.296861,56.00837,97.51824,1900
29.716,89.50%,3.296859,56.01065,98.03117,1910
29.87158,89.45%,3.296844,56.00895,98.54409,1920
30.02715,89.39%,3.296833,56.00959,99.05701,1930
30.18274,89.34%,3.296806,56.00925,99.56992,1940
30.33831,89.28%,3.296784,56.00703,100.0828,1950
30.49389,89.23%,3.296765,56.01153,100.5957,1960
30.64948,89.17%,3.296767,56.00965,101.1087,1970
30.80506,89.12%,3.296717,56.00889,101.6216,1980
30.96064,89.06%,3.296704,56.00784,102.1345,1990
31.11622,89.01%,3.2967,56.0086,102.6474,2000
31.2718,88.95%,3.296687,56.00883,103.1603,2010
31.42738,88.90%,3.296674,56.00889,103.6732,2020
31.58296,88.84%,3.296632,56.00895,104.1861,2030
31.73854,88.79%,3.296623,56.00889,104.699,2040
31.89412,88.73%,3.296613,56.00774,105.2118,2050
32.0497,88.68%,3.296581,56.01053,105.7247,2060
32.20528,88.62%,3.296576,56.00917,106.2376,2070
32.36086,88.57%,3.296566,56.0079,106.7505,2080
32.51644,88.51%,3.296557,56.00948,107.2634,2090
32.67202,88.46%,3.296502,56.01065,107.7763,2100
32.8276,88.40%,3.296479,56.00825,108.2891,2110
32.98318,88.35%,3.296475,56.00818,108.802,2120
33.13876,88.29%,3.29646,56.0083,109.3149,2130
33.29434,88.24%,3.296432,56.00813,109.8277,2140
33.44992,88.18%,3.296432,56.00901,110.3406,2150
33.60551,88.13%,3.296411,56.00866,110.8535,2160
33.76109,88.07%,3.296402,56.0089,111.3663,2170
33.91667,88.02%,3.296396,56.00864,111.8792,2180
34.07225,87.96%,3.29635,56.0089,112.392,2190
34.22783,87.91%,3.296328,56.00888,112.9049,2200
34.38341,87.85%,3.296339,56.01011,113.4177,2210
34.53899,87.80%,3.296313,56.0103,113.9306,2220
34.69457,87.74%,3.296286,56.00981,114.4434,2230
34.85015,87.69%,3.296288,56.00848,114.9562,2240
35.00573,87.63%,3.29625,56.00854,115.4691,2250
35.16131,87.58%,3.296243,56.00797,115.9819,2260
35.31689,87.52%,3.296216,56.00872,116.4947,2270
35.47247,87.47%,3.296191,56.00732,117.0076,2280
35.62806,87.41%,3.296207,56.00925,117.5204,2290
35.78363,87.36%,3.296178,56.00855,118.0332,2300
35.93922,87.30%,3.296148,56.00838,118.546,2310
36.0948,87.25%,3.296144,56.00954,119.0588,2320
36.25038,87.19%,3.296123,56.00896,119.5716,2330
36.40596,87.14%,3.296091,56.01041,120.0845,2340
36.56154,87.08%,3.296059,56.00929,120.5973,2350
36.71712,87.03%,3.29605,56.00842,121.1101,2360
36.8727,86.97%,3.296012,56.00959,121.6229,2370
37.02829,86.92%,3.296,56.00877,122.1357,2380
37.18387,86.86%,3.295966,56.01024,122.6485,2390
37.33945,86.81%,3.295963,56.00948,123.1613,2400
37.49503,86.75%,3.295959,56.01059,123.674,2410
37.65061,86.70%,3.295923,56.01,124.1868,2420
37.80619,86.64%,3.295908,56.00826,124.6996,2430
37.96178,86.59%,3.295887,56.00926,125.2124,2440
38.11736,86.53%,3.295876,56.00973,125.7252,2450
38.27294,86.48%,3.295838,56.01064,126.2379,2460
38.42852,86.42%,3.295823,56.00966,126.7507,2470
38.5841,86.37%,3.29576,56.01025,127.2635,2480
38.73969,86.32%,3.295774,56.01048,127.7763,2490
38.89527,86.26%,3.295724,56.01013,128.289,2500
39.05085,86.21%,3.295747,56.00977,128.8018,2510
39.20643,86.15%,3.295702,56.00808,129.3145,2520
39.36201,86.10%,3.295705,56.00713,129.8273,2530
39.51759,86.04%,3.295679,56.00906,130.34,2540
39.67317,85.99%,3.295658,56.00894,130.8528,2550
39.82875,85.93%,3.295624,56.01053,131.3655,2560
39.98433,85.88%,3.295594,56.0101,131.8782,2570
40.13992,85.82%,3.295588,56.00914,132.391,2580
40.29549,85.77%,3.295573,56.00977,132.9037,2590
40.45108,85.71%,3.295552,56.00889,133.4164,2600
40.60666,85.66%,3.295537,56.00871,133.9291,2610
40.76224,85.60%,3.295509,56.01141,134.4419,2620
40.91782,85.55%,3.295497,56.00819,134.9546,2630
41.0734,85.49%,3.295473,56.00854,135.4673,2640
41.22898,85.44%,3.295435,56.00941,135.98,2650
41.38456,85.38%,3.295418,56.00877,136.4927,2660
41.54015,85.33%,3.295408,56.00948,137.0054,2670
41.69573,85.27%,3.295363,56.00984,137.5181,2680
41.85131,85.22%,3.295342,56.01099,138.0308,2690
42.00689,85.16%,3.295327,56.00848,138.5435,2700
42.16247,85.11%,3.295297,56.01036,139.0562,2710
42.31805,85.05%,3.295293,56.00941,139.5689,2720
42.47363,85.00%,3.295265,56.00779,140.0816,2730
42.62921,84.94%,3.295253,56.00907,140.5942,2740
42.78479,84.89%,3.295223,56.00981,141.1069,2750
42.94038,84.83%,3.295208,56.00842,141.6196,2760
43.09595,84.78%,3.295153,56.00917,142.1322,2770
43.25154,84.72%,3.295157,56.00807,142.6449,2780
43.40712,84.67%,3.295119,56.00969,143.1576,2790
43.5627,84.61%,3.295102,56.01006,143.6702,2800
43.71828,84.56%,3.295064,56.00896,144.1829,2810
43.87386,84.50%,3.295058,56.00904,144.6955,2820
44.02944,84.45%,3.295021,56.00893,145.2082,2830
44.18502,84.39%,3.295002,56.00842,145.7208,2840
44.34061,84.34%,3.294971,56.01017,146.2335,2850
44.49619,84.28%,3.294958,56.00989,146.7461,2860
44.65177,84.23%,3.294932,56.00786,147.2587,2870
44.80735,84.17%,3.294917,56.00925,147.7713,2880
44.96293,84.12%,3.294896,56.00859,148.284,2890
45.11851,84.06%,3.294864,56.00869,148.7966,2900
45.27409,84.01%,3.29483,56.00947,149.3092,2910
45.42968,83.95%,3.294805,56.00976,149.8218,2920
45.58525,83.90%,3.294809,56.00925,150.3344,2930
45.74084,83.84%,3.294758,56.01077,150.847,2940
45.89642,83.79%,3.294746,56.00901,151.3596,2950
46.052,83.73%,3.294714,56.00976,151.8722,2960
46.20758,83.68%,3.294703,56.00854,152.3848,2970
46.36316,83.62%,3.294644,56.00994,152.8974,2980
46.51875,83.57%,3.294621,56.0118,153.41,2990
46.67433,83.51%,3.294616,56.01,153.9226,3000
46.82991,83.46%,3.294563,56.00989,154.4352,3010
46.98549,83.40%,3.294533,56.01024,154.9478,3020
47.14108,83.35%,3.294527,56.01049,155.4603,3030
47.29666,83.29%,3.294504,56.0089,155.9729,3040
47.45224,83.24%,3.294472,56.00965,156.4855,3050
47.60782,83.18%,3.294461,56.00935,156.998,3060
47.7634,83.13%,3.29444,56.0096,157.5106,3070
47.91898,83.07%,3.294415,56.01087,158.0231,3080
48.07457,83.02%,3.294374,56.00884,158.5357,3090
48.23015,82.96%,3.294381,56.00864,159.0482,3100
48.38573,82.91%,3.29433,56.00961,159.5607,3110
48.54131,82.85%,3.294307,56.00977,160.0733,3120
48.69689,82.80%,3.294268,56.01002,160.5858,3130
48.85247,82.74%,3.294224,56.00871,161.0983,3140
49.00806,82.69%,3.294198,56.00937,161.6109,3150
49.16364,82.63%,3.29419,56.01117,162.1234,3160
49.31922,82.58%,3.294147,56.01047,162.6359,3170
49.4748,82.52%,3.294103,56.01023,163.1484,3180
49.63038,82.47%,3.294081,56.00895,163.6609,3190
49.78596,82.41%,3.294037,56.00925,164.1734,3200
49.94155,82.36%,3.294033,56.0108,164.6859,3210
50.09713,82.30%,3.294018,56.00892,165.1984,3220
50.25271,82.25%,3.293999,56.01088,165.7109,3230
50.40829,82.19%,3.293933,56.01083,166.2234,3240
50.56388,82.14%,3.293912,56.00935,166.7359,3250
50.71946,82.08%,3.293874,56.00995,167.2483,3260
50.87504,82.03%,3.293874,56.00983,167.7608,3270
51.03062,81.97%,3.293825,56.00801,168.2733,3280
51.18621,81.92%,3.293799,56.00977,168.7857,3290
51.34179,81.86%,3.29377,56.01075,169.2982,3300
51.49738,81.81%,3.293761,56.00977,169.8106,3310
51.65296,81.75%,3.293706,56.00978,170.3231,3320
51.80854,81.70%,3.293676,56.01083,170.8355,3330
51.96412,81.64%,3.293664,56.00912,171.3479,3340
52.1197,81.59%,3.293628,56.00836,171.8604,3350
52.27528,81.53%,3.293604,56.00959,172.3728,3360
52.43086,81.48%,3.293587,56.0086,172.8852,3370
52.58644,81.42%,3.293534,56.01047,173.3976,3380
52.74203,81.37%,3.293513,56.01036,173.9101,3390
52.89761,81.31%,3.293509,56.00766,174.4225,3400
53.05319,81.26%,3.293458,56.00877,174.9349,3410
53.20877,81.20%,3.293458,56.00866,175.4473,3420
53.36435,81.15%,3.293405,56.00902,175.9597,3430
53.51994,81.09%,3.293369,56.00989,176.4721,3440
53.67551,81.04%,3.293343,56.01024,176.9844,3450
53.8311,80.98%,3.293333,56.00849,177.4968,3460
53.98668,80.93%,3.29328,56.00941,178.0092,3470
54.14226,80.87%,3.293258,56.01029,178.5216,3480
54.29784,80.82%,3.293214,56.00773,179.0339,3490
54.45342,80.76%,3.293184,56.00807,179.5463,3500
54.609,80.71%,3.293169,56.00913,180.0587,3510
54.76459,80.65%,3.293112,56.0097,180.571,3520
54.92017,80.60%,3.293093,56.01078,181.0834,3530
55.07575,80.54%,3.293044,56.01077,181.5957,3540
55.23133,80.49%,3.293038,56.00848,182.108,3550
55.38691,80.43%,3.293004,56.01005,182.6204,3560
55.54249,80.38%,3.292961,56.00923,183.1327,3570
55.69807,80.32%,3.292949,56.00867,183.645,3580
55.85366,80.27%,3.292881,56.01135,184.1573,3590
56.00924,80.21%,3.292866,56.00994,184.6696,3600
56.16482,80.16%,3.292842,56.0106,185.182,3610
56.3204,80.10%,3.2928,56.01024,185.6943,3620
56.47599,80.05%,3.292753,56.00855,186.2066,3630
56.63157,79.99%,3.292713,56.00943,186.7188,3640
56.78715,79.94%,3.292673,56.00966,187.2311,3650
56.94273,79.88%,3.292639,56.01141,187.7434,3660
57.09832,79.83%,3.292611,56.01031,188.2557,3670
57.2539,79.77%,3.292588,56.00925,188.768,3680
57.40948,79.72%,3.29255,56.00912,189.2802,3690
57.56506,79.66%,3.292501,56.00889,189.7925,3700
57.72065,79.61%,3.292497,56.00882,190.3047,3710
57.87623,79.55%,3.292465,56.00943,190.817,3720
58.03181,79.50%,3.292412,56.00989,191.3292,3730
58.18739,79.45%,3.292408,56.009,191.8415,3740
58.34298,79.39%,3.292361,56.00972,192.3537,3750
58.49856,79.34%,3.292342,56.01042,192.866,3760
58.65414,79.28%,3.292289,56.00977,193.3782,3770
58.80972,79.23%,3.292246,56.00984,193.8904,3780
58.96531,79.17%,3.292221,56.01117,194.4026,3790
59.12089,79.12%,3.292176,56.00943,194.9148,3800
59.27647,79.06%,3.292132,56.01072,195.427,3810
59.43205,79.01%,3.292106,56.01029,195.9392,3820
59.58764,78.95%,3.292074,56.00919,196.4514,3830
59.74322,78.90%,3.292051,56.01035,196.9636,3840
59.8988,78.84%,3.291987,56.0093,197.4758,3850
60.05438,78.79%,3.291973,56.01047,197.9879,3860
60.20996,78.73%,3.291939,56.00995,198.5001,3870
60.36555,78.68%,3.291903,56.00971,199.0123,3880
60.52113,78.62%,3.291873,56.00872,199.5244,3890
60.67671,78.57%,3.291803,56.00766,200.0366,3900
60.83229,78.51%,3.291807,56.00908,200.5488,3910
60.98788,78.46%,3.291741,56.00949,201.0609,3920
61.14346,78.40%,3.291727,56.00896,201.573,3930
61.29904,78.35%,3.291697,56.00842,202.0851,3940
61.45462,78.29%,3.291663,56.00837,202.5973,3950
61.6102,78.24%,3.291601,56.00831,203.1094,3960
61.76579,78.18%,3.291565,56.00983,203.6215,3970
61.92137,78.13%,3.291517,56.00961,204.1336,3980
62.07695,78.07%,3.291497,56.00843,204.6457,3990
62.23253,78.02%,3.291451,56.00842,205.1578,4000
62.38811,77.96%,3.291415,56.01023,205.6699,4010
62.54369,77.91%,3.29137,56.01072,206.182,4020
62.69928,77.85%,3.291345,56.00953,206.694,4030
62.85486,77.80%,3.291262,56.01035,207.2061,4040
63.01044,77.74%,3.29126,56.00901,207.7182,4050
63.16602,77.69%,3.291215,56.01046,208.2302,4060
63.32161,77.63%,3.291156,56.00843,208.7423,4070
63.47718,77.58%,3.291141,56.00941,209.2543,4080
63.63277,77.52%,3.291082,56.00901,209.7664,4090
63.78835,77.47%,3.291058,56.00842,210.2784,4100
63.94393,77.41%,3.291024,56.00982,210.7904,4110
64.09951,77.36%,3.29098,56.00737,211.3024,4120
64.25509,77.30%,3.290925,56.00742,211.8144,4130
64.41068,77.25%,3.290893,56.00989,212.3264,4140
64.56625,77.19%,3.290842,56.01011,212.8384,4150
64.72183,77.14%,3.290785,56.01076,213.3504,4160
64.87742,77.08%,3.290753,56.0096,213.8624,4170
65.033,77.03%,3.2907,56.01072,214.3744,4180
65.18858,76.97%,3.290668,56.00948,214.8864,4190
65.34416,76.92%,3.290642,56.00913,215.3983,4200
65.49974,76.86%,3.290592,56.01006,215.9103,4210
65.65532,76.81%,3.290541,56.00901,216.4222,4220
65.81091,76.75%,3.290515,56.00796,216.9342,4230
65.96648,76.70%,3.290439,56.00946,217.4461,4240
66.12206,76.64%,3.290392,56.00959,217.958,4250
66.27765,76.59%,3.290333,56.00942,218.47,4260
66.43323,76.53%,3.290305,56.01048,218.9819,4270
66.58881,76.48%,3.290252,56.00913,219.4938,4280
66.74439,76.42%,3.290207,56.00995,220.0057,4290
66.89997,76.37%,3.29015,56.01047,220.5176,4300
67.05555,76.31%,3.290114,56.00977,221.0294,4310
67.21114,76.26%,3.290067,56.00802,221.5413,4320
67.36671,76.20%,3.290035,56.00878,222.0532,4330
67.52229,76.15%,3.289998,56.00947,222.565,4340
67.67787,76.09%,3.289953,56.00695,223.0769,4350
67.83346,76.04%,3.28991,56.00777,223.5887,4360
67.98904,75.98%,3.289845,56.00924,224.1006,4370
68.14462,75.93%,3.289809,56.00807,224.6124,4380
68.30019,75.87%,3.289756,56.00883,225.1242,4390
68.45577,75.82%,3.28969,56.00959,225.6361,4400
68.61136,75.76%,3.289624,56.00912,226.1479,4410
68.76694,75.71%,3.289605,56.00925,226.6597,4420
68.92252,75.65%,3.289554,56.01006,227.1715,4430
69.07809,75.60%,3.289482,56.00742,227.6832,4440
69.23367,75.54%,3.289429,56.00777,228.195,4450
69.38926,75.49%,3.289395,56.0083,228.7068,4460
69.54484,75.43%,3.289338,56.00668,229.2185,4470
69.70042,75.38%,3.289291,56.00977,229.7303,4480
69.856,75.32%,3.289204,56.01013,230.242,4490
70.01157,75.27%,3.289179,56.00819,230.7538,4500
70.16716,75.21%,3.289134,56.00935,231.2655,4510
70.32274,75.16%,3.289056,56.00848,231.7772,4520
70.47832,75.10%,3.289,56.00965,232.2889,4530
70.6339,75.05%,3.288964,56.01011,232.8006,4540
70.78948,74.99%,3.288909,56.00935,233.3123,4550
70.94506,74.94%,3.288847,56.00965,233.824,4560
71.10064,74.88%,3.288771,56.00966,234.3357,4570
71.25623,74.83%,3.288697,56.01078,234.8474,4580
71.4118,74.77%,3.288656,56.00814,235.359,4590
71.56738,74.72%,3.288606,56.00774,235.8707,4600
71.72297,74.66%,3.288578,56.00825,236.3823,4610
71.87855,74.61%,3.288489,56.00879,236.8939,4620
72.03413,74.55%,3.288434,56.00936,237.4055,4630
72.18971,74.50%,3.288351,56.00914,237.9172,4640
72.34529,74.44%,3.288315,56.01029,238.4288,4650
72.50087,74.39%,3.288241,56.00961,238.9404,4660
72.65646,74.33%,3.288186,56.01001,239.452,4670
72.81203,74.28%,3.28815,56.0083,239.9635,4680
72.96761,74.22%,3.288082,56.00767,240.4751,4690
73.1232,74.17%,3.288029,56.00797,240.9866,4700
73.27878,74.11%,3.287973,56.00772,241.4982,4710
73.43436,74.06%,3.287891,56.00936,242.0097,4720
73.58994,74.00%,3.287844,56.00879,242.5213,4730
73.74552,73.95%,3.287774,56.00942,243.0328,4740
73.9011,73.89%,3.287704,56.00889,243.5443,4750
74.05668,73.84%,3.287627,56.0083,244.0558,4760
74.21227,73.78%,3.287575,56.00972,244.5673,4770
74.36784,73.73%,3.287517,56.01024,245.0788,4780
74.52342,73.67%,3.287466,56.00896,245.5902,4790
74.67901,73.62%,3.287418,56.00923,246.1017,4800
74.83459,73.56%,3.287314,56.0107,246.6132,4810
74.99017,73.51%,3.287263,56.00986,247.1246,4820
75.14575,73.45%,3.287201,56.00843,247.636,4830
75.30133,73.40%,3.287127,56.00988,248.1474,4840
75.45692,73.34%,3.287057,56.00913,248.6589,4850
75.6125,73.29%,3.287017,56.0097,249.1703,4860
75.76807,73.23%,3.28694,56.00894,249.6817,4870
75.92366,73.18%,3.28684,56.00976,250.193,4880
76.07924,73.12%,3.286794,56.01024,250.7044,4890
76.23482,73.07%,3.286698,56.00855,251.2158,4900
76.3904,73.01%,3.286631,56.00965,251.7271,4910
76.54598,72.96%,3.286558,56.01002,252.2384,4920
76.70157,72.90%,3.286484,56.00954,252.7498,4930
76.85715,72.85%,3.286414,56.00831,253.2611,4940
77.01273,72.79%,3.286344,56.00935,253.7724,4950
77.16831,72.74%,3.286289,56.00901,254.2837,4960
77.32389,72.69%,3.286202,56.00867,254.7949,4970
77.47947,72.63%,3.286147,56.00954,255.3062,4980
77.63506,72.58%,3.286036,56.00906,255.8175,4990
77.79063,72.52%,3.285964,56.00954,256.3287,5000
77.94622,72.47%,3.285909,56.00936,256.8399,5010
78.1018,72.41%,3.285818,56.00842,257.3512,5020
78.25739,72.36%,3.285722,56.00995,257.8624,5030
