Ah,SOC,V,A,Wh,time
69.25381,75.13%,3.206304,280.1244,222.6723,890
70.03194,74.85%,3.206066,280.1276,225.1671,900
70.81007,74.57%,3.205812,280.1263,227.6618,910
71.5882,74.29%,3.20554,280.1312,230.1562,920
72.36633,74.01%,3.2053,280.1341,232.6505,930
73.14447,73.73%,3.20508,280.1216,235.1445,940
73.9226,73.45%,3.204835,280.1287,237.6384,950
74.70074,73.17%,3.204568,280.1223,240.1321,960
75.47887,72.89%,3.204314,280.1302,242.6255,970
76.257,72.61%,3.204066,280.1295,245.1188,980
77.03513,72.33%,3.203821,280.1263,247.6119,990
77.81326,72.05%,3.20358,280.1317,250.1048,1000
78.59138,71.77%,3.203336,280.1273,252.5975,1010
79.36951,71.49%,3.203071,280.1307,255.09,1020
80.14764,71.21%,3.20281,280.1328,257.5823,1030
80.92577,70.93%,3.20258,280.1207,260.0744,1040
81.7039,70.65%,3.20232,280.1245,262.5663,1050
82.48203,70.37%,3.202059,280.1315,265.0581,1060
83.26016,70.09%,3.201813,280.1256,267.5496,1070
84.0383,69.81%,3.201586,280.1261,270.0409,1080
84.81643,69.54%,3.201308,280.1279,272.5321,1090
85.59455,69.26%,3.201085,280.1316,275.023,1100
86.37269,68.98%,3.200811,280.1322,277.5138,1110
87.15082,68.70%,3.200561,280.1286,280.0043,1120
87.92895,68.42%,3.200306,280.1256,282.4947,1130
88.70708,68.14%,3.200067,280.13,284.9848,1140
89.48521,67.86%,3.199805,280.1279,287.4748,1150
90.26334,67.58%,3.199534,280.121,289.9646,1160
91.04147,67.30%,3.199263,280.1324,292.4541,1170
91.8196,67.02%,3.199055,280.1253,294.9435,1180
92.59772,66.74%,3.198785,280.1256,297.4326,1190
93.37585,66.46%,3.198531,280.1254,299.9216,1200
94.15398,66.18%,3.198274,280.1281,302.4104,1210
94.93211,65.90%,3.198024,280.131,304.899,1220
95.71024,65.62%,3.19776,280.1368,307.3873,1230
96.48837,65.34%,3.19754,280.123,309.8755,1240
97.2665,65.06%,3.197279,280.1216,312.3635,1250
98.04463,64.78%,3.197009,280.1345,314.8513,1260
98.82276,64.50%,3.196764,280.1333,317.3389,1270
99.6009,64.23%,3.196498,280.123,319.8263,1280
100.379,63.95%,3.196263,280.1286,322.3135,1290
101.1572,63.67%,3.195985,280.1228,324.8005,1300
101.9353,63.39%,3.195739,280.128,327.2873,1310
102.7134,63.11%,3.195497,280.1286,329.7739,1320
103.4916,62.83%,3.195232,280.1193,332.2603,1330
104.2697,62.55%,3.194975,280.1273,334.7465,1340
105.0478,62.27%,3.194712,280.1322,337.2325,1350
105.826,61.99%,3.194438,280.1273,339.7184,1360
106.6041,61.71%,3.194175,280.1303,342.2039,1370
107.3822,61.43%,3.193938,280.1246,344.6893,1380
108.1604,61.15%,3.193672,280.1231,347.1745,1390
108.9385,60.87%,3.193413,280.1286,349.6595,1400
109.7166,60.59%,3.193138,280.1302,352.1443,1410
110.4948,60.31%,3.192892,280.135,354.6289,1420
111.2729,60.03%,3.192618,280.1378,357.1133,1430
112.051,59.75%,3.192353,280.1271,359.5975,1440
112.8292,59.47%,3.192109,280.1328,362.0815,1450
113.6073,59.19%,3.191844,280.1303,364.5653,1460
114.3854,58.91%,3.191561,280.1326,367.0489,1470
115.1636,58.64%,3.191315,280.1295,369.5322,1480
115.9417,58.36%,3.191035,280.1362,372.0154,1490
116.7198,58.08%,3.190789,280.126,374.4983,1500
117.4979,57.80%,3.190524,280.1242,376.981,1510
118.2761,57.52%,3.190221,280.1333,379.4636,1520
119.0542,57.24%,3.189953,280.1263,381.9459,1530
119.8323,56.96%,3.189703,280.1415,384.428,1540
120.6105,56.68%,3.189431,280.1241,386.9099,1550
121.3886,56.40%,3.189139,280.1246,389.3916,1560
122.1667,56.12%,3.188863,280.122,391.873,1570
122.9448,55.84%,3.188587,280.1358,394.3543,1580
123.723,55.56%,3.188322,280.118,396.8353,1590
124.5011,55.28%,3.188036,280.1162,399.3161,1600
125.2792,55.00%,3.187741,280.1262,401.7967,1610
126.0574,54.72%,3.187446,280.1263,404.277,1620
126.8355,54.44%,3.187172,280.1252,406.7572,1630
127.6136,54.16%,3.186867,280.124,409.2371,1640
128.3918,53.88%,3.186606,280.1289,411.7168,1650
129.1699,53.60%,3.186305,280.1258,414.1963,1660
129.948,53.32%,3.18601,280.1272,416.6755,1670
130.7262,53.05%,3.185732,280.1261,419.1546,1680
131.5043,52.77%,3.185413,280.1242,421.6334,1690
132.2824,52.49%,3.185148,280.1304,424.1119,1700
133.0605,52.21%,3.184836,280.1169,426.5903,1710
133.8387,51.93%,3.184537,280.1249,429.0684,1720
134.6168,51.65%,3.184257,280.1209,431.5463,1730
135.3949,51.37%,3.183933,280.1275,434.0239,1740
136.1731,51.09%,3.183638,280.127,436.5013,1750
136.9512,50.81%,3.183322,280.1249,438.9785,1760
137.7293,50.53%,3.183014,280.1275,441.4554,1770
138.5075,50.25%,3.182728,280.1162,443.9321,1780
139.2856,49.97%,3.18241,280.1312,446.4085,1790
140.0637,49.69%,3.182085,280.1193,448.8847,1800
140.8418,49.41%,3.181784,280.1288,451.3607,1810
141.62,49.13%,3.181438,280.1225,453.8363,1820
142.3981,48.85%,3.181115,280.1368,456.3118,1830
143.1762,48.57%,3.180791,280.1219,458.787,1840
143.9544,48.29%,3.180462,280.1349,461.2619,1850
144.7325,48.01%,3.180135,280.1352,463.7366,1860
145.5106,47.74%,3.179783,280.1296,466.2111,1870
146.2888,47.46%,3.179486,280.1253,468.6852,1880
147.0669,47.18%,3.179142,280.1158,471.1591,1890
147.845,46.90%,3.178795,280.113,473.6328,1900
148.6232,46.62%,3.178462,280.1263,476.1062,1910
149.4013,46.34%,3.17812,280.1146,478.5793,1920
150.1794,46.06%,3.17778,280.1351,481.0522,1930
150.9576,45.78%,3.177433,280.1247,483.5248,1940
151.7357,45.50%,3.177083,280.1256,485.9971,1950
152.5138,45.22%,3.176722,280.1384,488.4691,1960
153.2919,44.94%,3.176363,280.1281,490.9409,1970
154.0701,44.66%,3.175992,280.1168,493.4124,1980
154.8482,44.38%,3.175644,280.1146,495.8836,1990
155.6263,44.10%,3.175281,280.1284,498.3546,2000
156.4045,43.82%,3.174925,280.1289,500.8252,2010
157.1826,43.54%,3.174562,280.1219,503.2956,2020
157.9607,43.26%,3.174174,280.1204,505.7656,2030
158.7388,42.98%,3.173799,280.1287,508.2354,2040
159.517,42.70%,3.173414,280.1248,510.7049,2050
160.2951,42.42%,3.17302,280.1258,513.1741,2060
161.0732,42.15%,3.172657,280.1186,515.6429,2070
161.8514,41.87%,3.172246,280.1319,518.1115,2080
162.6295,41.59%,3.171885,280.1273,520.5798,2090
163.4076,41.31%,3.171465,280.1275,523.0477,2100
164.1858,41.03%,3.17106,280.1221,525.5154,2110
164.9639,40.75%,3.170648,280.1323,527.9827,2120
165.742,40.47%,3.170234,280.1254,530.4498,2130
166.5202,40.19%,3.169827,280.1273,532.9164,2140
167.2983,39.91%,3.169435,280.1259,535.3828,2150
168.0764,39.63%,3.169013,280.1214,537.8489,2160
168.8545,39.35%,3.168563,280.1266,540.3146,2170
169.6327,39.07%,3.168158,280.1235,542.78,2180
170.4108,38.79%,3.167742,280.1232,545.2451,2190
171.1889,38.51%,3.167307,280.1207,547.7098,2200
171.9671,38.23%,3.16687,280.1286,550.1742,2210
172.7452,37.95%,3.166418,280.133,552.6383,2220
173.5233,37.67%,3.165966,280.1305,555.102,2230
174.3015,37.39%,3.16551,280.1264,557.5654,2240
175.0796,37.11%,3.165056,280.1229,560.0283,2250
175.8577,36.83%,3.164613,280.1303,562.491,2260
176.6358,36.56%,3.164129,280.1288,564.9533,2270
177.414,36.28%,3.163666,280.1274,567.4152,2280
178.1921,36.00%,3.163199,280.1259,569.8768,2290
178.9702,35.72%,3.162729,280.1252,572.338,2300
179.7484,35.44%,3.162251,280.1251,574.7988,2310
180.5265,35.16%,3.161766,280.1291,577.2592,2320
181.3046,34.88%,3.161261,280.1334,579.7193,2330
182.0827,34.60%,3.160783,280.1214,582.179,2340
182.8609,34.32%,3.160283,280.1297,584.6383,2350
183.639,34.04%,3.159771,280.1349,587.0973,2360
184.4171,33.76%,3.159279,280.1198,589.5558,2370
185.1953,33.48%,3.158761,280.1253,592.0139,2380
185.9734,33.20%,3.158252,280.1275,594.4717,2390
186.7515,32.92%,3.157718,280.1184,596.929,2400
187.5297,32.64%,3.157202,280.1228,599.3859,2410
188.3078,32.36%,3.156666,280.1221,601.8424,2420
189.0859,32.08%,3.156118,280.12,604.2985,2430
189.864,31.80%,3.155569,280.1195,606.7542,2440
190.6422,31.52%,3.155009,280.1237,609.2094,2450
191.4203,31.25%,3.154461,280.1256,611.6641,2460
192.1984,30.97%,3.153897,280.1347,614.1185,2470
192.9766,30.69%,3.153316,280.1333,616.5724,2480
193.7547,30.41%,3.152745,280.1331,619.0259,2490
194.5328,30.13%,3.152166,280.1294,621.4789,2500
195.311,29.85%,3.151589,280.1212,623.9315,2510
196.0891,29.57%,3.150982,280.1174,626.3836,2520
196.8672,29.29%,3.150369,280.1286,628.8352,2530
197.6453,29.01%,3.149756,280.1238,631.2864,2540
198.4235,28.73%,3.149141,280.1339,633.7371,2550
199.2016,28.45%,3.1485,280.1303,636.1873,2560
199.9797,28.17%,3.147853,280.1219,638.637,2570
200.7579,27.89%,3.147206,280.1259,641.0861,2580
201.536,27.61%,3.14658,280.1193,643.5349,2590
202.3141,27.33%,3.145899,280.1221,645.983,2600
203.0923,27.05%,3.145231,280.128,648.4307,2610
203.8704,26.77%,3.144558,280.1288,650.8778,2620
204.6485,26.49%,3.143858,280.1237,653.3244,2630
205.4266,26.21%,3.143181,280.1228,655.7704,2640
206.2048,25.93%,3.142439,280.127,658.216,2650
206.9829,25.66%,3.141741,280.1314,660.6609,2660
207.761,25.38%,3.140988,280.1185,663.1053,2670
208.5392,25.10%,3.140273,280.1222,665.5491,2680
209.3173,24.82%,3.139528,280.1355,667.9924,2690
210.0954,24.54%,3.138754,280.1287,670.4351,2700
210.8736,24.26%,3.138003,280.1296,672.8771,2710
211.6517,23.98%,3.137228,280.1247,675.3186,2720
212.4298,23.70%,3.136431,280.1251,677.7595,2730
213.2079,23.42%,3.135642,280.1305,680.1997,2740
213.9861,23.14%,3.134814,280.1322,682.6393,2750
214.7642,22.86%,3.133997,280.131,685.0783,2760
215.5423,22.58%,3.133174,280.1254,687.5166,2770
216.3204,22.30%,3.132313,280.1303,689.9543,2780
217.0986,22.02%,3.131448,280.1301,692.3913,2790
217.8767,21.74%,3.130574,280.126,694.8276,2800
218.6548,21.46%,3.129685,280.126,697.2633,2810
219.433,21.18%,3.128777,280.1198,699.6982,2820
220.2111,20.90%,3.127875,280.1284,702.1325,2830
220.9892,20.62%,3.126933,280.1326,704.566,2840
221.7673,20.35%,3.126,280.1311,706.9988,2850
222.5455,20.07%,3.124998,280.1342,709.4308,2860
223.3236,19.79%,3.124016,280.13,711.8621,2870
224.1017,19.51%,3.122989,280.1268,714.2926,2880
224.8799,19.23%,3.121954,280.1228,716.7224,2890
225.658,18.95%,3.120908,280.123,719.1512,2900
226.4361,18.67%,3.11983,280.1354,721.5792,2910
227.2143,18.39%,3.118746,280.1297,724.0065,2920
227.9924,18.11%,3.117601,280.1279,726.4328,2930
228.7705,17.83%,3.116462,280.1246,728.8583,2940
229.5486,17.55%,3.115276,280.1273,731.2828,2950
230.3268,17.27%,3.114054,280.118,733.7064,2960
231.1049,16.99%,3.112804,280.13,736.129,2970
231.883,16.71%,3.111576,280.1299,738.5507,2980
232.6612,16.43%,3.110328,280.1197,740.9715,2990
233.4393,16.15%,3.109039,280.1235,743.3912,3000
234.2174,15.87%,3.107702,280.128,745.8099,3010
234.9955,15.59%,3.106361,280.1226,748.2275,3020
235.7737,15.31%,3.105021,280.135,750.6442,3030
236.5518,15.03%,3.103652,280.1309,753.0598,3040
237.3299,14.76%,3.102275,280.1301,755.4743,3050
238.108,14.48%,3.100894,280.1293,757.8877,3060
238.8862,14.20%,3.099505,280.1287,760.3,3070
239.6643,13.92%,3.098102,280.1221,762.7113,3080
240.4424,13.64%,3.096687,280.123,765.1215,3090
241.2206,13.36%,3.095285,280.1296,767.5306,3100
241.9987,13.08%,3.09384,280.1219,769.9385,3110
242.7768,12.80%,3.092381,280.1217,772.3454,3120
243.5549,12.52%,3.090932,280.1253,774.7511,3130
244.3331,12.24%,3.089466,280.1233,777.1556,3140
245.1112,11.96%,3.087913,280.1272,779.5591,3150
245.8893,11.68%,3.086349,280.1284,781.9612,3160
246.6675,11.40%,3.084765,280.1198,784.3622,3170
247.4456,11.12%,3.083095,280.1245,786.7619,3180
248.2237,10.84%,3.081356,280.1241,789.1603,3190
249.0018,10.56%,3.079559,280.128,791.5573,3200
249.78,10.28%,3.077677,280.1201,793.9528,3210
250.5581,10.00%,3.075696,280.1218,796.3469,3220
251.3362,9.72%,3.073583,280.1353,798.7393,3230
252.1143,9.44%,3.071342,280.1331,801.1301,3240
252.8925,9.17%,3.069006,280.1289,803.5191,3250
253.6706,8.89%,3.066507,280.1191,805.9062,3260
254.4487,8.61%,3.063798,280.1245,808.2913,3270
255.2269,8.33%,3.060934,280.1226,810.6742,3280
256.005,8.05%,3.057813,280.1161,813.0548,3290
256.7831,7.77%,3.054436,280.1179,815.4329,3300
257.5612,7.49%,3.050747,280.1192,817.8082,3310
258.3394,7.21%,3.046716,280.124,820.1805,3320
259.1175,6.93%,3.042286,280.1284,822.5496,3330
259.8956,6.65%,3.037375,280.123,824.915,3340
260.6737,6.37%,3.031913,280.0971,827.2762,3350
261.4518,6.09%,3.025883,280.0934,829.6329,3360
262.2298,5.81%,3.01912,280.0889,831.9846,3370
263.0078,5.53%,3.01158,280.0875,834.3307,3380
263.7859,5.25%,3.003116,280.0885,836.6705,3390
264.5639,4.97%,2.993588,280.095,839.0034,3400
265.3419,4.69%,2.982949,280.0903,841.3284,3410
266.12,4.41%,2.971045,280.0918,843.6448,3420
266.898,4.13%,2.957772,280.0863,845.9512,3430
267.676,3.86%,2.943034,280.0796,848.2468,3440
268.454,3.58%,2.926656,280.0994,850.5303,3450
269.2321,3.30%,2.908655,280.092,852.8005,3460
270.0101,3.02%,2.888894,280.0908,855.0559,3470
270.7881,2.74%,2.867249,280.0882,857.2953,3480
271.5662,2.46%,2.843615,280.0931,859.517,3490
272.3442,2.18%,2.817727,280.0865,861.7195,3500
273.1222,1.90%,2.789386,280.0829,863.9009,3510
273.9002,1.62%,2.758375,280.0869,866.0592,3520
274.6783,1.34%,2.724336,280.099,868.1923,3530
275.4563,1.06%,2.686841,280.0915,870.2975,3540
276.2343,0.78%,2.64533,280.0887,872.3721,3550
277.0124,0.50%,2.599021,280.09,874.4125,3560
277.7904,0.22%,2.546729,280.0926,876.4147,3570
278.4099,0.00%,2.499997,280.0894,877.9783,3580
