Ah,SOC,V,A,Wh,time
14.62477,94.84%,3.29874,56.0094,48.27168,940
14.78035,94.78%,3.298736,56.00999,48.7849,950
14.93594,94.73%,3.29874,56.0087,49.29813,960
15.09152,94.67%,3.298734,56.00801,49.81135,970
15.2471,94.62%,3.298715,56.0104,50.32458,980
15.40269,94.57%,3.298725,56.00887,50.8378,990
15.55827,94.51%,3.298702,56.00836,51.35102,1000
15.71385,94.46%,3.298719,56.00998,51.86424,1010
15.86943,94.40%,3.298702,56.00881,52.37746,1020
16.02501,94.35%,3.2987,56.01087,52.89068,1030
16.1806,94.29%,3.298685,56.00993,53.4039,1040
16.33618,94.24%,3.298666,56.01115,53.91712,1050
16.49176,94.18%,3.298653,56.01009,54.43034,1060
16.64735,94.13%,3.298668,56.01016,54.94355,1070
16.80293,94.07%,3.298643,56.01004,55.45677,1080
16.95851,94.02%,3.298651,56.00939,55.96998,1090
17.11409,93.96%,3.298645,56.01011,56.48319,1100
17.26968,93.91%,3.298619,56.00859,56.9964,1110
17.42526,93.85%,3.298611,56.01053,57.50961,1120
17.58084,93.80%,3.298615,56.00873,58.02282,1130
17.73643,93.74%,3.298624,56.00906,58.53602,1140
17.89201,93.69%,3.298577,56.00847,59.04923,1150
18.04759,93.63%,3.29857,56.00963,59.56243,1160
18.20317,93.58%,3.298551,56.00904,60.07563,1170
18.35876,93.52%,3.298562,56.00951,60.58883,1180
18.51434,93.47%,3.298547,56.01099,61.10203,1190
18.66992,93.41%,3.298524,56.01052,61.61522,1200
18.8255,93.36%,3.298532,56.01228,62.12842,1210
18.98109,93.30%,3.298528,56.01052,62.64161,1220
19.13667,93.25%,3.298526,56.01122,63.1548,1230
19.29225,93.19%,3.298501,56.00909,63.66799,1240
19.44783,93.14%,3.298501,56.00941,64.18118,1250
19.60342,93.08%,3.298475,56.01167,64.69437,1260
19.759,93.03%,3.298475,56.00969,65.20755,1270
19.91458,92.97%,3.29846,56.00895,65.72073,1280
20.07016,92.92%,3.298469,56.00982,66.23392,1290
20.22575,92.86%,3.298437,56.01058,66.74709,1300
20.38133,92.81%,3.298426,56.00847,67.26027,1310
20.53691,92.75%,3.298426,56.00916,67.77345,1320
20.69249,92.70%,3.298401,56.01344,68.28662,1330
20.84808,92.64%,3.298388,56.00893,68.7998,1340
21.00366,92.59%,3.298375,56.00953,69.31297,1350
21.15924,92.53%,3.298343,56.01137,69.82613,1360
21.31482,92.48%,3.298352,56.00935,70.3393,1370
21.47041,92.42%,3.298335,56.01093,70.85246,1380
21.62599,92.37%,3.298326,56.00922,71.36563,1390
21.78157,92.31%,3.29831,56.00929,71.87879,1400
21.93716,92.26%,3.298301,56.01092,72.39195,1410
22.09274,92.20%,3.29829,56.00986,72.90511,1420
22.24832,92.15%,3.298282,56.01086,73.41827,1430
22.40391,92.09%,3.298246,56.01133,73.93142,1440
22.55949,92.04%,3.298237,56.01027,74.44457,1450
22.71507,91.98%,3.298235,56.01098,74.95773,1460
22.87066,91.93%,3.298216,56.0079,75.47088,1470
23.02624,91.88%,3.298193,56.00953,75.98402,1480
23.18182,91.82%,3.298195,56.01087,76.49716,1490
23.33741,91.77%,3.298182,56.01051,77.01031,1500
23.49299,91.71%,3.298163,56.00919,77.52345,1510
23.64857,91.66%,3.298138,56.00917,78.03658,1520
23.80416,91.60%,3.298121,56.01173,78.54972,1530
23.95974,91.55%,3.298108,56.01046,79.06285,1540
24.11532,91.49%,3.298085,56.00987,79.57598,1550
24.27091,91.44%,3.298097,56.00969,80.0891,1560
24.42649,91.38%,3.298047,56.00923,80.60223,1570
24.58208,91.33%,3.29804,56.00923,81.11536,1580
24.73766,91.27%,3.298017,56.00982,81.62847,1590
24.89324,91.22%,3.298,56.01052,82.14159,1600
25.04882,91.16%,3.298017,56.01038,82.6547,1610
25.20441,91.11%,3.298019,56.00912,83.16782,1620
25.35999,91.05%,3.297968,56.01035,83.68093,1630
25.51557,91.00%,3.297981,56.00951,84.19404,1640
25.67116,90.94%,3.297964,56.0108,84.70715,1650
25.82674,90.89%,3.297928,56.00864,85.22025,1660
25.98232,90.83%,3.297904,56.00941,85.73335,1670
26.13791,90.78%,3.297911,56.01046,86.24644,1680
26.29349,90.72%,3.297896,56.01028,86.75954,1690
26.44907,90.67%,3.297879,56.00896,87.27264,1700
26.60465,90.61%,3.29786,56.00823,87.78573,1710
26.76024,90.56%,3.297834,56.01006,88.29882,1720
26.91582,90.50%,3.297815,56.0101,88.8119,1730
27.0714,90.45%,3.297803,56.01302,89.32499,1740
27.22699,90.39%,3.297794,56.00952,89.83807,1750
27.38257,90.34%,3.297781,56.00884,90.35115,1760
27.53815,90.28%,3.297751,56.00946,90.86423,1770
27.69374,90.23%,3.297739,56.01006,91.3773,1780
27.84932,90.17%,3.29773,56.00914,91.89037,1790
28.0049,90.12%,3.297711,56.00982,92.40343,1800
28.16048,90.06%,3.297705,56.00958,92.9165,1810
28.31606,90.01%,3.297669,56.01175,93.42957,1820
28.47165,89.95%,3.297673,56.00859,93.94263,1830
28.62723,89.90%,3.297631,56.01076,94.45568,1840
28.78281,89.84%,3.297616,56.00912,94.96873,1850
28.93839,89.79%,3.29762,56.01068,95.48178,1860
29.09398,89.73%,3.297582,56.01006,95.99483,1870
29.24956,89.68%,3.297563,56.01011,96.50787,1880
29.40514,89.62%,3.297556,56.01087,97.02092,1890
29.56072,89.57%,3.297544,56.00772,97.53396,1900
29.71631,89.51%,3.297527,56.00988,98.047,1910
29.87189,89.46%,3.297505,56.0086,98.56004,1920
30.02747,89.40%,3.297499,56.01036,99.07307,1930
30.18305,89.35%,3.297488,56.00901,99.5861,1940
30.33864,89.29%,3.297461,56.00936,100.0991,1950
30.49422,89.24%,3.297446,56.00969,100.6122,1960
30.6498,89.19%,3.297414,56.00993,101.1252,1970
30.80539,89.13%,3.297412,56.00879,101.6382,1980
30.96097,89.08%,3.297378,56.01105,102.1512,1990
31.11655,89.02%,3.29737,56.00835,102.6642,2000
31.27213,88.97%,3.297346,56.00767,103.1772,2010
31.42772,88.91%,3.297333,56.01046,103.6902,2020
31.5833,88.86%,3.2973,56.01044,104.2032,2030
31.73888,88.80%,3.297278,56.01191,104.7162,2040
31.89446,88.75%,3.297268,56.01093,105.2292,2050
32.05005,88.69%,3.29727,56.01005,105.7422,2060
32.20563,88.64%,3.297232,56.00994,106.2552,2070
32.36121,88.58%,3.297223,56.00906,106.7682,2080
32.51679,88.53%,3.297202,56.01109,107.2812,2090
32.67237,88.47%,3.297158,56.01043,107.7942,2100
32.82796,88.42%,3.297155,56.0114,108.3072,2110
32.98354,88.36%,3.297132,56.01099,108.8202,2120
33.13912,88.31%,3.297122,56.01046,109.3331,2130
33.2947,88.25%,3.297075,56.01163,109.8461,2140
33.45029,88.20%,3.297083,56.00887,110.3591,2150
33.60587,88.14%,3.297051,56.00935,110.872,2160
33.76146,88.09%,3.297019,56.01046,111.385,2170
33.91704,88.03%,3.297024,56.00987,111.898,2180
34.07262,87.98%,3.297001,56.01005,112.4109,2190
34.2282,87.92%,3.296979,56.00878,112.9239,2200
34.38379,87.87%,3.296984,56.0097,113.4368,2210
34.53937,87.81%,3.29696,56.01116,113.9498,2220
34.69495,87.76%,3.296931,56.01087,114.4627,2230
34.85053,87.70%,3.296909,56.00968,114.9757,2240
35.00611,87.65%,3.296895,56.00776,115.4886,2250
35.1617,87.59%,3.296859,56.00957,116.0015,2260
35.31728,87.54%,3.296835,56.00946,116.5145,2270
35.47286,87.48%,3.296818,56.01104,117.0274,2280
35.62844,87.43%,3.296803,56.009,117.5403,2290
35.78403,87.37%,3.296767,56.00993,118.0533,2300
35.93961,87.32%,3.296755,56.01063,118.5662,2310
36.0952,87.26%,3.296727,56.01133,119.0791,2320
36.25077,87.21%,3.296691,56.00916,119.592,2330
36.40636,87.15%,3.296695,56.01045,120.1049,2340
36.56194,87.10%,3.296649,56.00958,120.6178,2350
36.71752,87.04%,3.296636,56.01123,121.1307,2360
36.87311,86.99%,3.296621,56.01053,121.6436,2370
37.02869,86.93%,3.296623,56.009,122.1565,2380
37.18427,86.88%,3.296587,56.0101,122.6694,2390
37.33986,86.82%,3.296561,56.0104,123.1823,2400
37.49544,86.77%,3.296538,56.01098,123.6952,2410
37.65102,86.71%,3.296521,56.00853,124.2081,2420
37.8066,86.66%,3.296498,56.00887,124.7209,2430
37.96218,86.60%,3.296479,56.00929,125.2338,2440
38.11776,86.55%,3.296451,56.00835,125.7467,2450
38.27335,86.50%,3.296432,56.00748,126.2596,2460
38.42893,86.44%,3.296413,56.00749,126.7724,2470
38.58451,86.39%,3.296375,56.00923,127.2853,2480
38.74009,86.33%,3.296364,56.00881,127.7981,2490
38.89568,86.28%,3.296341,56.01116,128.311,2500
39.05126,86.22%,3.29633,56.00853,128.8238,2510
39.20684,86.17%,3.296281,56.01086,129.3367,2520
39.36242,86.11%,3.296269,56.00994,129.8495,2530
39.51801,86.06%,3.296239,56.01027,130.3624,2540
39.67359,86.00%,3.296211,56.00812,130.8752,2550
39.82917,85.95%,3.296199,56.00935,131.388,2560
39.98475,85.89%,3.296184,56.00878,131.9009,2570
40.14033,85.84%,3.296165,56.01156,132.4137,2580
40.29591,85.78%,3.296135,56.01249,132.9265,2590
40.4515,85.73%,3.296126,56.00992,133.4393,2600
40.60708,85.67%,3.296082,56.01086,133.9521,2610
40.76266,85.62%,3.296061,56.00987,134.465,2620
40.91824,85.56%,3.296061,56.01074,134.9778,2630
41.07383,85.51%,3.296022,56.00817,135.4906,2640
41.22941,85.45%,3.295984,56.00999,136.0034,2650
41.38499,85.40%,3.295989,56.00995,136.5162,2660
41.54058,85.34%,3.295955,56.01028,137.029,2670
41.69616,85.29%,3.295936,56.01045,137.5417,2680
41.85174,85.23%,3.295899,56.00807,138.0545,2690
42.00732,85.18%,3.29587,56.00861,138.5673,2700
42.1629,85.12%,3.295836,56.0105,139.0801,2710
42.31849,85.07%,3.295815,56.01116,139.5929,2720
42.47407,85.01%,3.295794,56.01134,140.1057,2730
42.62965,84.96%,3.295772,56.00988,140.6184,2740
42.78524,84.90%,3.295753,56.00998,141.1312,2750
42.94082,84.85%,3.295726,56.00957,141.6439,2760
43.0964,84.79%,3.295707,56.00981,142.1567,2770
43.25198,84.74%,3.29569,56.01086,142.6694,2780
43.40757,84.68%,3.29566,56.01048,143.1822,2790
43.56315,84.63%,3.295622,56.00876,143.6949,2800
43.71873,84.57%,3.295624,56.00848,144.2077,2810
43.87432,84.52%,3.295586,56.00842,144.7204,2820
44.0299,84.46%,3.295564,56.00963,145.2332,2830
44.18549,84.41%,3.295532,56.01022,145.7459,2840
44.34107,84.35%,3.295503,56.0107,146.2586,2850
44.49665,84.30%,3.295475,56.01033,146.7713,2860
44.65223,84.24%,3.295445,56.00822,147.2841,2870
44.80782,84.19%,3.295412,56.01011,147.7968,2880
44.9634,84.13%,3.295384,56.01016,148.3095,2890
45.11898,84.08%,3.295363,56.00829,148.8222,2900
45.27457,84.02%,3.295335,56.00969,149.3349,2910
45.43015,83.97%,3.29531,56.01052,149.8476,2920
45.58574,83.91%,3.295293,56.00933,150.3603,2930
45.74132,83.86%,3.295252,56.00982,150.873,2940
45.8969,83.81%,3.295223,56.0084,151.3857,2950
46.05249,83.75%,3.295208,56.00957,151.8983,2960
46.20807,83.70%,3.295189,56.01062,152.411,2970
46.36366,83.64%,3.295136,56.01004,152.9237,2980
46.51924,83.59%,3.295125,56.01033,153.4364,2990
46.67482,83.53%,3.295115,56.01152,153.949,3000
46.83041,83.48%,3.295083,56.00986,154.4617,3010
46.98599,83.42%,3.295068,56.00904,154.9744,3020
47.14157,83.37%,3.295025,56.00969,155.487,3030
47.29715,83.31%,3.295,56.00987,155.9997,3040
47.45274,83.26%,3.294985,56.0114,156.5123,3050
47.60832,83.20%,3.294945,56.01005,157.0249,3060
47.7639,83.15%,3.294915,56.01069,157.5376,3070
47.91949,83.09%,3.29489,56.00958,158.0502,3080
48.07507,83.04%,3.294868,56.00983,158.5628,3090
48.23065,82.98%,3.294828,56.00883,159.0755,3100
48.38623,82.93%,3.294794,56.01152,159.5881,3110
48.54182,82.87%,3.294784,56.0088,160.1007,3120
48.6974,82.82%,3.294741,56.01227,160.6133,3130
48.85299,82.76%,3.294731,56.00994,161.1259,3140
49.00857,82.71%,3.294694,56.01006,161.6385,3150
49.16415,82.65%,3.294658,56.00847,162.1511,3160
49.31974,82.60%,3.294631,56.01349,162.6637,3170
49.47532,82.54%,3.294601,56.00972,163.1763,3180
49.6309,82.49%,3.294561,56.01122,163.6889,3190
49.78648,82.43%,3.294533,56.00853,164.2014,3200
49.94207,82.38%,3.294521,56.01005,164.714,3210
50.09765,82.32%,3.294476,56.01034,165.2266,3220
50.25323,82.27%,3.294455,56.0107,165.7392,3230
50.40882,82.21%,3.29443,56.0104,166.2517,3240
50.5644,82.16%,3.294419,56.00848,166.7643,3250
50.71999,82.10%,3.294362,56.01046,167.2768,3260
50.87557,82.05%,3.294332,56.01004,167.7894,3270
51.03115,81.99%,3.294311,56.00842,168.3019,3280
51.18673,81.94%,3.294291,56.01016,168.8144,3290
51.34232,81.88%,3.294253,56.00851,169.327,3300
51.4979,81.83%,3.294211,56.00975,169.8395,3310
51.65348,81.77%,3.294196,56.00954,170.352,3320
51.80907,81.72%,3.294171,56.00981,170.8645,3330
51.96465,81.66%,3.294139,56.00952,171.3771,3340
52.12023,81.61%,3.294111,56.00942,171.8896,3350
52.27581,81.55%,3.294092,56.00964,172.4021,3360
52.4314,81.50%,3.294058,56.01005,172.9146,3370
52.58698,81.44%,3.293999,56.01044,173.4271,3380
52.74257,81.39%,3.293986,56.01095,173.9396,3390
52.89815,81.33%,3.29396,56.01058,174.452,3400
53.05373,81.28%,3.29392,56.0084,174.9645,3410
53.20931,81.22%,3.293899,56.00889,175.477,3420
53.36489,81.17%,3.293861,56.00966,175.9895,3430
53.52048,81.12%,3.293835,56.00858,176.5019,3440
53.67606,81.06%,3.293808,56.01102,177.0144,3450
53.83164,81.01%,3.293755,56.01134,177.5268,3460
53.98722,80.95%,3.293727,56.00896,178.0393,3470
54.1428,80.90%,3.293691,56.00993,178.5517,3480
54.29839,80.84%,3.293659,56.00965,179.0642,3490
54.45397,80.79%,3.293643,56.00976,179.5766,3500
54.60955,80.73%,3.293598,56.00878,180.089,3510
54.76513,80.68%,3.293566,56.00994,180.6015,3520
54.92072,80.62%,3.293528,56.0111,181.1139,3530
55.0763,80.57%,3.2935,56.0083,181.6263,3540
55.23188,80.51%,3.293458,56.0105,182.1387,3550
55.38746,80.46%,3.293441,56.00959,182.6511,3560
55.54305,80.40%,3.293401,56.00918,183.1635,3570
55.69863,80.35%,3.293375,56.00946,183.6759,3580
55.85421,80.29%,3.293341,56.01017,184.1883,3590
56.00979,80.24%,3.293311,56.01075,184.7007,3600
56.16537,80.18%,3.293256,56.00959,185.213,3610
56.32095,80.13%,3.293222,56.01063,185.7254,3620
56.47653,80.07%,3.293182,56.00993,186.2378,3630
56.63211,80.02%,3.293161,56.01006,186.7501,3640
56.7877,79.96%,3.293116,56.01122,187.2625,3650
56.94328,79.91%,3.293084,56.00892,187.7748,3660
57.09886,79.85%,3.293042,56.0101,188.2872,3670
57.25444,79.80%,3.293034,56.01056,188.7995,3680
57.41003,79.74%,3.292987,56.008,189.3118,3690
57.56561,79.69%,3.292951,56.00968,189.8242,3700
57.72119,79.63%,3.2929,56.00911,190.3365,3710
57.87677,79.58%,3.292883,56.0097,190.8488,3720
58.03235,79.52%,3.292838,56.00828,191.3611,3730
58.18793,79.47%,3.292785,56.01103,191.8734,3740
58.34352,79.41%,3.292773,56.0093,192.3857,3750
58.4991,79.36%,3.292738,56.00964,192.898,3760
58.65468,79.30%,3.29269,56.0104,193.4103,3770
58.81026,79.25%,3.292647,56.01018,193.9226,3780
58.96585,79.19%,3.292609,56.00986,194.4348,3790
59.12143,79.14%,3.292579,56.00935,194.9471,3800
59.27701,79.08%,3.29255,56.01051,195.4594,3810
59.43259,79.03%,3.292486,56.00934,195.9716,3820
59.58818,78.97%,3.292467,56.0097,196.4839,3830
59.74376,78.92%,3.292418,56.00946,196.9961,3840
59.89934,78.86%,3.292384,56.01006,197.5084,3850
60.05492,78.81%,3.292342,56.00935,198.0206,3860
60.21051,78.75%,3.292314,56.01099,198.5328,3870
60.36609,78.70%,3.292244,56.00888,199.0451,3880
60.52167,78.64%,3.292223,56.00783,199.5573,3890
60.67725,78.59%,3.292189,56.00865,200.0695,3900
60.83284,78.53%,3.292136,56.01114,200.5817,3910
60.98842,78.48%,3.292098,56.00911,201.0939,3920
61.144,78.43%,3.292068,56.01067,201.6061,3930
61.29958,78.37%,3.292034,56.009,202.1183,3940
61.45517,78.32%,3.292011,56.00894,202.6304,3950
61.61075,78.26%,3.291947,56.01051,203.1426,3960
61.76633,78.21%,3.291913,56.01216,203.6548,3970
61.92191,78.15%,3.291877,56.00915,204.1669,3980
62.07749,78.10%,3.291833,56.00987,204.6791,3990
62.23307,78.04%,3.291786,56.00981,205.1912,4000
62.38866,77.99%,3.291735,56.0108,205.7034,4010
62.54424,77.93%,3.291697,56.00834,206.2155,4020
62.69983,77.88%,3.291644,56.00943,206.7276,4030
62.85541,77.82%,3.29161,56.00918,207.2398,4040
63.01099,77.77%,3.291572,56.0094,207.7519,4050
63.16657,77.71%,3.291544,56.01056,208.264,4060
63.32215,77.66%,3.291502,56.00928,208.7761,4070
63.47774,77.60%,3.291434,56.00863,209.2882,4080
63.63332,77.55%,3.291404,56.0101,209.8003,4090
63.7889,77.49%,3.291372,56.01011,210.3123,4100
63.94448,77.44%,3.291313,56.01017,210.8244,4110
64.10006,77.38%,3.291266,56.01033,211.3365,4120
64.25565,77.33%,3.291268,56.00957,211.8485,4130
64.41122,77.27%,3.291209,56.00812,212.3606,4140
64.56681,77.22%,3.291145,56.00849,212.8726,4150
64.72239,77.16%,3.291124,56.00818,213.3847,4160
64.87797,77.11%,3.291061,56.01059,213.8967,4170
65.03355,77.05%,3.29102,56.00929,214.4087,4180
65.18913,77.00%,3.290972,56.01152,214.9208,4190
65.34472,76.94%,3.290927,56.01105,215.4328,4200
65.5003,76.89%,3.290874,56.00941,215.9448,4210
65.65588,76.83%,3.290821,56.01191,216.4568,4220
65.81146,76.78%,3.290793,56.00788,216.9688,4230
65.96705,76.72%,3.290749,56.00988,217.4808,4240
66.12263,76.67%,3.290723,56.00789,217.9927,4250
66.27821,76.61%,3.290647,56.00824,218.5047,4260
66.43379,76.56%,3.290632,56.00983,219.0167,4270
66.58937,76.50%,3.29056,56.01044,219.5286,4280
66.74496,76.45%,3.290513,56.00968,220.0406,4290
66.90054,76.39%,3.290486,56.01068,220.5525,4300
67.05612,76.34%,3.290441,56.00812,221.0645,4310
67.2117,76.28%,3.290373,56.00753,221.5764,4320
67.36729,76.23%,3.290335,56.00994,222.0883,4330
67.52287,76.17%,3.290276,56.01122,222.6002,4340
67.67845,76.12%,3.290235,56.00841,223.1121,4350
67.83403,76.06%,3.290191,56.0087,223.624,4360
67.98961,76.01%,3.290153,56.01058,224.1359,4370
68.1452,75.95%,3.290066,56.01,224.6478,4380
68.30077,75.90%,3.290004,56.00971,225.1597,4390
68.45636,75.84%,3.289957,56.01126,225.6715,4400
68.61194,75.79%,3.289917,56.00901,226.1834,4410
68.76752,75.74%,3.289879,56.00758,226.6952,4420
68.9231,75.68%,3.289815,56.01041,227.2071,4430
69.07869,75.63%,3.289777,56.00718,227.7189,4440
69.23427,75.57%,3.289703,56.00882,228.2307,4450
69.38985,75.52%,3.289656,56.00999,228.7425,4460
69.54543,75.46%,3.289607,56.00899,229.2543,4470
69.70101,75.41%,3.289548,56.01086,229.7661,4480
69.8566,75.35%,3.289497,56.01127,230.2779,4490
70.01218,75.30%,3.289421,56.01035,230.7897,4500
70.16776,75.24%,3.289374,56.00993,231.3015,4510
70.32334,75.19%,3.289321,56.01035,231.8132,4520
70.47892,75.13%,3.289251,56.0083,232.325,4530
70.6345,75.08%,3.289219,56.00995,232.8367,4540
70.79008,75.02%,3.289153,56.00877,233.3485,4550
70.94566,74.97%,3.28909,56.0093,233.8602,4560
71.10124,74.91%,3.289037,56.01022,234.3719,4570
71.25683,74.86%,3.288975,56.01004,234.8836,4580
71.41241,74.80%,3.288916,56.00869,235.3953,4590
71.56799,74.75%,3.288861,56.00922,235.907,4600
71.72357,74.69%,3.288808,56.01058,236.4187,4610
71.87915,74.64%,3.288742,56.0089,236.9304,4620
72.03474,74.58%,3.288672,56.00842,237.442,4630
72.19032,74.53%,3.288623,56.00964,237.9537,4640
72.3459,74.47%,3.288566,56.01064,238.4653,4650
72.50148,74.42%,3.288511,56.01027,238.977,4660
72.65706,74.36%,3.288451,56.00953,239.4886,4670
72.81264,74.31%,3.288377,56.00871,240.0002,4680
72.96822,74.25%,3.288313,56.00737,240.5118,4690
73.1238,74.20%,3.288256,56.00807,241.0234,4700
73.27939,74.14%,3.28819,56.00958,241.535,4710
73.43497,74.09%,3.288114,56.01139,242.0466,4720
73.59055,74.03%,3.288057,56.0084,242.5581,4730
73.74613,73.98%,3.288003,56.00987,243.0697,4740
73.90171,73.92%,3.287929,56.00837,243.5812,4750
74.05729,73.87%,3.287859,56.00916,244.0928,4760
74.21288,73.81%,3.287802,56.00661,244.6043,4770
74.36845,73.76%,3.28773,56.00928,245.1158,4780
74.52404,73.70%,3.287668,56.00889,245.6273,4790
74.67962,73.65%,3.287594,56.00817,246.1388,4800
74.8352,73.59%,3.287543,56.00888,246.6503,4810
74.99078,73.54%,3.287448,56.00975,247.1618,4820
75.14636,73.48%,3.287396,56.00965,247.6732,4830
75.30195,73.43%,3.287327,56.01033,248.1847,4840
75.45753,73.37%,3.287274,56.00992,248.6961,4850
75.61311,73.32%,3.287176,56.01004,249.2076,4860
75.76869,73.26%,3.28711,56.00919,249.719,4870
75.92428,73.21%,3.287049,56.00918,250.2304,4880
76.07986,73.15%,3.286945,56.01208,250.7418,4890
76.23544,73.10%,3.286883,56.0104,251.2532,4900
76.39102,73.05%,3.286826,56.00835,251.7646,4910
76.54661,72.99%,3.286752,56.01085,252.2759,4920
76.70219,72.94%,3.28668,56.00965,252.7873,4930
76.85777,72.88%,3.286593,56.00872,253.2986,4940
77.01335,72.83%,3.286544,56.00983,253.81,4950
77.16894,72.77%,3.286455,56.01046,254.3213,4960
77.32452,72.72%,3.286387,56.00993,254.8326,4970
77.4801,72.66%,3.286279,56.01121,255.3439,4980
77.63568,72.61%,3.286234,56.0101,255.8551,4990
77.79126,72.55%,3.286156,56.01104,256.3664,5000
77.94685,72.50%,3.286037,56.00825,256.8777,5010
78.10242,72.44%,3.285965,56.00945,257.3889,5020
