Ah,SOC,V,A,Wh,time
18.99852,93.25%,3.281424,92.4248,62.36151,740
19.25526,93.16%,3.281411,92.42314,63.20397,750
19.512,93.07%,3.281403,92.42516,64.04643,760
19.76873,92.97%,3.281356,92.43149,64.88889,770
20.02547,92.88%,3.281388,92.42713,65.73134,780
20.28221,92.79%,3.281365,92.42278,66.57378,790
20.53894,92.70%,3.281352,92.42667,67.41623,800
20.79568,92.61%,3.281337,92.42394,68.25867,810
21.05242,92.52%,3.281314,92.42419,69.10111,820
21.30916,92.43%,3.281295,92.42516,69.94355,830
21.5659,92.34%,3.28128,92.42844,70.78598,840
21.82263,92.24%,3.281254,92.4289,71.6284,850
22.07937,92.15%,3.281252,92.42572,72.47083,860
22.33611,92.06%,3.281248,92.42363,73.31324,870
22.59284,91.97%,3.28122,92.42972,74.15565,880
22.84958,91.88%,3.281172,92.42658,74.99805,890
23.10632,91.79%,3.28117,92.42596,75.84046,900
23.36306,91.70%,3.281148,92.42303,76.68286,910
23.61979,91.61%,3.281142,92.42268,77.52525,920
23.87653,91.51%,3.281116,92.4227,78.36763,930
24.13327,91.42%,3.28108,92.42701,79.21001,940
24.39,91.33%,3.281053,92.42303,80.05238,950
24.64674,91.24%,3.281049,92.42679,80.89475,960
24.90348,91.15%,3.281027,92.42491,81.73712,970
25.16022,91.06%,3.281004,92.42361,82.57948,980
25.41696,90.97%,3.280981,92.42442,83.42184,990
25.6737,90.88%,3.28096,92.42488,84.2642,1000
25.93044,90.79%,3.280917,92.4297,85.10654,1010
26.18717,90.69%,3.280902,92.42305,85.94888,1020
26.44391,90.60%,3.280898,92.42586,86.79121,1030
26.70065,90.51%,3.280866,92.4283,87.63353,1040
26.95738,90.42%,3.280851,92.42503,88.47585,1050
27.21412,90.33%,3.28083,92.42371,89.31815,1060
27.47086,90.24%,3.28079,92.42412,90.16046,1070
27.7276,90.15%,3.28076,92.42609,91.00276,1080
27.98433,90.06%,3.280754,92.42445,91.84505,1090
28.24107,89.96%,3.280696,92.42491,92.68734,1100
28.49781,89.87%,3.280678,92.42246,93.52962,1110
28.75455,89.78%,3.280652,92.42747,94.37189,1120
29.01129,89.69%,3.280639,92.42213,95.21415,1130
29.26802,89.60%,3.280594,92.42548,96.0564,1140
29.52476,89.51%,3.280569,92.42705,96.89866,1150
29.7815,89.42%,3.280539,92.42214,97.7409,1160
30.03823,89.33%,3.280516,92.42551,98.58312,1170
30.29497,89.23%,3.280467,92.42854,99.42535,1180
30.55171,89.14%,3.280448,92.42601,100.2676,1190
30.80845,89.05%,3.280404,92.42317,101.1098,1200
31.06519,88.96%,3.280401,92.42116,101.952,1210
31.32192,88.87%,3.280344,92.42459,102.7942,1220
31.57866,88.78%,3.280291,92.42864,103.6364,1230
31.8354,88.69%,3.280278,92.42516,104.4785,1240
32.09214,88.60%,3.280259,92.42971,105.3207,1250
32.34888,88.50%,3.28021,92.42645,106.1629,1260
32.60562,88.41%,3.28019,92.42585,107.005,1270
32.86235,88.32%,3.28013,92.42902,107.8472,1280
33.11909,88.23%,3.280109,92.42647,108.6893,1290
33.37583,88.14%,3.280081,92.4261,109.5314,1300
33.63257,88.05%,3.280047,92.42305,110.3736,1310
33.88931,87.96%,3.280017,92.42681,111.2157,1320
34.14604,87.87%,3.279958,92.42549,112.0578,1330
34.40278,87.77%,3.279939,92.42806,112.8998,1340
34.65952,87.68%,3.279903,92.42421,113.7419,1350
34.91625,87.59%,3.279875,92.42677,114.584,1360
35.17299,87.50%,3.279833,92.42752,115.426,1370
35.42973,87.41%,3.279782,92.42388,116.2681,1380
35.68646,87.32%,3.279757,92.42645,117.1101,1390
35.9432,87.23%,3.27971,92.42693,117.9522,1400
36.19994,87.14%,3.279684,92.42668,118.7942,1410
36.45668,87.04%,3.279631,92.42747,119.6362,1420
36.71341,86.95%,3.279583,92.42492,120.4782,1430
36.97015,86.86%,3.279561,92.42892,121.3202,1440
37.22689,86.77%,3.279519,92.42715,122.1622,1450
37.48362,86.68%,3.279479,92.42596,123.0041,1460
37.74036,86.59%,3.279434,92.42995,123.8461,1470
37.9971,86.50%,3.279389,92.42645,124.688,1480
38.25383,86.41%,3.279349,92.42186,125.53,1490
38.51057,86.31%,3.279309,92.42501,126.3719,1500
38.76731,86.22%,3.279271,92.42363,127.2138,1510
39.02405,86.13%,3.279186,92.42303,128.0557,1520
39.28078,86.04%,3.279177,92.42279,128.8976,1530
39.53753,85.95%,3.279112,92.42525,129.7395,1540
39.79426,85.86%,3.27908,92.42679,130.5814,1550
40.051,85.77%,3.279025,92.42528,131.4232,1560
40.30774,85.68%,3.27898,92.42584,132.2651,1570
40.56448,85.58%,3.278961,92.42808,133.1069,1580
40.82122,85.49%,3.278872,92.42657,133.9487,1590
41.07796,85.40%,3.278836,92.4275,134.7905,1600
41.3347,85.31%,3.278783,92.42903,135.6324,1610
41.59144,85.22%,3.278728,92.42408,136.4741,1620
41.84818,85.13%,3.278698,92.422,137.3159,1630
42.10492,85.04%,3.278649,92.42447,138.1577,1640
42.36166,84.95%,3.278594,92.42972,138.9994,1650
42.61839,84.85%,3.278552,92.42542,139.8412,1660
42.87513,84.76%,3.278488,92.42657,140.6829,1670
43.13187,84.67%,3.278462,92.4239,141.5246,1680
43.38861,84.58%,3.278409,92.4248,142.3663,1690
43.64535,84.49%,3.278337,92.42635,143.208,1700
43.90209,84.40%,3.278303,92.42995,144.0497,1710
44.15882,84.31%,3.278244,92.42469,144.8913,1720
44.41557,84.22%,3.278182,92.42422,145.733,1730
44.67231,84.12%,3.278136,92.42539,146.5746,1740
44.92904,84.03%,3.278085,92.42607,147.4162,1750
45.18578,83.94%,3.278028,92.42668,148.2578,1760
45.44252,83.85%,3.277978,92.42455,149.0994,1770
45.69926,83.76%,3.27793,92.42618,149.941,1780
45.956,83.67%,3.277853,92.42596,150.7825,1790
46.21274,83.58%,3.277802,92.42642,151.6241,1800
46.46948,83.49%,3.277745,92.42621,152.4656,1810
46.72622,83.39%,3.277694,92.42575,153.3072,1820
46.98296,83.30%,3.277641,92.42587,154.1487,1830
47.2397,83.21%,3.277586,92.42658,154.9901,1840
47.49644,83.12%,3.277531,92.42645,155.8316,1850
47.75318,83.03%,3.277473,92.4262,156.6731,1860
48.00991,82.94%,3.277404,92.42246,157.5145,1870
48.26665,82.85%,3.277351,92.42716,158.356,1880
48.52339,82.76%,3.277295,92.42398,159.1974,1890
48.78012,82.66%,3.277255,92.42329,160.0388,1900
49.03686,82.57%,3.277181,92.42329,160.8801,1910
49.2936,82.48%,3.277079,92.42747,161.7215,1920
49.55034,82.39%,3.27702,92.42612,162.5629,1930
49.80708,82.30%,3.276975,92.4256,163.4042,1940
50.06382,82.21%,3.276901,92.42953,164.2455,1950
50.32056,82.12%,3.276846,92.42245,165.0868,1960
50.5773,82.03%,3.276778,92.42536,165.9281,1970
50.83404,81.93%,3.276706,92.42737,166.7694,1980
51.09077,81.84%,3.276642,92.42726,167.6106,1990
51.34752,81.75%,3.27657,92.42738,168.4518,2000
51.60425,81.66%,3.276487,92.42654,169.2931,2010
51.86099,81.57%,3.276443,92.42416,170.1343,2020
52.11773,81.48%,3.276381,92.42514,170.9755,2030
52.37447,81.39%,3.276326,92.42705,171.8166,2040
52.63121,81.30%,3.276249,92.42466,172.6578,2050
52.88795,81.21%,3.276177,92.42471,173.4989,2060
53.14469,81.11%,3.276108,92.42352,174.34,2070
53.40142,81.02%,3.276039,92.42773,175.1811,2080
53.65816,80.93%,3.27598,92.42411,176.0222,2090
53.9149,80.84%,3.275891,92.4247,176.8632,2100
54.17163,80.75%,3.275827,92.42925,177.7043,2110
54.42837,80.66%,3.275789,92.42187,178.5453,2120
54.68511,80.57%,3.275694,92.42444,179.3863,2130
54.94184,80.48%,3.275619,92.42764,180.2273,2140
55.19858,80.38%,3.27553,92.42538,181.0682,2150
55.45532,80.29%,3.275454,92.42551,181.9092,2160
55.71206,80.20%,3.275411,92.42305,182.7501,2170
55.96879,80.11%,3.275314,92.42413,183.591,2180
56.22553,80.02%,3.27525,92.42738,184.4319,2190
56.48227,79.93%,3.275159,92.42619,185.2728,2200
56.73901,79.84%,3.27507,92.42466,186.1136,2210
56.99574,79.75%,3.274987,92.42455,186.9544,2220
57.25248,79.65%,3.274924,92.42596,187.7952,2230
57.50922,79.56%,3.274834,92.423,188.636,2240
57.76596,79.47%,3.274694,92.42736,189.4768,2250
58.0227,79.38%,3.27465,92.42469,190.3175,2260
58.27944,79.29%,3.274565,92.4248,191.1582,2270
58.53618,79.20%,3.274463,92.4256,191.9989,2280
58.79292,79.11%,3.274393,92.42773,192.8396,2290
59.04966,79.02%,3.27431,92.42433,193.6803,2300
59.30639,78.92%,3.274238,92.42503,194.5209,2310
59.56313,78.83%,3.274149,92.42524,195.3615,2320
59.81987,78.74%,3.274051,92.42398,196.2021,2330
60.0766,78.65%,3.273965,92.42809,197.0426,2340
60.33334,78.56%,3.273869,92.42503,197.8832,2350
60.59008,78.47%,3.273797,92.4269,198.7237,2360
60.84682,78.38%,3.273691,92.42784,199.5642,2370
61.10356,78.29%,3.2736,92.42695,200.4047,2380
61.3603,78.19%,3.273496,92.42681,201.2451,2390
61.61704,78.10%,3.273394,92.42876,202.0856,2400
61.87378,78.01%,3.273307,92.42316,202.926,2410
62.13052,77.92%,3.273211,92.42629,203.7663,2420
62.38726,77.83%,3.273116,92.42728,204.6067,2430
62.644,77.74%,3.273021,92.42339,205.447,2440
62.90074,77.65%,3.272912,92.42493,206.2873,2450
63.15748,77.56%,3.272846,92.42503,207.1276,2460
63.41422,77.46%,3.272734,92.42608,207.9678,2470
63.67096,77.37%,3.272651,92.42253,208.8081,2480
63.92769,77.28%,3.272518,92.42609,209.6483,2490
64.18443,77.19%,3.272439,92.42687,210.4884,2500
64.44117,77.10%,3.272337,92.42338,211.3286,2510
64.69791,77.01%,3.272225,92.42702,212.1687,2520
64.95464,76.92%,3.272121,92.42433,213.0088,2530
65.21138,76.83%,3.272019,92.42806,213.8488,2540
65.46812,76.73%,3.271926,92.42493,214.6889,2550
65.72485,76.64%,3.271792,92.42786,215.5289,2560
65.98159,76.55%,3.271698,92.43056,216.3689,2570
66.23833,76.46%,3.271582,92.42831,217.2088,2580
66.49507,76.37%,3.271448,92.42667,218.0488,2590
66.75181,76.28%,3.271329,92.42523,218.8886,2600
67.00855,76.19%,3.271223,92.4248,219.7285,2610
67.26529,76.10%,3.271111,92.42464,220.5683,2620
67.52203,76.00%,3.27099,92.42645,221.4082,2630
67.77876,75.91%,3.270895,92.42609,222.2479,2640
68.03551,75.82%,3.270772,92.42657,223.0877,2650
68.29224,75.73%,3.270644,92.42972,223.9274,2660
68.54898,75.64%,3.270521,92.42445,224.7671,2670
68.80572,75.55%,3.270428,92.42665,225.6067,2680
69.06245,75.46%,3.270273,92.42607,226.4464,2690
69.3192,75.37%,3.270156,92.42841,227.2859,2700
69.57594,75.27%,3.270052,92.42571,228.1255,2710
69.83267,75.18%,3.26991,92.42548,228.9651,2720
70.08941,75.09%,3.269808,92.42609,229.8046,2730
70.34615,75.00%,3.269677,92.42703,230.644,2740
70.60289,74.91%,3.26956,92.4261,231.4834,2750
70.85963,74.82%,3.269407,92.42687,232.3228,2760
71.11636,74.73%,3.269286,92.42435,233.1622,2770
71.3731,74.64%,3.269153,92.42231,234.0016,2780
71.62984,74.54%,3.26904,92.42502,234.8409,2790
71.88657,74.45%,3.268896,92.425,235.6801,2800
72.14331,74.36%,3.268769,92.42514,236.5193,2810
72.40005,74.27%,3.268637,92.42911,237.3585,2820
72.65679,74.18%,3.268489,92.42482,238.1977,2830
72.91353,74.09%,3.268342,92.42912,239.0368,2840
73.17027,74.00%,3.268215,92.42501,239.8759,2850
73.427,73.91%,3.268081,92.42442,240.715,2860
73.68374,73.81%,3.267926,92.42751,241.554,2870
73.94048,73.72%,3.267803,92.42289,242.393,2880
74.19722,73.63%,3.267655,92.42729,243.2319,2890
74.45396,73.54%,3.267526,92.42419,244.0709,2900
74.71069,73.45%,3.267385,92.42336,244.9097,2910
74.96743,73.36%,3.267237,92.42957,245.7486,2920
75.22417,73.27%,3.267074,92.42702,246.5874,2930
75.48091,73.18%,3.266908,92.42688,247.4262,2940
75.73765,73.08%,3.26677,92.42689,248.2649,2950
75.99439,72.99%,3.266634,92.42293,249.1036,2960
76.25113,72.90%,3.266462,92.42692,249.9422,2970
76.50787,72.81%,3.266312,92.42667,250.7808,2980
76.76461,72.72%,3.266148,92.42996,251.6194,2990
77.02135,72.63%,3.265977,92.42857,252.4579,3000
77.27809,72.54%,3.265856,92.42667,253.2964,3010
77.53483,72.45%,3.265695,92.42702,254.1349,3020
77.79157,72.35%,3.265529,92.42373,254.9733,3030
78.04831,72.26%,3.265385,92.43044,255.8117,3040
78.30505,72.17%,3.265228,92.42317,256.65,3050
78.56179,72.08%,3.26506,92.43146,257.4883,3060
78.81853,71.99%,3.26492,92.42456,258.3266,3070
79.07527,71.90%,3.264735,92.42551,259.1648,3080
79.33201,71.81%,3.264576,92.42305,260.0029,3090
79.58875,71.72%,3.264449,92.42806,260.841,3100
79.84548,71.63%,3.264271,92.42789,261.6791,3110
80.10222,71.53%,3.264097,92.42478,262.5172,3120
80.35896,71.44%,3.263951,92.42434,263.3552,3130
80.6157,71.35%,3.263787,92.42268,264.1931,3140
80.87244,71.26%,3.263611,92.42596,265.031,3150
81.12917,71.17%,3.263469,92.42129,265.8689,3160
81.38591,71.08%,3.263299,92.42514,266.7068,3170
81.64265,70.99%,3.263106,92.42398,267.5446,3180
81.89939,70.90%,3.262949,92.42747,268.3823,3190
82.15613,70.80%,3.262794,92.42665,269.22,3200
82.41286,70.71%,3.262622,92.42712,270.0577,3210
82.6696,70.62%,3.262457,92.42574,270.8953,3220
82.92634,70.53%,3.262304,92.42724,271.7328,3230
83.18308,70.44%,3.262122,92.42419,272.5704,3240
83.43982,70.35%,3.261952,92.42564,273.4079,3250
83.69656,70.26%,3.261776,92.42772,274.2453,3260
83.95329,70.17%,3.261636,92.42667,275.0827,3270
84.21003,70.07%,3.26146,92.42634,275.9201,3280
84.46677,69.98%,3.261284,92.42504,276.7574,3290
84.7235,69.89%,3.261114,92.42633,277.5947,3300
84.98024,69.80%,3.260948,92.42629,278.4319,3310
85.23698,69.71%,3.260787,92.42348,279.2691,3320
85.49372,69.62%,3.260598,92.4236,280.1063,3330
85.75046,69.53%,3.26045,92.42645,280.9434,3340
86.00719,69.44%,3.260274,92.42269,281.7804,3350
86.26393,69.34%,3.260132,92.42456,282.6174,3360
86.52067,69.25%,3.259945,92.42654,283.4544,3370
86.7774,69.16%,3.259773,92.42397,284.2913,3380
87.03415,69.07%,3.259604,92.42455,285.1282,3390
87.29089,68.98%,3.259451,92.42537,285.9651,3400
87.54762,68.89%,3.25929,92.42563,286.8019,3410
87.80437,68.80%,3.25913,92.42843,287.6386,3420
88.0611,68.71%,3.258963,92.42783,288.4754,3430
88.31784,68.61%,3.258816,92.42889,289.312,3440
88.57458,68.52%,3.258627,92.4268,290.1487,3450
88.83131,68.43%,3.258473,92.42634,290.9853,3460
89.08806,68.34%,3.258309,92.42188,291.8218,3470
89.3448,68.25%,3.258144,92.42982,292.6584,3480
89.60153,68.16%,3.257993,92.42573,293.4948,3490
89.85828,68.07%,3.257823,92.42407,294.3313,3500
90.11501,67.98%,3.257673,92.42502,295.1677,3510
90.37175,67.88%,3.257526,92.4244,296.004,3520
90.62849,67.79%,3.257367,92.42421,296.8403,3530
90.88523,67.70%,3.257193,92.42419,297.6766,3540
91.14197,67.61%,3.257085,92.42209,298.5128,3550
91.3987,67.52%,3.256911,92.42409,299.349,3560
91.65544,67.43%,3.256748,92.42433,300.1852,3570
91.91218,67.34%,3.256608,92.42336,301.0213,3580
92.16892,67.25%,3.256442,92.42632,301.8573,3590
92.42566,67.15%,3.256294,92.42445,302.6934,3600
92.6824,67.06%,3.256128,92.42831,303.5294,3610
92.93913,66.97%,3.25598,92.4229,304.3653,3620
93.19588,66.88%,3.255859,92.42607,305.2013,3630
93.45261,66.79%,3.255683,92.42326,306.0371,3640
93.70935,66.70%,3.255553,92.42634,306.873,3650
93.96609,66.61%,3.255398,92.42129,307.7088,3660
94.22283,66.52%,3.255246,92.42429,308.5446,3670
94.47957,66.42%,3.255125,92.42563,309.3803,3680
94.73631,66.33%,3.254968,92.42783,310.216,3690
94.99305,66.24%,3.254815,92.42632,311.0517,3700
95.24979,66.15%,3.254696,92.4276,311.8873,3710
95.50653,66.06%,3.254531,92.42619,312.7229,3720
95.76328,65.97%,3.25442,92.42558,313.5584,3730
96.02001,65.88%,3.254265,92.42406,314.394,3740
96.27676,65.79%,3.254134,92.42944,315.2294,3750
96.53349,65.69%,3.254009,92.42174,316.0649,3760
96.79024,65.60%,3.253871,92.42855,316.9003,3770
97.04697,65.51%,3.253741,92.42757,317.7357,3780
97.30371,65.42%,3.253623,92.42463,318.571,3790
97.56045,65.33%,3.25348,92.42432,319.4063,3800
97.81719,65.24%,3.253383,92.42516,320.2416,3810
98.07393,65.15%,3.253222,92.42591,321.0769,3820
98.33067,65.06%,3.253114,92.42609,321.9121,3830
98.58741,64.96%,3.25299,92.42265,322.7473,3840
98.84415,64.87%,3.252863,92.42899,323.5824,3850
99.10088,64.78%,3.252736,92.42564,324.4175,3860
99.35763,64.69%,3.252619,92.42644,325.2527,3870
99.61436,64.60%,3.252481,92.42738,326.0877,3880
99.87111,64.51%,3.252375,92.42712,326.9227,3890
100.1278,64.42%,3.252246,92.42609,327.7577,3900
100.3846,64.33%,3.252163,92.423,328.5927,3910
100.6413,64.23%,3.252021,92.42751,329.4276,3920
100.8981,64.14%,3.251919,92.42606,330.2625,3930
101.1548,64.05%,3.251802,92.42478,331.0974,3940
101.4115,63.96%,3.251703,92.42583,331.9323,3950
101.6683,63.87%,3.251558,92.42467,332.7671,3960
101.925,63.78%,3.251454,92.4229,333.6019,3970
102.1818,63.69%,3.251333,92.42421,334.4366,3980
102.4385,63.60%,3.251225,92.42633,335.2714,3990
102.6952,63.50%,3.251106,92.42527,336.106,4000
102.952,63.41%,3.251026,92.42515,336.9407,4010
103.2087,63.32%,3.250892,92.4277,337.7754,4020
103.4654,63.23%,3.250775,92.4262,338.61,4030
103.7222,63.14%,3.250678,92.42567,339.4446,4040
103.9789,63.05%,3.250582,92.42837,340.2791,4050
104.2357,62.96%,3.25047,92.42689,341.1137,4060
104.4924,62.87%,3.250374,92.42735,341.9482,4070
104.7491,62.77%,3.250254,92.42818,342.7827,4080
105.0059,62.68%,3.250175,92.42281,343.6171,4090
105.2626,62.59%,3.250061,92.42374,344.4516,4100
105.5194,62.50%,3.249978,92.42618,345.286,4110
105.7761,62.41%,3.249857,92.42621,346.1204,4120
106.0328,62.32%,3.249784,92.4281,346.9547,4130
106.2896,62.23%,3.249676,92.42348,347.789,4140
106.5463,62.14%,3.249573,92.42329,348.6234,4150
106.803,62.05%,3.249477,92.42489,349.4576,4160
107.0598,61.95%,3.249401,92.42795,350.2919,4170
107.3165,61.86%,3.249286,92.43018,351.1261,4180
107.5733,61.77%,3.249201,92.42535,351.9603,4190
107.83,61.68%,3.24911,92.42632,352.7945,4200
108.0867,61.59%,3.249019,92.42826,353.6287,4210
108.3435,61.50%,3.248917,92.42842,354.4628,4220
108.6002,61.41%,3.248836,92.42513,355.2969,4230
108.857,61.32%,3.248745,92.42574,356.131,4240
109.1137,61.22%,3.248645,92.42395,356.9651,4250
109.3704,61.13%,3.248548,92.42606,357.7991,4260
109.6272,61.04%,3.248452,92.42273,358.6331,4270
109.8839,60.95%,3.248372,92.42442,359.4671,4280
110.1407,60.86%,3.248287,92.42815,360.3011,4290
110.3974,60.77%,3.248181,92.42457,361.1351,4300
110.6541,60.68%,3.248115,92.42385,361.969,4310
110.9109,60.59%,3.248009,92.42796,362.8029,4320
111.1676,60.49%,3.247937,92.42361,363.6368,4330
111.4244,60.40%,3.247841,92.42093,364.4707,4340
111.6811,60.31%,3.247765,92.4255,365.3045,4350
111.9378,60.22%,3.247691,92.42516,366.1383,4360
112.1946,60.13%,3.247606,92.42786,366.9721,4370
112.4513,60.04%,3.247512,92.42503,367.8059,4380
112.708,59.95%,3.247434,92.42796,368.6396,4390
112.9648,59.86%,3.247351,92.43134,369.4734,4400
113.2215,59.76%,3.247281,92.42442,370.3071,4410
113.4783,59.67%,3.247194,92.42761,371.1407,4420
113.735,59.58%,3.24708,92.42854,371.9744,4430
113.9917,59.49%,3.247037,92.42516,372.8081,4440
114.2485,59.40%,3.246972,92.42715,373.6417,4450
114.5052,59.31%,3.246867,92.42655,374.4753,4460
114.762,59.22%,3.246795,92.42733,375.3089,4470
115.0187,59.13%,3.246693,92.42763,376.1425,4480
115.2754,59.03%,3.246644,92.42573,376.976,4490
115.5322,58.94%,3.246568,92.42253,377.8095,4500
115.7889,58.85%,3.246496,92.42584,378.643,4510
116.0456,58.76%,3.246413,92.42319,379.4765,4520
116.3024,58.67%,3.246318,92.42867,380.31,4530
116.5591,58.58%,3.246237,92.42528,381.1434,4540
116.8159,58.49%,3.246191,92.42494,381.9768,4550
117.0726,58.40%,3.246116,92.4255,382.8102,4560
117.3293,58.30%,3.246023,92.42537,383.6436,4570
117.5861,58.21%,3.245938,92.42307,384.477,4580
117.8428,58.12%,3.245898,92.42188,385.3103,4590
118.0995,58.03%,3.2458,92.42174,386.1436,4600
118.3563,57.94%,3.245724,92.4201,386.9769,4610
118.613,57.85%,3.245647,92.42337,387.8102,4620
118.8697,57.76%,3.245573,92.42793,388.6435,4630
119.1265,57.67%,3.245497,92.42245,389.4767,4640
119.3832,57.57%,3.24541,92.42245,390.3099,4650
119.6399,57.48%,3.245327,92.42551,391.1431,4660
119.8967,57.39%,3.245257,92.42268,391.9763,4670
120.1534,57.30%,3.245202,92.42692,392.8095,4680
120.4101,57.21%,3.245119,92.4267,393.6426,4690
120.6669,57.12%,3.245011,92.42411,394.4758,4700
120.9236,57.03%,3.244975,92.42585,395.3089,4710
121.1804,56.94%,3.244877,92.42517,396.142,4720
121.4371,56.84%,3.244809,92.42301,396.975,4730
121.6938,56.75%,3.244746,92.4235,397.8081,4740
121.9506,56.66%,3.244653,92.42525,398.6411,4750
122.2073,56.57%,3.244595,92.4234,399.4742,4760
122.464,56.48%,3.244514,92.42421,400.3071,4770
122.7208,56.39%,3.244434,92.42632,401.1401,4780
122.9775,56.30%,3.244349,92.42535,401.9731,4790
123.2343,56.21%,3.244294,92.42245,402.806,4800
123.491,56.11%,3.244226,92.42246,403.6389,4810
123.7477,56.02%,3.244139,92.42516,404.4718,4820
124.0045,55.93%,3.244082,92.42513,405.3047,4830
124.2612,55.84%,3.243993,92.42654,406.1376,4840
124.5179,55.75%,3.243935,92.42664,406.9705,4850
124.7747,55.66%,3.243889,92.42233,407.8033,4860
125.0314,55.57%,3.243791,92.42523,408.6361,4870
125.2881,55.48%,3.243719,92.42456,409.4689,4880
125.5449,55.38%,3.243662,92.42187,410.3016,4890
125.8016,55.29%,3.243572,92.4275,411.1344,4900
126.0584,55.20%,3.243488,92.42866,411.9671,4910
126.3151,55.11%,3.243441,92.42222,412.7999,4920
126.5718,55.02%,3.243354,92.42667,413.6326,4930
126.8286,54.93%,3.243301,92.42738,414.4652,4940
127.0853,54.84%,3.243206,92.4268,415.2979,4950
127.3421,54.75%,3.243138,92.42773,416.1306,4960
127.5988,54.65%,3.243053,92.42562,416.9632,4970
127.8555,54.56%,3.24297,92.42631,417.7958,4980
128.1123,54.47%,3.242907,92.4215,418.6284,4990
128.369,54.38%,3.242839,92.42397,419.4609,5000
128.6257,54.29%,3.242771,92.42408,420.2935,5010
128.8825,54.20%,3.242692,92.42503,421.126,5020
129.1392,54.11%,3.24261,92.4268,421.9585,5030
