Ah,SOC,V,A,Wh,time,tp,tn,tb,ta
0.000389,100.00%,3.348709,-140.1384,-0.001302,0,35.17,35.05,35.17,35.12
0.389085,99.86%,3.310147,-140.0804,-1.293629,10,35.24,35.13,35.11,35.14
0.778172,99.72%,3.293096,-140.0648,-2.57794,20,35.43,35.33,35.13,35.12
1.167256,99.59%,3.282989,-140.0653,-3.857101,30,35.54,35.41,35.08,35.16
1.556339,99.45%,3.276754,-140.0758,-5.133144,40,35.61,35.64,35.08,35.08
1.945426,99.31%,3.272929,-140.068,-6.407278,50,35.77,35.81,35.06,35.03
2.334512,99.17%,3.270762,-140.0668,-7.680261,60,35.79,35.88,35.1,35.1
2.723598,99.04%,3.26961,-140.0584,-8.952615,70,35.89,35.99,35.09,35.03
3.112689,98.90%,3.269072,-140.0804,-10.22467,80,35.96,36.06,35.11,35.04
3.501777,98.76%,3.268865,-140.0636,-11.49658,90,36.02,36.23,35.07,35.05
3.890864,98.62%,3.268824,-140.0618,-12.76844,100,36.11,36.26,35.09,35.04
4.279955,98.48%,3.26883,-140.0708,-14.04031,110,36.14,36.32,35.13,35.02
4.669047,98.35%,3.268903,-140.0847,-15.31221,120,36.25,36.38,35.07,35.07
5.058139,98.21%,3.269009,-140.0802,-16.58414,130,36.29,36.51,35.17,35.09
5.447233,98.07%,3.269117,-140.0676,-17.8561,140,36.28,36.55,35.11,35.1
5.836326,97.93%,3.269212,-140.0742,-19.12811,150,36.43,36.69,35.19,35
6.225419,97.80%,3.269292,-140.0678,-20.40015,160,36.43,36.71,35.17,35.13
6.614512,97.66%,3.269391,-140.0735,-21.67222,170,36.51,36.78,35.19,35.15
7.003606,97.52%,3.269457,-140.0776,-22.94432,180,36.53,36.89,35.16,35.11
7.3927,97.38%,3.269508,-140.0747,-24.21646,190,36.55,36.92,35.25,35.04
7.781796,97.24%,3.269559,-140.0767,-25.48863,200,36.61,36.9,35.23,35.1
8.170891,97.11%,3.269636,-140.0678,-26.76082,210,36.66,37.01,35.26,35.09
8.559985,96.97%,3.269683,-140.0747,-28.03303,220,36.65,37.05,35.28,35.12
8.94908,96.83%,3.269766,-140.0737,-29.30526,230,36.67,37.04,35.26,35.16
9.338176,96.69%,3.269791,-140.0804,-30.57751,240,36.82,37.16,35.3,35.12
9.727271,96.56%,3.269817,-140.0675,-31.84978,250,36.77,37.14,35.32,35.15
10.11637,96.42%,3.269852,-140.077,-33.12206,260,36.8,37.21,35.33,35.12
10.50546,96.28%,3.26989,-140.0719,-34.39435,270,36.86,37.3,35.35,35.09
10.89456,96.14%,3.269909,-140.0779,-35.66665,280,36.95,37.22,35.35,35.14
11.28365,96.01%,3.269954,-140.0703,-36.93896,290,36.89,37.33,35.42,35.1
11.67275,95.87%,3.269973,-140.0683,-38.21128,300,36.92,37.39,35.36,35.12
12.06184,95.73%,3.26997,-140.0682,-39.4836,310,37.03,37.35,35.44,35.11
12.45093,95.59%,3.269992,-140.0802,-40.75594,320,36.97,37.37,35.41,35.1
12.84003,95.45%,3.270005,-140.0712,-42.02827,330,37.06,37.41,35.4,35.12
13.22912,95.32%,3.269998,-140.0779,-43.30061,340,37.05,37.46,35.43,35.11
13.61822,95.18%,3.269982,-140.0763,-44.57294,350,37.1,37.51,35.42,35.12
14.00731,95.04%,3.270005,-140.0818,-45.84528,360,37.1,37.57,35.46,35.18
14.3964,94.90%,3.270011,-140.0671,-47.11762,370,37.13,37.62,35.39,35.04
14.7855,94.77%,3.269995,-140.0834,-48.38996,380,37.16,37.56,35.5,35.12
15.17459,94.63%,3.269995,-140.0682,-49.66229,390,37.19,37.6,35.49,35.19
15.56368,94.49%,3.269982,-140.0776,-50.93462,400,37.24,37.62,35.49,35.2
15.95278,94.35%,3.269992,-140.0609,-52.20694,410,37.22,37.72,35.45,35.2
16.34187,94.21%,3.269973,-140.0662,-53.47926,420,37.31,37.77,35.51,35.13
16.73096,94.08%,3.269951,-140.0701,-54.75158,430,37.23,37.76,35.52,35.19
17.12005,93.94%,3.269951,-140.0772,-56.02389,440,37.31,37.78,35.57,35.16
17.50914,93.80%,3.269919,-140.0696,-57.2962,450,37.31,37.8,35.6,35.13
17.89824,93.66%,3.269893,-140.0662,-58.5685,460,37.36,37.75,35.55,35.07
18.28733,93.53%,3.269884,-140.0815,-59.8408,470,37.45,37.78,35.54,35.14
18.67643,93.39%,3.269849,-140.0753,-61.11309,480,37.41,37.79,35.54,35.22
19.06552,93.25%,3.269836,-140.0701,-62.38536,490,37.42,37.81,35.57,35.19
19.45461,93.11%,3.269814,-140.0799,-63.65764,500,37.45,37.91,35.58,35.16
19.84371,92.97%,3.269804,-140.0815,-64.9299,510,37.5,37.87,35.62,35.11
20.23281,92.84%,3.269772,-140.0666,-66.20216,520,37.5,37.89,35.69,35.08
20.6219,92.70%,3.269718,-140.0864,-67.4744,530,37.51,37.84,35.59,35.11
21.01099,92.56%,3.269693,-140.0738,-68.74663,540,37.56,37.95,35.6,35.1
21.40009,92.42%,3.269696,-140.0797,-70.01885,550,37.52,37.96,35.64,35.19
21.78918,92.29%,3.269639,-140.0753,-71.29106,560,37.51,37.97,35.66,35.16
22.17828,92.15%,3.269617,-140.0653,-72.56326,570,37.6,38.02,35.72,35.17
22.56737,92.01%,3.269575,-140.0655,-73.83543,580,37.54,37.99,35.67,35.19
22.95646,91.87%,3.26954,-140.0737,-75.10759,590,37.58,38.04,35.71,35.14
23.34556,91.73%,3.269502,-140.0751,-76.37975,600,37.62,38.08,35.74,35.14
23.73465,91.60%,3.269489,-140.0682,-77.65189,610,37.65,38.04,35.75,35.11
24.12375,91.46%,3.269438,-140.0703,-78.92403,620,37.68,38.08,35.73,35.1
24.51284,91.32%,3.269397,-140.0687,-80.19614,630,37.67,38.14,35.71,35.12
24.90194,91.18%,3.269378,-140.0689,-81.46825,640,37.71,38.11,35.73,35.2
25.29103,91.05%,3.269308,-140.074,-82.74033,650,37.61,38.13,35.8,35.16
25.68013,90.91%,3.269282,-140.0795,-84.01241,660,37.71,38.24,35.74,35.17
26.06923,90.77%,3.269212,-140.0854,-85.28446,670,37.73,38.18,35.78,35.14
26.45833,90.63%,3.269177,-140.0676,-86.5565,680,37.84,38.2,35.8,35.21
26.84742,90.50%,3.269152,-140.0708,-87.82853,690,37.77,38.25,35.73,35.19
27.23652,90.36%,3.269104,-140.0783,-89.10053,700,37.79,38.2,35.76,35.19
27.62561,90.22%,3.269072,-140.0786,-90.37251,710,37.78,38.18,35.8,35.25
28.01471,90.08%,3.269031,-140.0724,-91.64449,720,37.79,38.21,35.78,35.27
28.40381,89.94%,3.26898,-140.0643,-92.91645,730,37.89,38.25,35.84,35.27
28.79291,89.81%,3.268926,-140.0774,-94.18839,740,37.8,38.36,35.86,35.27
29.182,89.67%,3.268894,-140.0781,-95.4603,750,37.85,38.31,35.87,35.26
29.5711,89.53%,3.268821,-140.0737,-96.73219,760,37.87,38.31,35.96,35.37
29.96019,89.39%,3.268795,-140.0735,-98.00407,770,37.89,38.31,35.88,35.39
30.34929,89.26%,3.268719,-140.0666,-99.27593,780,38,38.37,35.95,35.37
30.73839,89.12%,3.268655,-140.0815,-100.5478,790,37.92,38.36,35.93,35.36
31.12748,88.98%,3.268649,-140.0765,-101.8196,800,37.88,38.38,35.99,35.44
31.51658,88.84%,3.268557,-140.0829,-103.0914,810,37.93,38.4,36.03,35.4
31.90567,88.70%,3.268509,-140.0772,-104.3632,820,37.95,38.45,35.95,35.35
32.29477,88.57%,3.268471,-140.0822,-105.6349,830,37.95,38.39,36.03,35.31
32.68386,88.43%,3.268378,-140.0783,-106.9066,840,37.99,38.38,35.93,35.4
33.07296,88.29%,3.268347,-140.074,-108.1783,850,38.03,38.41,35.97,35.41
33.46205,88.15%,3.268302,-140.0792,-109.45,860,38.09,38.49,36.08,35.38
33.85115,88.02%,3.268239,-140.0664,-110.7217,870,38,38.49,35.98,35.38
34.24024,87.88%,3.26814,-140.0735,-111.9933,880,38.04,38.51,36.02,35.3
34.62934,87.74%,3.268105,-140.0712,-113.2649,890,38.06,38.47,36.04,35.33
35.01844,87.60%,3.268051,-140.077,-114.5365,900,38.12,38.53,36.06,35.39
35.40754,87.46%,3.267968,-140.0831,-115.8081,910,38.1,38.54,35.99,35.36
35.79663,87.33%,3.267908,-140.0678,-117.0797,920,38.13,38.53,36.08,35.37
36.18573,87.19%,3.267844,-140.0643,-118.3512,930,38.08,38.45,36.08,35.4
36.57483,87.05%,3.26778,-140.0753,-119.6227,940,38.12,38.51,36.07,35.33
36.96392,86.91%,3.267732,-140.073,-120.8942,950,38.15,38.57,36.12,35.37
37.35302,86.78%,3.267672,-140.0737,-122.1656,960,38.18,38.56,36.11,35.37
37.74212,86.64%,3.267596,-140.0724,-123.4371,970,38.21,38.57,36.12,35.42
38.13122,86.50%,3.267541,-140.063,-124.7085,980,38.18,38.58,36.12,35.39
38.52032,86.36%,3.267491,-140.0659,-125.9799,990,38.2,38.56,36.15,35.49
38.90942,86.22%,3.267389,-140.0714,-127.2512,1000,38.23,38.67,36.13,35.4
39.29852,86.09%,3.267341,-140.0767,-128.5225,1010,38.22,38.63,36.17,35.38
39.68761,85.95%,3.267303,-140.0843,-129.7938,1020,38.24,38.68,36.13,35.4
40.07671,85.81%,3.267214,-140.0854,-131.0651,1030,38.2,38.67,36.23,35.36
40.46581,85.67%,3.267141,-140.0639,-132.3364,1040,38.28,38.63,36.2,35.34
40.85491,85.54%,3.267083,-140.0795,-133.6076,1050,38.25,38.66,36.13,35.26
41.244,85.40%,3.266978,-140.0682,-134.8788,1060,38.24,38.71,36.18,35.3
41.6331,85.26%,3.266934,-140.0673,-136.1499,1070,38.29,38.65,36.18,35.29
42.0222,85.12%,3.266857,-140.0753,-137.4211,1080,38.24,38.67,36.2,35.24
42.41129,84.98%,3.266762,-140.0618,-138.6922,1090,38.35,38.72,36.18,35.18
42.80039,84.85%,3.266701,-140.0687,-139.9633,1100,38.33,38.65,36.22,35.21
43.18948,84.71%,3.266625,-140.0804,-141.2343,1110,38.32,38.62,36.24,35.13
43.57858,84.57%,3.266533,-140.0749,-142.5053,1120,38.26,38.73,36.18,35.19
43.96768,84.43%,3.266466,-140.0788,-143.7763,1130,38.27,38.59,36.22,35.14
44.35677,84.30%,3.266402,-140.0797,-145.0473,1140,38.33,38.62,36.22,35.16
44.74587,84.16%,3.266339,-140.0779,-146.3182,1150,38.33,38.68,36.2,35.16
45.13496,84.02%,3.266211,-140.0714,-147.5891,1160,38.39,38.79,36.24,35.2
45.52406,83.88%,3.26617,-140.079,-148.86,1170,38.34,38.75,36.23,35.25
45.91316,83.75%,3.266055,-140.0788,-150.1308,1180,38.3,38.74,36.28,35.21
46.30225,83.61%,3.265976,-140.0829,-151.4016,1190,38.33,38.77,36.26,35.28
46.69135,83.47%,3.265915,-140.0719,-152.6723,1200,38.39,38.74,36.29,35.23
47.08044,83.33%,3.265836,-140.0699,-153.9431,1210,38.34,38.77,36.25,35.19
47.46953,83.19%,3.265699,-140.0747,-155.2137,1220,38.35,38.76,36.3,35.32
47.85863,83.06%,3.265625,-140.0676,-156.4844,1230,38.32,38.78,36.23,35.28
48.24773,82.92%,3.265553,-140.0809,-157.755,1240,38.39,38.8,36.27,35.22
48.63682,82.78%,3.265451,-140.0726,-159.0256,1250,38.37,38.86,36.29,35.25
49.02592,82.64%,3.265368,-140.0847,-160.2962,1260,38.34,38.78,36.28,35.2
49.41501,82.51%,3.265266,-140.0831,-161.5667,1270,38.39,38.81,36.22,35.07
49.8041,82.37%,3.265183,-140.0772,-162.8372,1280,38.44,38.78,36.35,35.2
50.1932,82.23%,3.265091,-140.0669,-164.1076,1290,38.41,38.8,36.32,35.18
50.58229,82.09%,3.264983,-140.0671,-165.378,1300,38.46,38.81,36.38,35.15
50.97139,81.95%,3.264887,-140.0772,-166.6484,1310,38.49,38.83,36.42,35.16
51.36049,81.82%,3.264795,-140.065,-167.9187,1320,38.45,38.83,36.33,35.23
51.74958,81.68%,3.264703,-140.0847,-169.189,1330,38.48,38.89,36.4,35.22
52.13868,81.54%,3.264601,-140.0728,-170.4593,1340,38.44,38.89,36.33,35.26
52.52777,81.40%,3.264509,-140.0648,-171.7295,1350,38.46,38.91,36.41,35.29
52.91686,81.27%,3.264372,-140.0841,-172.9997,1360,38.5,38.83,36.39,35.27
53.30596,81.13%,3.264279,-140.0737,-174.2698,1370,38.53,38.92,36.47,35.27
53.69506,80.99%,3.264203,-140.0664,-175.5399,1380,38.49,38.92,36.47,35.25
54.08416,80.85%,3.264089,-140.074,-176.81,1390,38.53,38.83,36.43,35.3
54.47325,80.71%,3.263983,-140.0781,-178.08,1400,38.52,38.95,36.5,35.35
54.86234,80.58%,3.263863,-140.0866,-179.35,1410,38.57,38.98,36.45,35.26
55.25144,80.44%,3.263764,-140.0852,-180.6199,1420,38.46,38.89,36.46,35.32
55.64053,80.30%,3.263662,-140.0664,-181.8898,1430,38.48,39,36.51,35.28
56.02963,80.16%,3.263554,-140.0802,-183.1597,1440,38.64,38.96,36.46,35.16
56.41872,80.03%,3.263417,-140.0712,-184.4295,1450,38.56,38.94,36.47,35.2
56.80782,79.89%,3.263334,-140.0813,-185.6992,1460,38.6,38.84,36.47,35.17
57.19691,79.75%,3.263223,-140.0696,-186.969,1470,38.61,38.96,36.52,35.15
57.58601,79.61%,3.263093,-140.068,-188.2386,1480,38.54,38.89,36.5,35.18
57.97511,79.47%,3.262962,-140.0781,-189.5083,1490,38.53,38.9,36.5,35.14
58.3642,79.34%,3.262828,-140.0646,-190.7778,1500,38.49,38.91,36.48,35.13
58.7533,79.20%,3.262743,-140.0788,-192.0474,1510,38.52,38.92,36.53,35.1
59.14239,79.06%,3.262606,-140.0696,-193.3169,1520,38.57,38.98,36.43,35.2
59.53148,78.92%,3.262485,-140.0802,-194.5863,1530,38.6,38.97,36.5,35.18
59.92058,78.79%,3.262354,-140.0831,-195.8557,1540,38.61,38.93,36.51,35.11
60.30967,78.65%,3.26223,-140.0666,-197.125,1550,38.62,38.91,36.57,35.13
60.69876,78.51%,3.262128,-140.0767,-198.3943,1560,38.62,38.91,36.51,35.16
61.08786,78.37%,3.261969,-140.0861,-199.6635,1570,38.62,38.99,36.51,35.27
61.47695,78.24%,3.261845,-140.077,-200.9327,1580,38.62,38.93,36.55,35.16
61.86604,78.10%,3.261711,-140.0712,-202.2019,1590,38.65,39,36.55,35.24
62.25513,77.96%,3.26159,-140.0749,-203.471,1600,38.67,39.01,36.61,35.2
62.64423,77.82%,3.261444,-140.079,-204.74,1610,38.71,39,36.55,35.25
63.03332,77.68%,3.261317,-140.0772,-206.009,1620,38.63,39.08,36.63,35.3
63.42241,77.55%,3.261174,-140.0753,-207.2779,1630,38.69,39.03,36.64,35.26
63.8115,77.41%,3.261046,-140.0694,-208.5468,1640,38.73,39.06,36.6,35.25
64.20059,77.27%,3.260884,-140.0662,-209.8156,1650,38.7,39,36.64,35.27
64.58968,77.13%,3.260744,-140.0733,-211.0844,1660,38.8,39.05,36.64,35.25
64.97878,77.00%,3.260598,-140.0611,-212.3531,1670,38.69,39.11,36.65,35.37
65.36787,76.86%,3.260448,-140.0792,-213.6217,1680,38.62,39.03,36.62,35.27
65.75696,76.72%,3.260298,-140.065,-214.8903,1690,38.67,39.04,36.67,35.3
66.14605,76.58%,3.260149,-140.0646,-216.1588,1700,38.75,39.08,36.66,35.35
66.53515,76.44%,3.259967,-140.0818,-217.4273,1710,38.75,39.16,36.68,35.42
66.92424,76.31%,3.25984,-140.0618,-218.6957,1720,38.7,39.07,36.61,35.37
67.31333,76.17%,3.259697,-140.0673,-219.964,1730,38.7,39.1,36.75,35.37
67.70242,76.03%,3.259522,-140.0641,-221.2323,1740,38.77,39.13,36.69,35.4
68.09152,75.89%,3.259363,-140.0792,-222.5005,1750,38.72,39.12,36.74,35.45
68.48061,75.76%,3.259184,-140.0811,-223.7687,1760,38.78,39.05,36.74,35.42
68.86971,75.62%,3.259003,-140.0857,-225.0368,1770,38.82,39.25,36.74,35.46
69.2588,75.48%,3.258841,-140.0786,-226.3048,1780,38.77,39.19,36.68,35.41
69.6479,75.34%,3.258663,-140.0634,-227.5728,1790,38.83,39.14,36.86,35.32
70.03699,75.20%,3.258494,-140.0641,-228.8407,1800,38.84,39.07,36.78,35.34
70.42608,75.07%,3.258335,-140.0597,-230.1085,1810,38.81,39.19,36.78,35.28
70.81517,74.93%,3.258138,-140.0735,-231.3762,1820,38.82,39.17,36.73,35.22
71.20426,74.79%,3.257972,-140.0836,-232.6439,1830,38.79,39.2,36.72,35.3
71.59336,74.65%,3.257781,-140.0857,-233.9115,1840,38.85,39.15,36.72,35.26
71.98244,74.52%,3.257577,-140.0845,-235.1791,1850,38.83,39.13,36.78,35.22
72.37154,74.38%,3.257386,-140.0623,-236.4465,1860,38.82,39.21,36.79,35.25
72.76063,74.24%,3.25718,-140.0689,-237.7139,1870,38.83,39.24,36.76,35.26
73.14972,74.10%,3.256976,-140.0822,-238.9812,1880,38.82,39.16,36.77,35.31
73.53881,73.96%,3.256798,-140.0678,-240.2484,1890,38.91,39.21,36.82,35.32
73.9279,73.83%,3.256581,-140.0602,-241.5156,1900,38.86,39.17,36.84,35.33
74.31699,73.69%,3.256387,-140.0641,-242.7827,1910,38.91,39.23,36.83,35.34
74.70608,73.55%,3.256199,-140.0753,-244.0496,1920,38.91,39.24,36.86,35.33
75.09517,73.41%,3.255977,-140.0683,-245.3166,1930,38.94,39.23,36.84,35.33
75.48426,73.28%,3.255805,-140.0728,-246.5834,1940,38.91,39.23,36.83,35.31
75.87335,73.14%,3.255579,-140.0781,-247.8501,1950,38.91,39.33,36.83,35.32
76.26244,73.00%,3.255372,-140.0742,-249.1168,1960,38.92,39.24,36.89,35.37
76.65153,72.86%,3.255168,-140.0641,-250.3834,1970,38.92,39.24,36.91,35.38
77.04062,72.73%,3.254942,-140.0669,-251.6499,1980,38.96,39.29,36.94,35.41
77.42971,72.59%,3.254701,-140.0825,-252.9163,1990,38.92,39.3,36.86,35.35
77.81879,72.45%,3.254494,-140.0611,-254.1826,2000,38.94,39.37,36.87,35.34
78.20789,72.31%,3.254287,-140.0591,-255.4489,2010,39,39.25,36.88,35.35
78.59697,72.17%,3.254039,-140.0639,-256.7151,2020,39,39.23,36.88,35.21
78.98606,72.04%,3.253822,-140.0671,-257.9811,2030,38.94,39.29,36.88,35.21
79.37514,71.90%,3.253606,-140.0636,-259.2471,2040,38.94,39.27,36.85,35.2
79.76424,71.76%,3.253383,-140.0724,-260.513,2050,39.01,39.34,36.82,35.2
80.15332,71.62%,3.253132,-140.0653,-261.7788,2060,38.94,39.34,36.95,35.24
80.54241,71.49%,3.252899,-140.0687,-263.0445,2070,38.98,39.22,36.96,35.21
80.9315,71.35%,3.25267,-140.0728,-264.3101,2080,38.97,39.23,37,35.3
81.32059,71.21%,3.252425,-140.0723,-265.5757,2090,38.99,39.17,37,35.35
81.70969,71.07%,3.252167,-140.0652,-266.8411,2100,39.05,39.33,36.92,35.37
82.09878,70.93%,3.251932,-140.0678,-268.1064,2110,39.02,39.31,37.02,35.4
82.48787,70.80%,3.251683,-140.0643,-269.3717,2120,39.03,39.37,36.98,35.34
82.87696,70.66%,3.251458,-140.062,-270.6369,2130,39.05,39.37,37.04,35.43
83.26605,70.52%,3.251213,-140.0655,-271.9019,2140,39.02,39.39,36.97,35.35
83.65514,70.38%,3.250955,-140.0611,-273.1669,2150,39.05,39.41,37.01,35.35
84.04423,70.25%,3.250707,-140.0682,-274.4318,2160,39.07,39.38,37.01,35.32
84.43332,70.11%,3.250481,-140.0799,-275.6965,2170,38.99,39.36,37.01,35.31
84.8224,69.97%,3.250226,-140.077,-276.9612,2180,39.04,39.4,36.93,35.27
85.21149,69.83%,3.249987,-140.0627,-278.2258,2190,39.04,39.33,36.93,35.24
85.60058,69.69%,3.24972,-140.0804,-279.4903,2200,39.07,39.38,37.03,35.32
85.98967,69.56%,3.249507,-140.068,-280.7546,2210,39.09,39.42,37.04,35.35
86.37875,69.42%,3.249262,-140.0634,-282.019,2220,39.07,39.37,37,35.28
86.76785,69.28%,3.249004,-140.065,-283.2831,2230,39.1,39.35,37.03,35.29
87.15694,69.14%,3.248762,-140.0779,-284.5472,2240,39.06,39.39,37.05,35.29
87.54602,69.01%,3.248511,-140.0744,-285.8112,2250,39.08,39.43,37,35.37
87.93511,68.87%,3.248294,-140.0788,-287.0752,2260,39.08,39.46,37.06,35.26
88.3242,68.73%,3.248043,-140.0756,-288.339,2270,39.1,39.35,37.04,35.29
88.71329,68.59%,3.247795,-140.0634,-289.6027,2280,39.08,39.38,37.04,35.23
89.10238,68.45%,3.247559,-140.0724,-290.8664,2290,39.02,39.48,37.09,35.31
89.49147,68.32%,3.24733,-140.0834,-292.1299,2300,39.03,39.38,37.03,35.3
89.88055,68.18%,3.247108,-140.087,-293.3934,2310,39.15,39.44,37.15,35.25
90.26965,68.04%,3.246856,-140.0797,-294.6567,2320,39.06,39.42,37.04,35.18
90.65874,67.90%,3.246633,-140.0678,-295.92,2330,39.13,39.45,37,35.19
91.04783,67.77%,3.246423,-140.074,-297.1832,2340,39.15,39.46,37.12,35.27
91.43692,67.63%,3.246169,-140.0799,-298.4463,2350,39.13,39.35,36.98,35.3
91.82601,67.49%,3.245949,-140.071,-299.7093,2360,39.07,39.4,37.01,35.26
92.2151,67.35%,3.245749,-140.0721,-300.9723,2370,39.09,39.44,37.09,35.27
92.60419,67.22%,3.245522,-140.0737,-302.2351,2380,39.14,39.41,37.1,35.25
92.99329,67.08%,3.245296,-140.08,-303.4979,2390,39.17,39.42,37.13,35.26
93.38239,66.94%,3.245096,-140.0689,-304.7606,2400,39.11,39.43,37.06,35.24
93.77147,66.80%,3.244908,-140.0659,-306.0231,2410,39.18,39.43,37.07,35.27
94.16056,66.66%,3.244673,-140.0841,-307.2856,2420,39.2,39.39,37.17,35.25
94.54965,66.53%,3.244479,-140.0758,-308.5481,2430,39.09,39.41,37.09,35.31
94.93874,66.39%,3.244291,-140.0609,-309.8104,2440,39.18,39.45,37.1,35.25
95.32783,66.25%,3.244087,-140.0623,-311.0727,2450,39.17,39.5,37.09,35.34
95.71692,66.11%,3.243893,-140.0731,-312.3349,2460,39.21,39.44,37.18,35.33
96.106,65.98%,3.243674,-140.0714,-313.597,2470,39.16,39.46,37.07,35.31
96.49509,65.84%,3.243489,-140.0694,-314.8591,2480,39.15,39.54,37.09,35.32
96.88419,65.70%,3.243298,-140.0607,-316.121,2490,39.12,39.56,37.12,35.33
97.27328,65.56%,3.243136,-140.0701,-317.3829,2500,39.13,39.58,37.16,35.3
97.66237,65.42%,3.242923,-140.0742,-318.6448,2510,39.2,39.5,37.16,35.25
98.05146,65.29%,3.242735,-140.0669,-319.9065,2520,39.21,39.47,37.16,35.33
98.44054,65.15%,3.242588,-140.0795,-321.1682,2530,39.22,39.49,37.13,35.32
98.82964,65.01%,3.242382,-140.0643,-322.4298,2540,39.26,39.51,37.18,35.32
99.21873,64.87%,3.242232,-140.0763,-323.6914,2550,39.18,39.43,37.13,35.4
99.60781,64.74%,3.24205,-140.0838,-324.9529,2560,39.15,39.5,37.19,35.36
99.9969,64.60%,3.241875,-140.0815,-326.2143,2570,39.26,39.54,37.2,35.29
100.386,64.46%,3.241735,-140.0712,-327.4756,2580,39.17,39.44,37.14,35.32
100.7751,64.32%,3.241589,-140.0786,-328.7369,2590,39.18,39.47,37.08,35.36
101.1642,64.18%,3.241424,-140.0623,-329.9981,2600,39.27,39.54,37.23,35.42
101.5533,64.05%,3.241271,-140.0749,-331.2593,2610,39.21,39.53,37.16,35.43
101.9423,63.91%,3.241105,-140.0714,-332.5204,2620,39.34,39.56,37.15,35.47
102.3314,63.77%,3.240959,-140.0788,-333.7815,2630,39.27,39.61,37.19,35.37
102.7205,63.63%,3.240806,-140.0611,-335.0425,2640,39.25,39.51,37.16,35.31
103.1096,63.50%,3.24066,-140.0685,-336.3034,2650,39.19,39.52,37.17,35.37
103.4987,63.36%,3.240523,-140.0781,-337.5643,2660,39.18,39.46,37.09,35.44
103.8878,63.22%,3.240396,-140.0591,-338.8251,2670,39.24,39.51,37.1,35.25
104.2769,63.08%,3.240227,-140.0696,-340.0859,2680,39.25,39.51,37.15,35.23
104.666,62.94%,3.240116,-140.0696,-341.3466,2690,39.23,39.56,37.15,35.19
105.0551,62.81%,3.239937,-140.0804,-342.6073,2700,39.22,39.56,37.16,35.12
105.4442,62.67%,3.239826,-140.0634,-343.8679,2710,39.32,39.43,37.21,35.04
105.8332,62.53%,3.239676,-140.0662,-345.1284,2720,39.19,39.44,37.1,35.06
106.2223,62.39%,3.239543,-140.0689,-346.3889,2730,39.24,39.48,37.12,35.03
106.6114,62.26%,3.239434,-140.0774,-347.6494,2740,39.18,39.5,37.1,35.11
107.0005,62.12%,3.239282,-140.0699,-348.9097,2750,39.24,39.45,37.09,35.05
107.3896,61.98%,3.239139,-140.0735,-350.1701,2760,39.23,39.47,37.08,35.03
107.7787,61.84%,3.239049,-140.0643,-351.4304,2770,39.15,39.51,37.12,35.09
108.1678,61.70%,3.238906,-140.0689,-352.6906,2780,39.19,39.54,37,35.18
108.5569,61.57%,3.23876,-140.0696,-353.9508,2790,39.22,39.52,37.13,35.16
108.9459,61.43%,3.238661,-140.0731,-355.211,2800,39.25,39.45,37.06,35.22
109.335,61.29%,3.238499,-140.0806,-356.4711,2810,39.29,39.52,37.13,35.27
109.7241,61.15%,3.23841,-140.079,-357.7311,2820,39.28,39.48,37.18,35.28
110.1132,61.02%,3.238286,-140.0609,-358.9911,2830,39.3,39.55,37.2,35.36
110.5023,60.88%,3.238171,-140.0829,-360.2511,2840,39.29,39.56,37.14,35.44
110.8914,60.74%,3.238041,-140.0744,-361.511,2850,39.29,39.64,37.12,35.33
111.2805,60.60%,3.237939,-140.0667,-362.7709,2860,39.31,39.55,37.19,35.35
111.6696,60.47%,3.237815,-140.0646,-364.0307,2870,39.26,39.55,37.11,35.37
112.0587,60.33%,3.23769,-140.0678,-365.2905,2880,39.26,39.52,37.15,35.35
112.4478,60.19%,3.237592,-140.0696,-366.5502,2890,39.27,39.56,37.2,35.3
112.8369,60.05%,3.237462,-140.0731,-367.8099,2900,39.34,39.55,37.25,35.24
113.2259,59.91%,3.237353,-140.071,-369.0696,2910,39.32,39.58,37.18,35.21
113.615,59.78%,3.237258,-140.0643,-370.3292,2920,39.3,39.5,37.2,35.31
114.0041,59.64%,3.23714,-140.0815,-371.5887,2930,39.35,39.59,37.13,35.28
114.3932,59.50%,3.237019,-140.0671,-372.8483,2940,39.32,39.59,37.17,35.3
114.7823,59.36%,3.236943,-140.0735,-374.1078,2950,39.31,39.53,37.16,35.34
115.1714,59.23%,3.23679,-140.0818,-375.3672,2960,39.31,39.53,37.11,35.36
115.5605,59.09%,3.23672,-140.0627,-376.6266,2970,39.29,39.65,37.16,35.32
115.9496,58.95%,3.236599,-140.0749,-377.8859,2980,39.38,39.59,37.14,35.34
116.3387,58.81%,3.236478,-140.079,-379.1452,2990,39.31,39.64,37.08,35.29
116.7278,58.67%,3.236383,-140.0813,-380.4045,3000,39.35,39.52,37.22,35.25
117.1169,58.54%,3.236281,-140.0694,-381.6637,3010,39.28,39.6,37.25,35.38
117.5059,58.40%,3.236188,-140.0781,-382.9229,3020,39.35,39.56,37.16,35.37
117.895,58.26%,3.236061,-140.0701,-384.182,3030,39.25,39.54,37.21,35.32
118.2841,58.12%,3.23596,-140.0776,-385.4411,3040,39.34,39.63,37.22,35.33
118.6732,57.99%,3.235877,-140.0705,-386.7002,3050,39.33,39.6,37.22,35.35
119.0623,57.85%,3.235734,-140.0687,-387.9592,3060,39.33,39.55,37.16,35.27
