Ah,SOC,V,A,Wh,time,tp,tn,tb,ta
25.29176,91.01%,3.268919,-140.0789,-82.71181,650,37.73,37.39,35.75,35.12
25.68087,90.87%,3.268862,-140.078,-83.98376,660,37.74,37.36,35.8,35.05
26.06998,90.73%,3.268795,-140.0796,-85.25571,670,37.76,37.39,35.7,35.04
26.45909,90.59%,3.268763,-140.0812,-86.52763,680,37.75,37.38,35.77,35.07
26.8482,90.46%,3.268735,-140.0782,-87.79952,690,37.83,37.43,35.78,35.1
27.23731,90.32%,3.268677,-140.0782,-89.0714,700,37.73,37.4,35.82,35.17
27.62642,90.18%,3.268614,-140.0821,-90.34327,710,37.8,37.34,35.77,35.19
28.01553,90.04%,3.268563,-140.0784,-91.61511,720,37.88,37.46,35.85,35.16
28.40464,89.90%,3.26855,-140.0782,-92.88694,730,37.84,37.4,35.86,35.13
28.79374,89.76%,3.26848,-140.0773,-94.15874,740,37.83,37.43,35.86,35.33
29.18286,89.63%,3.268429,-140.081,-95.43054,750,37.8,37.5,35.84,35.27
29.57196,89.49%,3.268372,-140.0752,-96.70231,760,37.88,37.59,35.99,35.36
29.96107,89.35%,3.268321,-140.0803,-97.97405,770,37.92,37.49,35.96,35.35
30.35018,89.21%,3.268286,-140.0752,-99.24578,780,37.9,37.53,35.84,35.28
30.73929,89.07%,3.268241,-140.0791,-100.5175,790,37.91,37.56,35.95,35.27
31.1284,88.93%,3.268149,-140.0782,-101.7892,800,37.92,37.58,35.98,35.16
31.51751,88.80%,3.26812,-140.0803,-103.0608,810,37.99,37.56,35.95,35.22
31.90661,88.66%,3.26806,-140.081,-104.3325,820,38.02,37.57,35.99,35.3
32.29573,88.52%,3.268022,-140.0814,-105.6041,830,38.05,37.68,35.92,35.3
32.68484,88.38%,3.267964,-140.0764,-106.8757,840,37.99,37.7,36,35.25
33.07394,88.24%,3.267904,-140.08,-108.1473,850,38.07,37.61,36.06,35.28
33.46305,88.10%,3.267853,-140.0789,-109.4189,860,38.12,37.6,36.02,35.25
33.85216,87.97%,3.267796,-140.0782,-110.6904,870,38.01,37.68,35.96,35.26
34.24127,87.83%,3.267745,-140.0803,-111.9619,880,37.99,37.64,36.09,35.31
34.63038,87.69%,3.267668,-140.081,-113.2334,890,38.03,37.7,36.01,35.34
35.01949,87.55%,3.267582,-140.0837,-114.5049,900,38.02,37.65,36.09,35.27
35.40859,87.41%,3.267547,-140.0755,-115.7763,910,38,37.7,36.05,35.2
35.7977,87.27%,3.267477,-140.0807,-117.0477,920,38.03,37.72,36.06,35.3
36.18681,87.14%,3.267413,-140.0768,-118.3191,930,38.08,37.67,36.1,35.33
36.57592,87.00%,3.267363,-140.0789,-119.5905,940,38.12,37.72,36.13,35.32
36.96503,86.86%,3.267273,-140.0821,-120.8618,950,38.08,37.81,36.08,35.31
37.35414,86.72%,3.267229,-140.0833,-122.1331,960,38.12,37.77,36.17,35.31
37.74325,86.58%,3.267152,-140.0809,-123.4044,970,38.2,37.7,36.14,35.33
38.13235,86.45%,3.267076,-140.0821,-124.6757,980,38.26,37.76,36.14,35.3
38.52146,86.31%,3.267012,-140.0814,-125.9469,990,38.23,37.78,36.14,35.34
38.91057,86.17%,3.266962,-140.0766,-127.2181,1000,38.16,37.82,36.19,35.33
39.29968,86.03%,3.266891,-140.0782,-128.4893,1010,38.15,37.77,36.16,35.32
39.68879,85.89%,3.266805,-140.0768,-129.7605,1020,38.27,37.79,36.21,35.17
40.0779,85.75%,3.266735,-140.08,-131.0316,1030,38.17,37.81,36.12,35.28
40.467,85.62%,3.266646,-140.0789,-132.3027,1040,38.16,37.83,36.18,35.26
40.85611,85.48%,3.266554,-140.0816,-133.5737,1050,38.27,37.9,36.22,35.17
41.24522,85.34%,3.266513,-140.0782,-134.8448,1060,38.16,37.79,36.17,35.14
41.63433,85.20%,3.26642,-140.0773,-136.1158,1070,38.25,37.82,36.22,35.05
42.02344,85.06%,3.266334,-140.0803,-137.3868,1080,38.12,37.79,36.19,35.09
42.41254,84.92%,3.266264,-140.0777,-138.6577,1090,38.23,37.81,36.22,35.1
42.80165,84.79%,3.266194,-140.0794,-139.9286,1100,38.2,37.76,36.22,35
43.19075,84.65%,3.266108,-140.0816,-141.1995,1110,38.27,37.8,36.23,35.01
43.57986,84.51%,3.266045,-140.0807,-142.4703,1120,38.15,37.79,36.22,35.04
43.96897,84.37%,3.265955,-140.0761,-143.7412,1130,38.16,37.79,36.17,35.11
44.35807,84.23%,3.265844,-140.0814,-145.0119,1140,38.19,37.79,36.21,35.15
44.74718,84.09%,3.265771,-140.0796,-146.2827,1150,38.2,37.81,36.24,35.13
45.13629,83.96%,3.265675,-140.078,-147.5534,1160,38.26,37.71,36.28,35.1
45.5254,83.82%,3.265599,-140.0814,-148.8241,1170,38.32,37.8,36.33,35.15
45.91451,83.68%,3.265519,-140.0807,-150.0948,1180,38.29,37.83,36.32,35.09
46.30362,83.54%,3.265436,-140.078,-151.3654,1190,38.32,37.86,36.31,35.2
46.69273,83.40%,3.265335,-140.0766,-152.636,1200,38.29,37.81,36.35,35.14
47.08183,83.26%,3.265265,-140.0773,-153.9066,1210,38.35,37.85,36.32,35.17
47.47094,83.13%,3.265156,-140.0796,-155.1771,1220,38.38,37.79,36.31,35.19
47.86005,82.99%,3.26508,-140.0752,-156.4476,1230,38.35,37.8,36.36,35.09
48.24916,82.85%,3.264959,-140.08,-157.718,1240,38.24,37.84,36.31,35.09
48.63827,82.71%,3.264886,-140.0761,-158.9884,1250,38.26,37.87,36.35,35.06
49.02738,82.57%,3.264781,-140.0759,-160.2588,1260,38.2,37.8,36.33,35.04
49.41648,82.43%,3.264698,-140.0796,-161.5291,1270,38.4,37.95,36.43,35.11
49.8056,82.30%,3.264615,-140.0768,-162.7994,1280,38.31,37.95,36.37,35.17
50.1947,82.16%,3.264501,-140.0824,-164.0697,1290,38.36,37.97,36.4,35.04
50.58381,82.02%,3.264405,-140.0812,-165.3399,1300,38.35,37.93,36.35,35.13
50.97292,81.88%,3.264322,-140.0796,-166.6101,1310,38.36,37.89,36.43,35.11
51.36203,81.74%,3.264208,-140.0798,-167.8803,1320,38.36,37.95,36.42,35.21
51.75113,81.60%,3.264096,-140.0803,-169.1504,1330,38.41,38.04,36.44,35.16
52.14024,81.47%,3.263978,-140.081,-170.4204,1340,38.42,37.99,36.46,35.18
52.52935,81.33%,3.263899,-140.0789,-171.6905,1350,38.41,37.98,36.41,35.2
52.91845,81.19%,3.263756,-140.0775,-172.9604,1360,38.32,37.9,36.42,35.25
53.30756,81.05%,3.26366,-140.0782,-174.2304,1370,38.4,37.99,36.42,35.24
53.69667,80.91%,3.263546,-140.0791,-175.5003,1380,38.42,38.02,36.48,35.2
54.08578,80.77%,3.263431,-140.081,-176.7701,1390,38.38,38.04,36.52,35.19
54.47488,80.64%,3.263323,-140.0777,-178.0399,1400,38.46,37.97,36.5,35.25
54.86399,80.50%,3.263227,-140.0761,-179.3097,1410,38.47,38.03,36.59,35.24
55.2531,80.36%,3.26309,-140.0791,-180.5794,1420,38.41,38.02,36.42,35.17
55.6422,80.22%,3.262982,-140.0793,-181.8491,1430,38.38,38.07,36.46,35.07
56.03131,80.08%,3.262877,-140.0777,-183.1187,1440,38.44,38.07,36.47,35.07
56.42041,79.94%,3.262756,-140.0775,-184.3883,1450,38.41,37.96,36.45,35.08
56.80952,79.81%,3.262648,-140.0805,-185.6578,1460,38.42,38,36.42,35.08
57.19863,79.67%,3.26252,-140.0812,-186.9273,1470,38.48,38.08,36.47,35.03
57.58774,79.53%,3.262387,-140.0803,-188.1968,1480,38.5,38.01,36.4,34.95
57.97684,79.39%,3.262269,-140.0816,-189.4662,1490,38.54,38.04,36.5,35.12
58.36595,79.25%,3.262157,-140.0754,-190.7355,1500,38.42,37.97,36.52,35.05
58.75505,79.11%,3.262024,-140.0789,-192.0048,1510,38.49,37.93,36.5,35.08
59.14416,78.98%,3.261893,-140.0755,-193.274,1520,38.53,38.01,36.58,35.04
59.53326,78.84%,3.261753,-140.0732,-194.5432,1530,38.49,37.98,36.54,34.95
59.92237,78.70%,3.261642,-140.0796,-195.8124,1540,38.48,38.03,36.55,35.01
60.31147,78.56%,3.261482,-140.0768,-197.0815,1550,38.43,38.04,36.51,35.1
60.70058,78.42%,3.261368,-140.0784,-198.3505,1560,38.5,38.05,36.54,35.17
61.08968,78.28%,3.261215,-140.0775,-199.6195,1570,38.5,38,36.48,35.16
61.47879,78.15%,3.261085,-140.0773,-200.8884,1580,38.5,38.11,36.59,35.19
61.86789,78.01%,3.260935,-140.0773,-202.1573,1590,38.51,38.1,36.64,35.19
62.257,77.87%,3.260782,-140.0743,-203.4261,1600,38.44,38.04,36.61,35.23
62.6461,77.73%,3.260661,-140.0793,-204.6949,1610,38.59,38.09,36.69,35.19
63.03521,77.59%,3.260483,-140.0791,-205.9636,1620,38.5,38,36.6,35.1
63.42431,77.45%,3.26033,-140.0791,-207.2322,1630,38.51,38.09,36.63,35.11
63.81342,77.32%,3.260196,-140.0828,-208.5008,1640,38.6,38.05,36.63,35.11
64.20252,77.18%,3.260028,-140.0789,-209.7693,1650,38.67,38.1,36.64,35.17
64.59163,77.04%,3.259891,-140.0796,-211.0378,1660,38.54,38.07,36.61,35.14
64.98074,76.90%,3.259712,-140.0828,-212.3062,1670,38.7,38.11,36.66,35.24
65.36984,76.76%,3.259563,-140.0745,-213.5745,1680,38.61,38.15,36.65,35.21
65.75895,76.62%,3.259404,-140.0807,-214.8428,1690,38.67,38.12,36.68,35.3
66.14805,76.49%,3.259212,-140.078,-216.111,1700,38.66,38.14,36.7,35.31
66.53716,76.35%,3.25906,-140.0778,-217.3792,1710,38.68,38.21,36.63,35.35
66.92626,76.21%,3.258882,-140.0778,-218.6473,1720,38.61,38.21,36.72,35.38
67.31537,76.07%,3.258716,-140.0803,-219.9153,1730,38.64,38.17,36.76,35.35
67.70448,75.93%,3.258541,-140.0794,-221.1832,1740,38.77,38.22,36.77,35.34
68.09357,75.79%,3.258372,-140.0778,-222.4511,1750,38.76,38.24,36.82,35.38
68.48268,75.66%,3.258207,-140.072,-223.7189,1760,38.69,38.18,36.75,35.29
68.87179,75.52%,3.258019,-140.0819,-224.9867,1770,38.75,38.2,36.72,35.24
69.26089,75.38%,3.257847,-140.075,-226.2544,1780,38.61,38.22,36.77,35.25
69.65,75.24%,3.257662,-140.0775,-227.522,1790,38.7,38.2,36.76,35.23
70.0391,75.10%,3.257481,-140.081,-228.7895,1800,38.6,38.29,36.79,35.1
70.42821,74.96%,3.25728,-140.0796,-230.057,1810,38.64,38.18,36.81,35.15
70.81731,74.83%,3.257073,-140.0777,-231.3244,1820,38.7,38.23,36.76,35.16
71.20641,74.69%,3.256914,-140.0771,-232.5917,1830,38.7,38.23,36.79,35.15
71.59552,74.55%,3.256717,-140.0761,-233.8589,1840,38.68,38.22,36.84,35.21
71.98462,74.41%,3.256503,-140.0739,-235.1261,1850,38.73,38.19,36.77,35.24
72.37373,74.27%,3.256277,-140.0768,-236.3931,1860,38.7,38.33,36.78,35.21
72.76283,74.13%,3.256077,-140.0778,-237.6601,1870,38.66,38.25,36.83,35.21
73.15194,74.00%,3.25587,-140.078,-238.927,1880,38.74,38.21,36.78,35.3
73.54105,73.86%,3.25566,-140.0759,-240.1939,1890,38.71,38.3,36.81,35.25
73.93015,73.72%,3.25545,-140.0739,-241.4606,1900,38.8,38.3,36.87,35.21
74.31925,73.58%,3.255252,-140.0777,-242.7273,1910,38.8,38.2,36.88,35.19
74.70836,73.44%,3.25502,-140.0784,-243.9939,1920,38.71,38.27,36.82,35.26
75.09747,73.30%,3.254816,-140.0796,-245.2604,1930,38.81,38.25,36.86,35.2
75.48656,73.17%,3.254609,-140.0771,-246.5268,1940,38.75,38.28,36.88,35.3
75.87567,73.03%,3.25439,-140.0771,-247.7932,1950,38.83,38.24,36.98,35.26
76.26477,72.89%,3.254167,-140.0784,-249.0594,1960,38.79,38.29,36.89,35.26
76.65388,72.75%,3.253941,-140.0775,-250.3256,1970,38.88,38.27,36.88,35.26
77.04298,72.61%,3.253699,-140.078,-251.5916,1980,38.8,38.3,36.97,35.23
77.43208,72.48%,3.253444,-140.0784,-252.8576,1990,38.73,38.35,36.9,35.2
77.82119,72.34%,3.253218,-140.0752,-254.1235,2000,38.78,38.3,36.86,35.16
78.21029,72.20%,3.253011,-140.0761,-255.3893,2010,38.68,38.23,36.91,35.11
78.5994,72.06%,3.252763,-140.0759,-256.655,2020,38.7,38.33,36.92,35.14
78.9885,71.92%,3.25254,-140.0768,-257.9207,2030,38.87,38.27,36.98,35.05
79.3776,71.78%,3.252279,-140.0787,-259.1862,2040,38.85,38.36,36.9,35.08
79.76671,71.65%,3.252059,-140.0755,-260.4516,2050,38.8,38.32,36.95,35.16
80.15582,71.51%,3.251804,-140.0794,-261.7169,2060,38.79,38.32,36.97,35.19
80.54491,71.37%,3.251562,-140.0773,-262.9822,2070,38.88,38.39,36.93,35.19
80.93402,71.23%,3.251336,-140.0755,-264.2473,2080,38.75,38.4,36.9,35.31
81.32313,71.09%,3.251069,-140.0724,-265.5124,2090,38.86,38.4,37.04,35.25
81.71223,70.95%,3.250843,-140.0789,-266.7774,2100,38.81,38.36,37.02,35.35
82.10133,70.82%,3.250585,-140.0741,-268.0422,2110,38.88,38.37,37.01,35.3
82.49043,70.68%,3.250343,-140.0764,-269.307,2120,38.87,38.36,37.04,35.28
82.87954,70.54%,3.250127,-140.0752,-270.5717,2130,38.83,38.39,37.03,35.25
83.26865,70.40%,3.249878,-140.0787,-271.8363,2140,38.79,38.38,36.94,35.18
83.65775,70.26%,3.24964,-140.0773,-273.1008,2150,38.79,38.28,36.93,35.25
84.04685,70.12%,3.249382,-140.0796,-274.3652,2160,38.8,38.4,37,35.21
84.43596,69.99%,3.249114,-140.0803,-275.6295,2170,38.81,38.38,37.02,35.21
84.82507,69.85%,3.248872,-140.0798,-276.8937,2180,38.81,38.4,37.07,35.15
85.21417,69.71%,3.248646,-140.0727,-278.1578,2190,38.85,38.37,37,35.19
85.60328,69.57%,3.248395,-140.0787,-279.4218,2200,38.81,38.43,37.07,35.21
85.99239,69.43%,3.248131,-140.0798,-280.6857,2210,38.91,38.5,37.04,35.17
86.38149,69.29%,3.247927,-140.0766,-281.9496,2220,38.82,38.43,37.09,35.22
86.7706,69.16%,3.247694,-140.0777,-283.2133,2230,38.81,38.39,36.95,35.16
87.15971,69.02%,3.247456,-140.0743,-284.477,2240,38.85,38.42,37.05,35.13
87.54881,68.88%,3.247201,-140.0782,-285.7405,2250,38.92,38.43,37.13,35.23
87.93792,68.74%,3.246978,-140.0764,-287.004,2260,38.87,38.39,37.11,35.14
88.32703,68.60%,3.246771,-140.0819,-288.2674,2270,38.84,38.39,36.98,35.18
88.71613,68.46%,3.246536,-140.0796,-289.5306,2280,38.91,38.45,37.08,35.2
89.10524,68.33%,3.246274,-140.0748,-290.7939,2290,38.92,38.39,37.05,35.11
89.49435,68.19%,3.246087,-140.0745,-292.057,2300,38.87,38.36,37.12,35.21
89.88345,68.05%,3.245854,-140.0805,-293.32,2310,38.94,38.45,37.1,35.16
90.27256,67.91%,3.245631,-140.0768,-294.5829,2320,39.02,38.45,37.12,35.12
90.66167,67.77%,3.245396,-140.0803,-295.8458,2330,38.98,38.36,37.1,35.14
91.05077,67.63%,3.245198,-140.0757,-297.1086,2340,38.86,38.37,37.04,35.13
91.43988,67.50%,3.244947,-140.0807,-298.3712,2350,38.87,38.42,37.04,35.17
91.82899,67.36%,3.244756,-140.08,-299.6338,2360,38.86,38.38,37.11,35.15
92.21809,67.22%,3.244552,-140.0778,-300.8963,2370,38.88,38.43,37.12,35.16
92.6072,67.08%,3.244349,-140.0777,-302.1588,2380,38.92,38.47,37.17,35.06
92.99631,66.94%,3.244116,-140.0761,-303.4211,2390,39.05,38.39,37.17,35.22
93.38541,66.80%,3.243928,-140.0837,-304.6834,2400,38.95,38.46,37.14,35.19
93.77452,66.67%,3.243769,-140.0755,-305.9456,2410,38.9,38.41,37.07,35.19
94.16363,66.53%,3.243508,-140.078,-307.2077,2420,38.93,38.45,37.09,35.27
94.55273,66.39%,3.243361,-140.0768,-308.4698,2430,38.95,38.53,37.11,35.18
94.94183,66.25%,3.24318,-140.078,-309.7317,2440,39,38.4,37.14,35.2
95.33094,66.11%,3.242983,-140.0752,-310.9936,2450,38.9,38.39,37.15,35.27
95.72005,65.97%,3.242798,-140.0761,-312.2554,2460,38.94,38.37,37.12,35.2
96.10915,65.84%,3.242613,-140.0787,-313.5172,2470,38.86,38.44,37.12,35.23
96.49825,65.70%,3.242422,-140.0787,-314.7789,2480,38.94,38.4,37.21,35.16
96.88736,65.56%,3.242247,-140.0734,-316.0405,2490,38.94,38.44,37.17,35.19
97.27646,65.42%,3.242072,-140.0766,-317.302,2500,38.96,38.43,37.16,35.18
97.66557,65.28%,3.241926,-140.0759,-318.5635,2510,38.89,38.39,37.17,35.25
98.05466,65.14%,3.241757,-140.0798,-319.8249,2520,39,38.51,37.16,35.27
98.44377,65.01%,3.241585,-140.0764,-321.0862,2530,39.03,38.5,37.15,35.16
98.83287,64.87%,3.241436,-140.0752,-322.3475,2540,38.97,38.41,37.18,35.28
99.22198,64.73%,3.241273,-140.0736,-323.6088,2550,39.09,38.44,37.13,35.25
99.61108,64.59%,3.241069,-140.0784,-324.8699,2560,38.93,38.41,37.19,35.26
100.0002,64.45%,3.240936,-140.0716,-326.131,2570,39.04,38.46,37.17,35.26
100.3893,64.31%,3.240799,-140.0782,-327.3921,2580,39.06,38.45,37.19,35.29
100.7784,64.18%,3.240649,-140.0828,-328.653,2590,38.96,38.48,37.15,35.28
101.1675,64.04%,3.240477,-140.0814,-329.9139,2600,39,38.48,37.15,35.3
101.5566,63.90%,3.240363,-140.0791,-331.1748,2610,38.99,38.54,37.21,35.29
101.9457,63.76%,3.240203,-140.075,-332.4356,2620,39,38.45,37.22,35.27
102.3348,63.62%,3.240063,-140.0725,-333.6964,2630,39,38.58,37.17,35.19
102.7239,63.48%,3.239933,-140.0801,-334.9571,2640,38.93,38.51,37.16,35.21
103.113,63.35%,3.239767,-140.0782,-336.2177,2650,38.95,38.4,37.13,35.22
103.5021,63.21%,3.239669,-140.0814,-337.4783,2660,38.98,38.55,37.15,35.15
103.8912,63.07%,3.239516,-140.078,-338.7389,2670,38.96,38.42,37.12,35.06
104.2803,62.93%,3.239369,-140.0807,-339.9994,2680,38.86,38.38,37.05,34.96
104.6694,62.79%,3.239252,-140.0796,-341.2598,2690,39.01,38.47,37.08,34.87
105.0585,62.65%,3.239118,-140.0782,-342.5202,2700,39.01,38.47,37.13,34.82
105.4477,62.52%,3.238981,-140.0768,-343.7805,2710,38.92,38.53,37.08,34.96
105.8368,62.38%,3.238873,-140.08,-345.0408,2720,38.84,38.44,37.13,34.99
106.2259,62.24%,3.238749,-140.0766,-346.301,2730,38.93,38.36,37.09,34.86
106.615,62.10%,3.238624,-140.0748,-347.5612,2740,38.87,38.29,37.03,34.89
107.0041,61.96%,3.238487,-140.0764,-348.8213,2750,38.85,38.34,37.11,34.96
107.3932,61.82%,3.238376,-140.0791,-350.0814,2760,38.92,38.36,37.11,34.95
107.7823,61.69%,3.238249,-140.0775,-351.3415,2770,38.83,38.34,37.05,35.1
108.1714,61.55%,3.238128,-140.0777,-352.6014,2780,38.94,38.31,37.14,35.07
108.5605,61.41%,3.237984,-140.0743,-353.8614,2790,38.93,38.45,37.08,35.17
108.9496,61.27%,3.237886,-140.0775,-355.1213,2800,38.98,38.51,37.13,35.16
109.3387,61.13%,3.237777,-140.0821,-356.3812,2810,39,38.53,37.13,35.26
109.7278,60.99%,3.237628,-140.0803,-357.641,2820,38.96,38.56,37.16,35.21
110.1169,60.86%,3.237523,-140.0798,-358.9007,2830,38.96,38.54,37.14,35.28
110.506,60.72%,3.237443,-140.0732,-360.1605,2840,39,38.52,37.1,35.23
110.8951,60.58%,3.237319,-140.0773,-361.4201,2850,39.02,38.46,37.1,35.29
111.2842,60.44%,3.237198,-140.0757,-362.6798,2860,38.91,38.52,37.17,35.24
111.6733,60.30%,3.237077,-140.0784,-363.9394,2870,38.98,38.51,37.17,35.09
112.0624,60.16%,3.236937,-140.0777,-365.1989,2880,39.03,38.47,37.14,35.22
112.4515,60.03%,3.236854,-140.0805,-366.4584,2890,39,38.5,37.16,35.15
112.8407,59.89%,3.236733,-140.0769,-367.7179,2900,39,38.53,37.09,35.12
113.2298,59.75%,3.236619,-140.0771,-368.9773,2910,39,38.45,37.1,35.17
113.6189,59.61%,3.236526,-140.0718,-370.2367,2920,38.93,38.43,37.09,35.19
114.008,59.47%,3.236405,-140.0828,-371.496,2930,38.93,38.5,37.14,35.16
114.3971,59.34%,3.236316,-140.078,-372.7553,2940,38.98,38.54,37.08,35.14
114.7862,59.20%,3.236233,-140.0812,-374.0146,2950,38.99,38.37,37.04,35.12
115.1753,59.06%,3.2361,-140.0764,-375.2737,2960,39.02,38.52,37.18,35.25
115.5644,58.92%,3.23602,-140.0791,-376.5329,2970,39.01,38.48,37.08,35.21
115.9535,58.78%,3.235896,-140.0791,-377.7921,2980,39.04,38.56,37.05,35.23
116.3426,58.64%,3.235804,-140.0803,-379.0511,2990,38.98,38.5,37.04,35.26
116.7317,58.51%,3.235692,-140.0773,-380.3102,3000,38.99,38.4,37.1,35.14
117.1208,58.37%,3.235594,-140.0782,-381.5692,3010,39,38.5,37.13,35.17
117.5099,58.23%,3.235482,-140.0791,-382.8282,3020,38.94,38.41,37.07,35.23
117.899,58.09%,3.235368,-140.0798,-384.0871,3030,39,38.51,37.11,35.19
118.2882,57.95%,3.235269,-140.0803,-385.346,3040,38.95,38.46,37.16,35.17
118.6773,57.81%,3.235161,-140.075,-386.6049,3050,38.92,38.41,37.06,35.1
119.0664,57.68%,3.235068,-140.0746,-387.8636,3060,38.99,38.42,37.08,35.17
