Ah,SOC,V,A,Wh,time,tp,tn,tb,ta
0.000389,100.00%,3.319936,-140.1251,-0.001291,0,35.15,35.15,35.09,35.03
0.389092,99.86%,3.292516,-140.0745,-1.285029,10,35.24,35.16,35.04,34.97
0.778183,99.72%,3.281561,-140.072,-2.563765,20,35.4,35.37,35.05,35.01
1.167275,99.59%,3.275385,-140.0713,-3.839284,30,35.49,35.4,35.04,34.99
1.556369,99.45%,3.271912,-140.0729,-5.112972,40,35.63,35.47,35.09,34.91
1.945464,99.31%,3.270037,-140.0757,-6.38565,50,35.81,35.54,35.05,34.98
2.334559,99.17%,3.269155,-140.0722,-7.657811,60,35.95,35.6,35.05,34.91
2.723655,99.03%,3.268719,-140.0773,-8.92973,70,35.93,35.68,35.03,34.96
3.112755,98.89%,3.268582,-140.0718,-10.20155,80,36.03,35.75,35.05,34.92
3.501855,98.76%,3.268556,-140.0755,-11.47335,90,36.06,35.93,35.1,34.96
3.890959,98.62%,3.268585,-140.0757,-12.74516,100,36.19,35.96,35.05,35.01
4.280061,98.48%,3.268633,-140.0807,-14.01698,110,36.23,35.96,35.12,34.93
4.669166,98.34%,3.268735,-140.0764,-15.28884,120,36.34,36.02,35.12,34.93
5.058272,98.20%,3.268776,-140.0805,-16.56074,130,36.3,36.14,35.11,35.03
5.447378,98.06%,3.268919,-140.0812,-17.83266,140,36.37,36.18,35.11,35.04
5.836482,97.93%,3.26898,-140.0734,-19.10461,150,36.52,36.15,35.14,35.01
6.225589,97.79%,3.26904,-140.0819,-20.37661,160,36.46,36.14,35.14,35.01
6.614696,97.65%,3.26911,-140.0741,-21.64863,170,36.55,36.29,35.13,35
7.003802,97.51%,3.269184,-140.083,-22.92067,180,36.66,36.26,35.26,35.03
7.39291,97.37%,3.269222,-140.0786,-24.19274,190,36.65,36.33,35.29,35.02
7.782017,97.23%,3.269289,-140.0791,-25.46483,200,36.66,36.36,35.16,35
8.171123,97.10%,3.269346,-140.078,-26.73694,210,36.74,36.39,35.28,34.99
8.560225,96.96%,3.269391,-140.0762,-28.00907,220,36.74,36.45,35.22,35.04
8.949329,96.82%,3.269422,-140.0803,-29.28121,230,36.79,36.48,35.3,35.06
9.338431,96.68%,3.269483,-140.0748,-30.55336,240,36.79,36.47,35.26,35.07
9.727535,96.54%,3.269515,-140.0793,-31.82553,250,36.84,36.56,35.26,35.07
10.11664,96.40%,3.269543,-140.0748,-33.09771,260,36.95,36.5,35.27,34.98
10.50574,96.27%,3.269569,-140.078,-34.3699,270,36.89,36.58,35.31,34.91
10.89484,96.13%,3.269607,-140.08,-35.64211,280,36.83,36.6,35.34,35.06
11.28395,95.99%,3.26961,-140.0812,-36.91432,290,37.01,36.63,35.36,34.94
11.67305,95.85%,3.269623,-140.0784,-38.18654,300,36.97,36.68,35.32,35
12.06216,95.71%,3.269629,-140.0773,-39.45877,310,36.98,36.74,35.35,35.03
12.45126,95.57%,3.269649,-140.0754,-40.731,320,37,36.75,35.42,34.98
12.84036,95.44%,3.269639,-140.0745,-42.00322,330,37.11,36.77,35.41,35.01
13.22946,95.30%,3.269668,-140.0724,-43.27545,340,37.13,36.8,35.46,34.98
13.61856,95.16%,3.269649,-140.0777,-44.54768,350,37.14,36.8,35.49,35.01
14.00767,95.02%,3.269652,-140.0759,-45.81991,360,37.17,36.81,35.4,35.01
14.39677,94.88%,3.269642,-140.0736,-47.09214,370,37.2,36.76,35.48,35.06
14.78587,94.74%,3.269623,-140.0759,-48.36437,380,37.12,36.97,35.46,35.15
15.17498,94.61%,3.269639,-140.0764,-49.6366,390,37.3,36.95,35.49,35.1
15.56408,94.47%,3.269629,-140.0793,-50.90882,400,37.24,36.96,35.44,35.07
15.95319,94.33%,3.269613,-140.0771,-52.18105,410,37.37,36.92,35.48,35.06
16.34229,94.19%,3.26961,-140.08,-53.45327,420,37.4,37.06,35.5,35.09
16.7314,94.05%,3.269562,-140.0761,-54.72548,430,37.3,37.03,35.49,35.07
17.1205,93.91%,3.269572,-140.0761,-55.99768,440,37.34,36.97,35.45,35.07
17.50961,93.78%,3.269553,-140.0782,-57.26988,450,37.41,37.07,35.53,35.02
17.89871,93.64%,3.269543,-140.0784,-58.54208,460,37.29,36.99,35.51,35.02
18.28782,93.50%,3.269511,-140.0821,-59.81428,470,37.41,37.04,35.53,35.13
18.67693,93.36%,3.26947,-140.0805,-61.08646,480,37.39,37.11,35.6,35.1
19.06604,93.22%,3.269438,-140.0757,-62.35864,490,37.44,37.1,35.57,35.03
19.45514,93.08%,3.269432,-140.08,-63.6308,500,37.37,37.12,35.6,35.13
19.84425,92.95%,3.269413,-140.0807,-64.90295,510,37.54,37.07,35.56,34.98
20.23336,92.81%,3.269362,-140.0807,-66.17509,520,37.53,37.19,35.63,35.11
20.62247,92.67%,3.269343,-140.0823,-67.44723,530,37.54,37.26,35.54,35.09
21.01157,92.53%,3.26933,-140.0789,-68.71935,540,37.52,37.21,35.62,35.1
21.40068,92.39%,3.269279,-140.0761,-69.99146,550,37.57,37.29,35.67,35.15
21.78979,92.25%,3.269247,-140.0817,-71.26355,560,37.57,37.23,35.64,35.08
22.17889,92.12%,3.269222,-140.0764,-72.53564,570,37.54,37.2,35.7,35.05
22.568,91.98%,3.269193,-140.081,-73.80771,580,37.66,37.21,35.59,35.14
22.95711,91.84%,3.269142,-140.08,-75.07977,590,37.6,37.27,35.67,35.07
23.34622,91.70%,3.26913,-140.077,-76.35181,600,37.57,37.24,35.73,35.06
23.73533,91.56%,3.269075,-140.0807,-77.62385,610,37.63,37.24,35.65,35.05
24.12443,91.42%,3.269047,-140.0803,-78.89586,620,37.68,37.34,35.67,34.98
24.51354,91.29%,3.26899,-140.0777,-80.16786,630,37.68,37.34,35.72,35.04
24.90265,91.15%,3.268942,-140.078,-81.43985,640,37.81,37.36,35.74,35.1
