Ah,SOC,V,A,Wh,time,tp,tn,tb,ta
0.000389,100.00%,3.344836,-140.106,-0.001301,0,26.63,26.52,27.53,24.7
0.389086,99.86%,3.304324,-140.071,-1.29146,10,26.65,26.58,27.46,24.69
0.778174,99.72%,3.288556,-140.0692,-2.573732,20,26.7,26.61,27.41,24.64
1.167262,99.58%,3.279581,-140.0729,-3.851369,30,26.78,26.64,27.41,24.6
1.556351,99.44%,3.274239,-140.0727,-5.126291,40,26.78,26.69,27.43,24.68
1.945442,99.30%,3.271269,-140.0736,-6.399628,50,26.9,26.87,27.4,24.63
2.334533,99.16%,3.269725,-140.0725,-7.672106,60,27.01,26.9,27.5,24.73
2.723627,99.03%,3.269028,-140.0743,-8.944178,70,27,26.94,27.35,24.68
3.112718,98.89%,3.268785,-140.0685,-10.21607,80,27.12,26.92,27.47,24.76
3.501811,98.75%,3.268706,-140.0732,-11.48791,90,27.18,26.95,27.43,24.78
3.890907,98.61%,3.268716,-140.0729,-12.75976,100,27.19,27.13,27.33,24.76
4.280003,98.47%,3.268779,-140.0773,-14.03161,110,27.22,27.23,27.45,24.82
4.669099,98.33%,3.26884,-140.0759,-15.30349,120,27.23,27.25,27.48,24.87
5.058195,98.19%,3.268891,-140.0741,-16.5754,130,27.31,27.3,27.41,24.8
5.447294,98.05%,3.268961,-140.0738,-17.84733,140,27.4,27.23,27.47,24.83
5.836394,97.91%,3.268999,-140.0773,-19.1193,150,27.44,27.33,27.45,24.78
6.225492,97.77%,3.269082,-140.0766,-20.39127,160,27.43,27.32,27.47,24.76
6.614591,97.63%,3.269091,-140.0791,-21.66327,170,27.46,27.4,27.39,24.86
7.00369,97.49%,3.269123,-140.0747,-22.93528,180,27.58,27.37,27.45,24.81
7.392788,97.35%,3.269114,-140.0775,-24.20729,190,27.49,27.34,27.5,24.82
7.781888,97.21%,3.269155,-140.0727,-25.47932,200,27.6,27.39,27.48,24.81
8.170986,97.08%,3.269174,-140.0775,-26.75135,210,27.53,27.48,27.45,24.85
