sample_idx,rmse
0,0.47256917437119705
1,0.3737490361949209
2,0.3656133350926614
3,0.40906116912149704
4,0.42344298620212956
5,0.5266284489309075
6,0.40791036938410113
7,0.4666062051201487
8,0.3980399353313829
9,0.473914758593894
10,0.47256917437119705
11,0.4736351786408498
12,0.472611615968175
13,0.47256917437119705
14,0.4731935049194658
15,0.47256917437119705
16,0.47256899591492263
17,inf
18,0.47268559649804
19,0.4725580991632443
20,0.47256917437119705
21,0.47257983036559204
22,0.4785207595702024
23,0.31624005855759957
24,0.08489251031179375
25,0.09474875439511836
26,0.062064934826114956
27,0.11050579061206775
28,0.11011434223395421
29,0.10578370839447475
30,0.10603188875409478
31,0.0979825380410418
32,0.1089380795962017
33,0.10931674088052676
34,0.10895897344613295
35,0.1089380795962017
36,0.10930976317207117
37,0.1089380795962017
38,0.10893815349913649
39,0.10784343515733878
40,0.10899408125965664
41,0.1089321847953387
42,0.1089380795962017
43,0.10892093135847022
44,0.10925241421058816
45,0.1089380795962017
46,0.1115448390276223
47,0.1010211603761938
48,0.09637619302951807
49,0.08785446245514929
50,0.06494082037636054
51,0.11247087865338931
52,0.11054302612946793
53,0.11737997865119038
54,0.11357789446477287
55,0.10803063097293511
56,0.1115448390276223
57,0.11395446967761624
58,0.11149967587914346
59,0.1115448390276223
60,0.1110751238882702
61,0.1115448390276223
62,0.11154910179451469
63,0.10954755211622462
64,0.1113906335575665
65,0.11153645007616823
66,0.1115448390276223
67,0.11144226239723345
68,0.1043245489504476
69,0.3101531060738681
70,0.30721665898576844
71,inf
72,0.24112255368846844
73,0.36491244392367683
74,0.34083793776408783
75,0.36938029089935287
76,0.3534108773432631
77,0.36440832582820276
78,0.36464886845970884
79,0.36847629476768295
80,0.3646151962421103
81,0.36464886845970884
82,0.3641828305127976
83,0.36464886845970884
84,0.3646485445805487
85,0.36359790154345756
86,0.36455305724384135
87,0.3646414540209919
88,0.36464886845970884
89,0.364672605475274
90,0.36517633914475905
91,0.36464886845970884
92,0.23201415789084087
93,0.347610236136757
94,0.08361656954796474
95,0.09260077627394064
96,0.2510672304539129
97,0.23092394989930495
98,0.2607659160721976
99,0.23391962573178668
100,0.3320417052867537
101,0.2327046869427537
102,0.23201415789084087
103,0.23263935906628605
104,0.23205246151336806
105,0.23201415789084087
106,0.23272572778898576
107,0.23201415789084087
108,0.23201386300730656
109,0.2321801362554468
110,0.23209220560997493
111,0.23201451365217182
112,0.2320233839223484
113,0.23201000279563766
114,0.23212942039925097
115,0.09887778503100583
116,0.05888811004212733
117,inf
118,0.09121823018098908
119,0.09086612779727833
120,0.09171046055940656
121,0.09175972639364817
122,0.105146419794937
123,0.09092649616967394
124,0.09080271465545225
125,0.0911056831845212
126,0.09082182915847424
127,0.09080271465545225
128,0.09117427101001152
129,0.09080271465545225
130,0.09080208415210801
131,0.09089460908102841
132,0.09085135436555715
133,0.09080284573111067
134,0.09080731100890642
135,0.09077429682020406
136,0.09033135501481984
137,0.09080271465545225
138,0.3214487838735197
139,0.3908373465266624
140,0.38672859234783175
141,0.3239074755950068
142,0.32285562462251666
143,0.2816770608407495
144,0.35616297803282304
145,0.3237900562498811
146,0.3368220994504343
147,0.34915906524402707
148,0.3214487838735197
149,0.32228373167121016
150,0.3214719075076156
151,0.3214487838735197
152,0.32542210124095267
153,0.3214487838735197
154,0.3214466592242248
155,0.3217283337385985
156,0.32153055310635825
157,0.3214497923306207
158,0.3214368792156856
159,0.34035904727688177
160,0.3334589145685034
161,0.3685796668003788
162,0.38595763004449046
163,0.40006870440934494
164,0.3659834405758488
165,0.4273489321397448
166,0.4084600095509533
167,0.36370552546773577
168,0.38814511627851966
169,0.38940363320810323
170,0.36670975927614474
171,0.365632388282838
172,0.36667244721700787
173,0.36670975927614474
174,0.36582748536874976
175,0.36670975927614474
176,0.3667154706633584
177,0.3662607672752027
178,0.36658100655162745
179,0.3667083242770942
180,0.3667310878285773
181,0.43841650014333283
182,0.3938434163965207
183,0.36670975927614474
184,0.08374989910091753
185,0.09137745890993475
186,0.07058130158366022
187,inf
188,0.3299724838992664
189,0.08424158648699341
190,0.09017282839187026
191,0.08306354962724129
192,inf
193,0.0630464271906665
194,0.08374989910091753
195,0.08367376634216002
196,0.08395963812564011
197,0.08374989910091753
198,0.08373452236929842
199,0.08374989910091753
200,0.083761387188393
201,0.08360911224467986
202,0.08371164483322065
203,0.08375301584887805
204,0.08375738311033708
205,0.08389156543285423
206,0.0838885163332052
207,0.43214861187905584
208,0.3197059081754471
209,0.32823024499750253
210,0.2711706974939615
211,0.33604116582360555
212,0.437230654528891
213,0.33770718545113226
214,0.3558335116365051
215,0.33229713333694694
216,0.3363253664052073
217,0.3370991256905951
218,0.33578537275073184
219,0.3363253664052073
220,0.33559235515682095
221,0.3363253664052073
222,0.33632811233085724
223,0.33811629828941736
224,0.3371695608432196
225,0.3363213382942303
226,0.33631253575630166
227,0.3363423336067772
228,0.33634531057551675
229,0.3363253664052073
230,0.08844043785829028
231,0.3889742036142166
232,0.06695843478831764
233,0.10818249279865474
234,0.10936347391884618
235,0.09065303926921862
236,0.04877708386334188
237,0.09031249586055166
238,0.11041003232302007
239,0.08391237652057483
240,0.08844043785829028
241,0.08716777602918245
242,0.08889556514079544
243,0.08844043785829028
244,0.08798881195769843
245,0.08844043785829028
246,0.0884405293404159
247,0.08632739811534902
248,0.0887461006213533
249,0.08844329780733778
250,0.08845272881423083
251,0.08846065734613025
252,0.08845993912100251
253,0.12411503682812049
254,0.050015422976120175
255,0.30137566484108047
256,0.3151215432010069
257,0.43486532098510416
258,0.03713299405072245
259,0.17058535256815896
260,0.31157593862311994
261,0.14964036973928088
262,0.16802989948782432
263,0.16489340779726305
264,0.16891920774668687
265,0.16802989948782432
266,0.16861095250719646
