sample_idx,rmse
0,0.2807001382374875
1,0.23969107052901614
2,0.2713228864017456
3,0.27843824881478707
4,0.27597624314730357
5,0.27840078270253144
6,0.28749630005323884
7,0.27996723830249487
8,0.283675036695448
9,0.280146654300614
10,0.2807001382374875
11,0.28078222633178035
12,0.28070385378693574
13,0.2807001382374875
14,0.2809041688136245
15,0.2807001382374875
16,0.28070017670148845
17,0.2805464141765888
18,0.28071125758855664
19,0.28069902926838103
20,0.2807001382374875
21,0.28068884817024564
22,0.28145718564872524
23,0.24800956677994113
24,0.07234975317192341
25,0.07959374166267318
26,0.06632860640461197
27,0.08909698075915821
28,0.0893216675495683
29,0.08884277353933451
30,0.08766307279621452
31,0.08442418619219895
32,0.08921369258347399
33,0.08924596843019376
34,0.08921574838601724
35,0.08921369258347399
36,0.08935833199904421
37,0.08921369258347399
38,0.08921370544892863
39,0.0890944085157347
40,0.08921949811106733
41,0.08921309919376826
42,0.08921369258347399
43,0.08919688980862374
44,0.09169113227508315
45,0.08921369258347399
46,0.08529510650154518
47,0.07721172531487429
48,0.07318714621072137
49,0.06762410433557715
50,0.0476303384722631
51,0.08531053899979643
52,0.08517167232450322
53,0.08584254817317104
54,0.08888897388757395
55,0.08425725640182932
56,0.08529510650154518
57,0.08550399161641377
58,0.08529084502059207
59,0.08529510650154518
60,0.08510277569327854
61,0.08529510650154518
62,0.08529465525758417
63,0.08510090729097658
64,0.08528002466440657
65,0.0852941829400403
66,0.08529510650154518
67,0.08554368212474141
68,0.08055978133011862
69,0.24840928533138262
70,0.24317308792767042
71,0.22362554334948637
72,0.19987637298298702
73,0.2523129552238379
74,0.24919649971745994
75,0.2528732911880956
76,0.25934950984468413
77,0.25226154609678697
78,0.25228742486562505
79,0.25254134842212606
80,0.25228310527950176
81,0.25228742486562505
82,0.2521100116259112
83,0.25228742486562505
84,0.252287403211849
85,0.2521511073774072
86,0.2522789891699746
87,0.25228645232591645
88,0.25228742486562505
89,0.2523022996157913
90,0.25258364830576285
91,0.25228742486562505
92,0.07801522570774203
93,0.22586113790679516
94,0.06822365478011147
95,0.07347058909068754
96,0.08820358676419972
97,0.07787768605420071
98,0.07965023142450553
99,0.07829543412002538
100,0.24228935265271107
101,0.07810163963238867
102,0.07801522570774203
103,0.07806435932099007
104,0.07801948280282156
105,0.07801522570774203
106,0.07829205776051963
107,0.07801522570774203
108,0.07801518074629965
109,0.07803382598268627
110,0.07802325694569379
111,0.07801527245108418
112,0.07801632699685358
113,0.07799496437665364
114,0.07766633266300972
115,0.07991095117991773
116,0.030411514987814855
117,0.08870918783671063
118,0.07341470867001777
119,0.07305821247186049
120,0.07319260408988008
121,0.07321053885342056
122,0.08538488171153706
123,0.07309055921928134
124,0.07307281454063241
125,0.07310247022040489
126,0.07307523876057358
127,0.07307281454063241
128,0.07323048773092833
129,0.07307281454063241
