sample_idx,rmse
0,0.31007046505132796
1,0.24690507441194523
2,0.2816257065208302
3,0.28964560971614384
4,0.29975613649842725
5,0.30941312750921923
6,0.29058109358410805
7,0.30854627127064016
8,0.29616686525945296
9,0.3089180001161174
10,0.31007046505132796
11,0.3102425545790965
12,0.3100777873913505
13,0.31007046505132796
14,0.31035071750665266
15,0.31007046505132796
16,0.31007053036726406
17,0.30976992520644714
18,0.31009227642572323
19,0.3100681987488064
20,0.31007046505132796
21,0.3100614539173212
22,0.3107685604778814
23,0.25849177083285113
24,0.07449742022258485
25,0.08193569755028209
26,0.0671993312777861
27,0.09247390138991729
28,0.09266350313848572
29,0.09171660979515697
30,0.09061643729085526
31,0.0860151192359295
32,0.09243818075881483
33,0.09250294975595987
34,0.09244223737749274
35,0.09243818075881483
36,0.09260947388290147
37,0.09243818075881483
38,0.09243820739585465
39,0.09220476593896718
40,0.0924494924653839
41,0.09243700846414525
42,0.09243818075881483
43,0.09242119295854634
44,0.09400628215980397
45,0.09243818075881483
46,0.08910403630412755
47,0.0806435214861979
48,0.0764977498482345
49,0.07027323580112212
50,0.048105347529619584
51,0.08919485752766913
52,0.08886496421391382
53,0.09019134937574899
54,0.0920674374777913
55,0.08728760648221949
56,0.08910403630412755
57,0.08952551014677787
58,0.08909545887317115
59,0.08910403630412755
60,0.08889240889604216
61,0.08910403630412755
62,0.08910377588510149
63,0.08871358701168498
64,0.08907432816773718
65,0.08910216460322284
66,0.08910403630412755
67,0.08917869697240292
68,0.08360320866815656
69,0.24703072643385404
70,0.25242469707660986
71,0.23484433603839294
72,0.21377641054505034
73,0.27527441485090504
74,0.26900139036656895
75,0.2763433334908942
76,0.2582285714263315
77,0.27514889750518284
78,0.2751963278555369
79,0.2757114669593586
80,0.2751885498335864
81,0.2751963278555369
82,0.2749999093967297
83,0.2751963278555369
84,0.27519627779613826
85,0.2749529532193738
86,0.27518048621921914
87,0.27519446532575714
88,0.2751963278555369
89,0.27521112280447074
90,0.27549890443048275
91,0.2751963278555369
92,0.10755932871283948
93,0.2440574680470555
94,0.0705318615196513
95,0.07628382306488204
96,0.12228375736779089
97,0.10726811643810201
98,0.1120907621224019
99,0.10805990954564733
100,0.2578602668252523
101,0.10774720275810813
102,0.10755932871283948
103,0.10766062251332248
104,0.10756733991601083
105,0.10755932871283948
106,0.10791044427901277
107,0.10755932871283948
108,0.10755923826653198
109,0.1075394262478823
110,0.10757470804049808
111,0.10755941213464272
112,0.1075614614149343
113,0.1074873609772008
114,0.10728310762822703
115,0.08279484075124402
116,0.033387197740178114
117,0.12553182381697525
118,0.07605655971533612
119,0.07569050843488227
120,0.07593779495588461
121,0.07596741199431813
122,0.08833491754493847
123,0.07575219693688451
124,0.07571323235832139
125,0.07577090346460473
126,0.075717789324262
127,0.07571323235832139
128,0.07590213459864567
129,0.07571323235832139
130,0.07571314780509569
131,0.07573552937686585
132,0.07572462341842948
133,0.07571327735500459
134,0.07571438603720039
135,0.07569725758630995
136,0.07543101186517075
137,0.07571323235832139
138,0.1528071218899996
139,0.2659605273584785
140,0.2743387380028041
141,0.23620094226399116
142,0.15458054050256964
143,0.036825446640701635
144,0.16087032022580086
145,0.15330310151164941
146,0.24533876060544732
147,0.23748479748317286
148,0.1528071218899996
149,0.1529462254864934
150,0.1528119299813332
151,0.1528071218899996
152,0.1595218875895878
153,0.1528071218899996
154,0.15281193829598
155,0.15286487566617343
156,0.15282310331360696
157,0.1528073740129305
158,0.15280429681262722
159,0.1764100798733791
160,0.25524672251731795
161,0.2741546685818156
162,0.2624059402158249
163,0.28212902873021145
164,0.28801587498629094
165,0.2922618658323787
166,0.27877400310654266
167,0.2894474581446997
168,0.3037561908088514
169,0.29144349953273835
170,0.2899256748842772
171,0.2897638845938123
172,0.28992023077687906
173,0.2899256748842772
174,0.2820773983756148
175,0.2899256748842772
176,0.28992205418308065
177,0.28986115950569447
178,0.2899032728237316
179,0.2899253884618603
180,0.2899290458280633
181,0.29249993842372174
182,0.29189521304722643
183,0.2899256748842772
184,0.07104377191395546
185,0.0781235771844702
186,0.0629942640392642
187,0.04538947436892767
188,0.2122178433237543
189,0.07078895675570347
190,0.07326401387746816
191,0.07115371408825226
192,0.036431073958472705
193,0.0574899717490558
194,0.07104377191395546
195,0.07112598004110444
196,0.07098228454661389
197,0.07104377191395546
198,0.07088139882602673
199,0.07104377191395546
200,0.07104378437667162
201,0.07132102804179594
202,0.07114416395642126
203,0.07104334358122474
204,0.07104239762934028
205,0.0710673633416455
206,0.0710679871903678
207,0.27191033543020837
208,0.27237796312513457
209,0.2552869839073807
210,0.23631853827509647
211,0.2635392209354565
212,0.2715971250801686
213,0.26400301000916837
214,0.251212761313466
215,0.2632365652464291
216,0.263614182517119
217,0.26372980381399985
218,0.26350819765761935
219,0.263614182517119
220,0.26328934406143034
221,0.263614182517119
222,0.2636146373003047
